,Anti-Mouse_raw,Anti-Mouse_high_pass,PolyT_raw,PolyT_high_pass,DAPI_raw,DAPI_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass
3067542400002200072,36799504.0,636633.7511152227,265901459.0,2909966.8858284988,99429476.0,2171645.3396358117,22684910.0,368469.7418229587
3067542400002200076,140376685.0,1753519.6770718382,1198136390.0,6648975.335357599,832985087.0,6574009.533783041,78529276.0,1012629.6613507111
3067542400002200077,3396788.0,53626.09110181117,16735087.0,161785.91228620827,3793045.0,70410.00562221801,3454299.0,56364.107417342246
3067542400002200079,123651431.0,1845429.322006709,1034715592.0,8412919.001774246,793098554.0,8194026.807274005,48212570.0,650906.426237116
3067542400002200080,44541144.0,701284.885391273,282870851.0,3035807.585548955,95994086.0,2055232.4550371338,37214537.0,596939.710031124
3067542400002200083,129653121.0,1321300.34393661,1404828429.0,6124472.01703915,1500697601.0,8943872.108951885,51080340.0,576256.0193120037
3067542400002200085,136273550.0,1598107.4004197763,1214767356.0,7072746.924331925,1146451741.0,10356901.804790031,53681032.0,699838.4045350134
3067542400002200087,94042512.0,1060863.3500761557,762489092.0,4752350.943074004,700539952.0,6970399.4779547965,29388931.0,384694.0334943172
3067542400002200090,142687026.0,1650478.508662109,1289244029.0,6159952.91768522,1486800515.0,10515714.305006614,46838842.0,620024.1513901395
3067542400002200094,103243171.0,1177017.2827515823,1069498477.0,5788668.917419708,1181366644.0,8725875.326879052,41443784.0,546453.4415107018
3067542400002200097,215246523.0,2418100.5879566595,2235771669.0,12688162.580022333,2711492772.0,19770879.286118697,94760520.0,1115115.1042991308
3067542400002200100,153700065.0,1980139.3095185151,1301531793.0,8025812.070716906,1172606386.0,11934342.414502935,62316187.0,812413.5498205585
3067542400002200104,185797074.0,2745566.28980686,1471705381.0,12295124.297040405,1133591175.0,14344263.722493596,90987208.0,1185779.1746804588
3067542400002200105,90342417.0,949690.9341349525,605497928.0,3746304.504352716,389914266.0,4268897.459040519,75211262.0,839569.5697557391
3067542400002200107,7160558.0,106344.40931903486,34818634.0,312333.13708392525,7959678.0,138437.51450914898,7303292.0,112413.3317753167
3067542400002200112,130882909.0,1654703.7344947988,1125317647.0,7313348.29482138,1181691870.0,10645610.261917593,82314599.0,1047653.7045516049
3067542400002300005,47143348.0,500492.7720220178,483286159.0,3482824.3753132788,508003580.0,6381920.322533041,18528793.0,185850.0663384927
3067542400002300025,112954985.0,1293667.4184154337,977785449.0,5978493.670898455,771040989.0,7427859.829795558,40612063.0,541614.8904365833
3067542400003100004,115812180.0,1468475.225608745,956479157.0,8586017.827315107,744471139.0,9409584.241928853,60354959.0,623695.494481439
3067542400003100010,57012985.0,595164.3430850856,394532922.0,2439840.492703752,244785997.0,2206304.749099342,21045098.0,221850.29530752735
3067542400003100011,42582478.0,500317.7958162917,336100675.0,2626766.746868938,270906148.0,3706910.6989689283,15211087.0,155195.14462591763
3067542400003100015,78628364.0,881249.7340337263,494726074.0,3647337.6587088592,258254221.0,3350924.023149091,28441809.0,243572.9785378999
3067542400003100016,11179368.0,263764.91482935875,69669405.0,1938377.0668538455,19858467.0,669850.9077282522,7341926.0,69119.37178151109
3067542400003100019,127452120.0,1361055.6967883513,889075645.0,5817440.190329298,413474404.0,4839105.98129969,53078132.0,520153.5698667841
3067542400003100022,119207171.0,1536693.9429375322,1101975483.0,6467775.716052598,1196517207.0,10523388.13414241,40973891.0,568386.4530013548
3067542400003100023,65493484.0,814866.1416620447,598760858.0,7095547.019156622,431605719.0,11822203.303563774,27147040.0,350724.5790943748
3067542400003100026,115473086.0,1311831.3595616266,1010650167.0,5265977.455486416,956027308.0,6958393.356160203,49243139.0,647891.3521059144
3067542400003100027,114322268.0,1501838.9451105623,848784377.0,4622389.21109459,539919375.0,4787215.616746863,46746530.0,627058.9032576552
3067542400003100031,142091426.0,1649407.0843641707,1406632379.0,8068907.869281943,1388037705.0,13173067.681199342,57538365.0,757212.9368221565
3067542400003100033,42563219.0,557487.6835879349,280740617.0,2275572.0270152614,112698342.0,1661894.9047933214,18148309.0,238741.70799117425
3067542400003100039,141315049.0,1934385.3534399373,971658417.0,6931878.183636327,493967127.0,6546110.3354341155,62937070.0,817312.6576289939
3067542400003200005,4590457.0,68897.39595927171,20250114.0,783063.7305482349,3437592.0,160630.31552133826,4562738.0,73808.81155380355
3067542400003200006,8636708.0,259930.87864172336,36920394.0,1903759.1185877214,6306868.0,383821.11365378246,8606075.0,270175.1009364849
3067542400003200007,5162083.0,182285.17543332983,22058743.0,1455555.6432833946,3682121.0,272553.15843142493,5050713.0,183290.99375385666
3067542400003200009,4121970.0,131274.78535474348,17688319.0,979941.9961749841,2959227.0,187034.9227119921,4058132.0,132642.01947584015
3067542400003200010,7336849.0,236920.23353459465,31417338.0,1738561.6340961403,5284985.0,337556.6590363105,7319650.0,240467.53605649856
3067542400003200011,7192103.0,225686.67427055739,31249811.0,1639129.9515238605,5059507.0,312343.9102971757,7226904.0,231447.60640920748
3067542400003200018,8852677.0,142090.4444514491,37414485.0,1145959.9732615203,6557385.0,256035.38814293063,8547989.0,141194.6418050659
3067542400003200028,24421374.0,317786.04411858803,109911240.0,1057971.614085494,21050815.0,389842.63628652965,24061653.0,335050.4315735814
3067542400003200035,8246339.0,115746.06324765741,36816265.0,378106.02666334953,7058700.0,132728.31270976117,7960852.0,121798.02170401147
3067542400003200043,4013420.0,57438.894893877514,19588876.0,190518.70270769743,3177721.0,65071.53872450823,3971395.0,57910.9658473267
3067542400003200050,8218360.0,113047.0484396706,39520878.0,378411.40716540354,7698526.0,148165.44310922016,7996903.0,113946.79563416219
3067542400003200059,4249696.0,55964.806644823766,19993609.0,194195.32680072438,3371893.0,66646.3131656283,4118785.0,59799.14747213551
3067542400003200060,5862842.0,81037.603469484,25433600.0,261626.01926694904,4727905.0,94836.74028907296,5699717.0,84617.35740985305
3067542400003200068,4315370.0,57641.09663934423,20339825.0,204409.20586558303,3575388.0,71215.26663372607,4169512.0,61012.83571716986
3067542400003200069,4752540.0,64485.46465112305,22579033.0,217767.85658088385,3975359.0,78118.89543244056,4572340.0,66310.89794341917
3067542400003200072,11650358.0,160339.64597310883,55443096.0,541165.6583867249,9955784.0,192378.64887445566,11344110.0,166417.90422488112
3067542400003200073,5268499.0,72935.01436062105,22069929.0,218780.33683762397,3825239.0,69320.58993286535,5114021.0,75648.4245738811
3067542400003200076,7112651.0,99018.01241921363,33427614.0,337752.4681721751,5352627.0,109534.08453260736,7007744.0,103216.80750357869
3067542400003200077,5053337.0,70458.39614535932,23325368.0,229473.94732174766,3853471.0,77051.12701068033,4919993.0,73937.12374240013
3067542400003200089,99743375.0,928797.5402348163,884628835.0,4806207.179449445,844016881.0,7301355.270165622,38256958.0,391141.37547105167
3067542400003200093,140039311.0,1600686.7421963706,1115730461.0,7507254.468167449,927915240.0,9163130.544143092,58477944.0,596356.6765897048
3067542400003200104,8433711.0,77742.36553910893,39400156.0,284758.7844486411,6421236.0,90208.45528619854,8522230.0,80581.78508846532
3067542400003200105,13595171.0,177398.2187886632,59103545.0,521166.15990815207,11986533.0,213886.71988709242,13392217.0,182513.07429602204
3067542400003200107,9078529.0,85711.68171862265,41767301.0,312863.059016534,7226400.0,102495.1400617077,9140531.0,88556.61262279643
3067542400003200113,15720970.0,204996.04610570907,71650644.0,681984.7221174447,13373850.0,251343.78936986343,15769635.0,220172.81380754424
3067542400003200117,6251802.0,81253.76024758758,26139742.0,246955.99214773357,5338557.0,97433.1623757623,6022895.0,84140.03764232463
3067542400003200121,14144492.0,175078.24861655265,59674024.0,558843.9861937559,12412842.0,217214.58676178503,13661695.0,183186.1600917121
3067542400003200122,20163726.0,236305.96457228425,87111427.0,769328.8291152811,17735068.0,301587.26698992006,19433932.0,245751.27924394576
3067542400003200123,25805603.0,242424.15576361193,111339725.0,777385.7105620162,22526912.0,320108.1548596062,25358954.0,251110.99833236128
3067542400003200129,9026398.0,99839.33570734542,39037154.0,316322.651005924,7753410.0,126914.37663942455,8725623.0,102789.87400610799
3067542400003200131,95727103.0,943918.296893751,942924599.0,5314725.076632267,939530813.0,7892844.158191312,39281958.0,412909.1460309311
3067542400003200140,65571514.0,1052666.7186869602,406009186.0,4025815.2601631484,160739697.0,3494652.813016099,29098540.0,383902.05783421936
3067542400003200141,75192344.0,1091686.0475872515,537089346.0,5066542.39384738,175538675.0,3085466.364383114,58520785.0,794419.9645938312
3067542400003200142,113861101.0,1178037.8527272465,1022544045.0,9458564.944406435,478074677.0,7448326.487286741,93213878.0,935402.5643651652
3067542400003200145,3769663.0,46425.74026618248,16487271.0,176791.55900029998,3446490.0,70822.82388345899,3664751.0,46095.776684901306
3067542400003200149,62493694.0,842594.218648675,440163637.0,3928965.119171893,131375863.0,2357952.3017469,52203634.0,691273.7411464246
3067542400003200152,41209453.0,667632.275967879,255784800.0,2597749.7306639715,95489972.0,2151747.738122817,18837923.0,244518.37154824985
3067542400003200155,24320669.0,378621.74033948,158137912.0,2034652.69954592,28504582.0,618989.2163998798,20261645.0,276561.9418509622
3067542400003200160,117030020.0,1472507.9867853043,1175488991.0,8780346.42094595,652776218.0,8127011.950524778,85307851.0,1108209.1271136173
3067542400003200164,41893021.0,418042.2931272554,207334158.0,2147515.2605467103,32987789.0,629060.1576591083,42232160.0,477152.08484713366
3067542400003200165,63232944.0,687092.9591159554,324233854.0,4116538.6913319738,49672445.0,999553.4429603238,63871130.0,838167.8855199956
3067542400003200168,139338644.0,1355271.4679423939,1046004669.0,8767099.076810578,562572322.0,7874900.780521582,113666523.0,1096107.4846962346
3067542400003200177,122932032.0,1658242.0486943973,1120963412.0,8319977.5589386895,920742481.0,10957664.082198234,81057617.0,1040060.6421960961
3067542400003200180,75352382.0,892912.4241528829,501722699.0,3886530.2301840894,288217148.0,4043752.698525564,62779016.0,811523.9547984244
3067542400003200183,14685351.0,174158.54794073402,73162457.0,553132.1593253217,12207191.0,191586.6046177327,14750043.0,186569.25067692978
3067542400004100047,8686986.0,256678.06891001857,39701505.0,1854478.1882602072,6319946.0,348319.9504758393,8735275.0,260716.90440437343
3067542400004100052,7515376.0,227508.15688985263,32981454.0,1604882.7045841932,5440655.0,314574.2034049282,7599991.0,231824.99679941178
3067542400004100054,20541022.0,623506.7220452479,89211808.0,4097823.445711137,14530431.0,799029.3372385455,20638231.0,628421.6132051017
3067542400004100056,13362438.0,378077.17155797017,60115686.0,2582152.5327186394,10099206.0,523894.8814910739,13492459.0,383156.02463893226
3067542400004100059,23472312.0,557990.1717538876,111912636.0,2122255.433740151,20164137.0,503884.37901431776,22940422.0,554905.0734955886
3067542400004100060,21665712.0,319867.275892789,107197412.0,930568.8053241307,18279224.0,306719.50217846094,20749289.0,327731.0716328991
3067542400004100066,26465355.0,369392.3619668965,132366796.0,1011392.1670463991,19634098.0,306881.28497592435,25834243.0,389907.76710577135
3067542400004100067,19178106.0,274914.7407209019,98871050.0,836376.084026154,19891237.0,359670.5648479149,18795559.0,281264.32629561424
3067542400004100079,32644636.0,487720.19941908005,154511571.0,1616507.6362449946,22861373.0,455907.6478539736,30751986.0,471375.6693393879
3067542400004100083,20592827.0,275933.7358372268,87981235.0,642747.0704753342,18099072.0,270279.04882783967,19114310.0,273019.37679834414
3067542400004100085,35358575.0,539002.2635167766,161790760.0,1077843.8657316272,29152421.0,370498.88966630626,33792694.0,464383.2118367293
3067542400004100091,104580539.0,1468238.072220414,539911310.0,4753484.838669666,94303589.0,1579681.6866970824,106632111.0,1545597.9947554865
3067542400004100093,38576546.0,522109.358159235,190296849.0,1626965.384460431,31349305.0,524038.41515192937,37708723.0,529810.1056273144
3067542400004100096,112072260.0,1758702.6055376027,475603055.0,4188474.8320974885,88209482.0,1451604.0405560608,94358426.0,1327328.0783492376
3067542400004100097,43224456.0,576361.3649556972,215054453.0,1812090.4535612557,34822156.0,578393.3254131861,42891046.0,614597.521506774
3067542400004100106,38826521.0,368619.8931727926,183284715.0,1354075.3919428661,31479185.0,438422.787073116,38852996.0,383834.2975029146
3067542400004100108,20741201.0,283557.0884139749,102986528.0,880630.526345469,14530085.0,244214.7675230198,20263715.0,288170.85498601623
3067542400004100112,16239421.0,215989.1350172135,82498768.0,703262.988513677,12172085.0,202945.33799117536,16192953.0,229613.41778713057
3067542400004100131,13408282.0,170153.55994099187,68622221.0,565804.3370102339,12326405.0,188303.93103373513,13599694.0,178006.06932690841
3067542400004100132,21664146.0,285614.6436805785,107342780.0,874732.115189981,17312458.0,285274.277891807,20962231.0,292067.6068286891
3067542400004100148,20552591.0,279540.49858282146,105193708.0,900249.9997044462,19964647.0,329987.59134770825,20303387.0,287884.5995468498
3067542400004100155,2884344.0,38464.07563873678,14415408.0,124463.98749112056,2745848.0,45370.646265833886,2794497.0,40286.33253724371
3067542400004200044,18290757.0,502829.14689918124,80689790.0,3289518.2296533845,12720131.0,636191.2270795917,18426331.0,514839.9349000222
3067542400004200045,4649275.0,156827.32471179482,20513367.0,1228695.3406112036,3350979.0,230748.52725646005,4730472.0,159281.30764102485
3067542400004200046,12229919.0,354667.5132076161,53918964.0,2333254.313596967,8952936.0,470699.1736812228,12383388.0,366296.93934863084
3067542400004200049,7064422.0,206580.6976724134,31166411.0,1456538.5190839323,4911340.0,269497.52228620957,7053306.0,210807.73989580024
3067542400004200073,35857854.0,396341.62288117997,164826174.0,1329927.2118197745,32511643.0,522907.86404410884,35267315.0,406877.222865907
3067542400004200076,18306779.0,278700.39496284025,89310593.0,741276.3568610575,13733595.0,223405.9762550185,18400160.0,293056.8169881991
3067542400004200083,29678048.0,318433.48375682585,140510839.0,1223090.0678294003,23075287.0,367326.01851565484,30225512.0,322577.4841973856
3067542400004200095,4244082.0,57824.71007749853,21088324.0,178260.90530857095,3518162.0,60190.87638977026,4106233.0,57757.55939401212
3067542400004200096,88079043.0,1164406.5484943993,441966612.0,3803430.72517553,72752771.0,1197894.295261233,85549925.0,1222655.1199634308
3067542400004200099,67898553.0,916703.4408648493,345039088.0,2938463.297209697,50590220.0,841802.8110262086,68023038.0,960484.4572211364
3067542400004200100,83941452.0,1000631.113559902,422110837.0,3295292.316636825,72249463.0,1049791.9391204382,85690838.0,1049381.5032757074
3067542400004200104,52448120.0,719668.2101292108,269507771.0,2314468.2482343963,48514016.0,804246.6405802405,52955780.0,753802.6425065785
3067542400004200105,27200106.0,363851.9552158669,134435238.0,1132384.4018846601,22490110.0,369367.83609840216,26673310.0,378675.3213927267
3067542400004200106,34175059.0,450013.24671581853,167402784.0,1405099.8129882603,26814563.0,434836.84937093384,33650107.0,472229.72666769207
3067542400004200109,35926084.0,471447.7540955402,183398953.0,1565416.0598484124,30450066.0,495603.67779292155,35059300.0,494323.63082680287
3067542400004200110,6540255.0,87154.82396770848,33146474.0,280486.8118290512,5831476.0,96090.36917753509,6326515.0,89323.1255282095
3067542400004200111,16307541.0,222315.9056152214,77038581.0,692133.0515473457,14633374.0,248199.99116209778,15058769.0,217256.8315638676
3067542400004200129,24163937.0,286287.0693682804,110295235.0,1153324.8620241743,17104779.0,336877.15012983925,24019529.0,300363.29952259565
3067542400004200130,23555742.0,283245.848182786,109807582.0,1160679.3689283782,18944235.0,406370.32701295725,23866167.0,298168.1309023102
3067542400004200150,25010556.0,330442.6633206723,129672678.0,1084448.7603971506,23214044.0,377620.3048890729,25148201.0,351226.39122521
3067542400004200153,44806327.0,526112.2651450171,227661703.0,1757398.3335798462,41924281.0,598876.5104165016,45065174.0,544712.2738791555
3067542400004200162,40829519.0,420735.22604707745,198397778.0,1481906.3669352497,37271063.0,530209.001326642,40768447.0,439254.9263761817
3067542400004200165,3081915.0,31069.27711527688,15263114.0,110132.05815771963,2911696.0,37505.814939416836,3081167.0,33150.194774277246
3067542400004200168,18314808.0,238597.62281116744,95462415.0,771711.5245180102,14588894.0,237230.05378516112,18308501.0,255548.3599661034
3067542400005100013,16410219.0,219854.936525925,89238534.0,703744.4220828234,16393201.0,267805.5404758695,17031056.0,233710.4595406835
3067542400005100020,11802192.0,180683.66628281897,63728920.0,544069.258384078,11038421.0,176849.8154962641,11940526.0,191294.1539825797
3067542400005100067,12811744.0,200044.12009477685,77657977.0,740677.698870252,16735569.0,275597.18735633796,12962871.0,208362.7597350196
3067542400005100073,108581802.0,1317713.9112328412,514660466.0,5145326.097064706,90840586.0,1705311.238820624,101945143.0,1332922.206619163
3067542400005100074,8421775.0,105996.15689928694,39882683.0,401524.88584611105,8007582.0,150838.3835048347,8149110.0,109314.55782914779
3067542400005100095,4827278.0,63634.48412189846,25638871.0,254967.49254294776,4398199.0,84536.14965890965,5010046.0,66878.63799957489
3067542400005100101,81371106.0,981690.6202599765,377772211.0,3778303.9765102887,67771592.0,1262675.1339298142,74561223.0,965585.086411461
3067542400005100104,28128861.0,425078.1982109685,153706020.0,1315142.8347455675,29325381.0,474223.2514453188,28463656.0,450621.5000163693
3067542400005100106,6722737.0,86092.62973091097,36272836.0,267964.1571660305,7012020.0,97528.05833109003,6954871.0,92555.68084873265
3067542400005100107,21893820.0,274099.3517357755,116780489.0,870466.3468106716,21181827.0,297928.187159823,22263277.0,292277.4181543958
3067542400005100119,45293842.0,551775.2577406459,219002333.0,2262066.2593124863,42123224.0,789835.1393175224,44054467.0,572420.2898881867
3067542400005100120,60088453.0,688403.8011084872,321588527.0,2454132.4750555377,56267998.0,807219.7130222798,61643837.0,727325.9002159123
3067542400005100121,20835590.0,213502.99816612262,101593487.0,777345.1157762678,18485215.0,271573.9472414015,20877587.0,228439.7609554197
3067542400005100124,5040318.0,72107.65332689551,28214620.0,225709.95982834822,4647799.0,71267.9631285262,5113095.0,78708.39024664399
3067542400005100133,4816005.0,71125.45812814578,25923294.0,214813.0890406616,4955562.0,79930.88912754296,4836897.0,76735.11974432475
3067542400005100142,13374489.0,159843.8057784186,65429628.0,646291.4634045351,12592961.0,235464.14559465807,13174133.0,169324.6727969935
3067542400005100148,20196814.0,294734.893746329,107655006.0,892621.3467817098,21154273.0,336971.8974551212,20103243.0,314720.6817374715
3067542400005100151,5758979.0,68944.11940168854,30986633.0,224870.2776380701,6085259.0,84692.59340578139,5953688.0,73295.18739925427
3067542400005100159,11789648.0,126802.99644685794,64794993.0,537813.360435592,12479464.0,191079.09387223172,12218277.0,134734.25653152895
3067542400005100161,44327449.0,506684.4816312127,235552852.0,1681304.7161251393,46360093.0,625746.9588983158,45447705.0,541984.4756698066
3067542400005100166,55984024.0,664635.5477597398,265967485.0,2595565.875063898,50211875.0,921697.1921712328,54156930.0,690505.4010966268
3067542400005100190,40928394.0,477291.27764200745,215950016.0,1881830.9493985497,36324174.0,645290.362450902,40502948.0,503238.9205111164
3067542400005100195,165800209.0,2144398.5815506866,1335773060.0,10697404.47664574,491442057.0,5800312.788037788,142088599.0,2095843.07900313
3067542400005100197,19067674.0,273080.74447366083,95932790.0,799798.912745509,18167845.0,292324.13007818855,18913545.0,294056.1894249477
3067542400005100207,17954001.0,225317.29655111558,91195675.0,651978.9302829833,17698324.0,253953.22147535736,17896206.0,242465.48629605887
3067542400005100211,18486483.0,185842.42132412764,96850516.0,665975.5721931125,18472518.0,238052.04335924616,18772576.0,198408.71603978937
3067542400005100213,4966203.0,58910.046586186494,22123257.0,222583.0505894547,4607829.0,86708.15593430896,4812486.0,63613.16848209332
3067542400005100225,18470996.0,210731.9739489719,94685620.0,651232.6139654054,18215853.0,243704.66219850327,18639676.0,225356.01666148897
3067542400005100227,28777889.0,408777.70909132564,143346172.0,1180594.43228752,28940847.0,457721.696526098,28357931.0,441110.6299139904
3067542400005100229,26214392.0,368560.25218603056,132525488.0,1047140.7795209496,25950486.0,410741.8776581178,26137818.0,400342.41522145417
3067542400005100233,49065153.0,500920.8780254923,259693868.0,1959205.5198152617,46839094.0,663245.395969145,50301996.0,534402.9135566091
3067542400005100236,4513827.0,63608.890428444036,22499147.0,182038.85273590294,4584257.0,73828.92488363988,4409775.0,67577.66225710676
3067542400005100237,21026250.0,247629.2412706391,95467989.0,932104.0817252954,18944169.0,347605.253479546,20417444.0,256611.92879885525
3067542400005100246,3683824.0,50969.849861888724,18537617.0,136161.83604655816,3405290.0,50701.428304625784,3652033.0,53932.60487242894
3067542400005100259,4409624.0,63239.77796177557,22822537.0,189268.4720398547,4153603.0,67640.83381935449,4351340.0,66183.5173958973
3067542400005100260,18922552.0,216742.06782176206,87312887.0,813887.1081182758,16002924.0,290284.0165870647,18492510.0,230499.93829374912
3067542400005100264,38067790.0,537529.1313942595,192650241.0,1546167.0553516815,34393167.0,545065.2652370444,37284744.0,571105.195349822
3067542400005100274,15294104.0,174650.95237989502,75799315.0,666039.6019802622,12507205.0,219753.6714865328,14968183.0,180845.44942488833
3067542400005100282,37990400.0,418368.30081673525,194276568.0,1369884.0828222407,32686830.0,438963.2450983558,38251783.0,445290.91899181233
3067542400005100290,10823344.0,113607.63693535874,50110239.0,435858.80895568273,9000705.0,143856.31293697897,10610919.0,118425.69422753801
3067542400005100292,67165030.0,958241.8823507694,339680390.0,2771325.723524962,53895377.0,851377.7545258101,66750286.0,1025795.3986795355
3067542400005100293,78301706.0,924256.393668597,359188853.0,3523735.0850428212,60210635.0,1102252.4900920198,76342200.0,971205.1407971156
3067542400005100296,31111147.0,351921.1592717099,159965450.0,1390811.7993010813,26908157.0,466789.4436810288,30560799.0,371884.6297740156
3067542400005100299,30231664.0,304048.6521654243,138314132.0,1044611.7200473844,23809038.0,337638.90167143487,29922540.0,323435.16058578074
3067542400005100301,75058006.0,805659.5268795643,383787485.0,2749814.559787071,62718954.0,843584.2746634909,75992986.0,854789.0077467703
