,PolyT_raw,PolyT_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass,DAPI_raw,DAPI_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass
3071341200009100130,84502909.0,651657.8311901724,44575128.0,594115.3454136566,15607397.0,224009.58149768514,38529453.0,461283.1408927931
3071341200009100135,164766656.0,1268711.1311254092,85996045.0,1159406.703670268,30255336.0,429473.05891730764,75465616.0,927730.5940558435
3071341200009100136,240020260.0,1953241.912078342,123023716.0,1661636.736916453,44584813.0,634086.4753203948,106373766.0,1290314.0217580723
3071341200009100139,18268649.0,140360.17390617018,9176923.0,119424.10262538222,3269379.0,47017.11296915663,7995352.0,96895.12252431453
3071341200009100141,169735536.0,1384993.6027452261,83067701.0,1007334.5652691267,34263477.0,487774.6114423064,72249978.0,801968.2653356219
3071341200009100144,14126035.0,134462.75742134417,8022286.0,97815.22646358237,2668700.0,38050.96139999902,6622357.0,72879.57429508017
3071341200009100148,100908363.0,751393.7279858359,53658393.0,709643.6318107715,18656669.0,260718.21125048914,47113522.0,572878.3367870322
3071341200009100152,108792828.0,698954.3854202004,59756235.0,588497.1977733434,18967638.0,217179.12548515937,50198082.0,464510.68148845393
3071341200009100153,73258119.0,604018.8777783217,38446538.0,524573.0861563893,12736677.0,181798.4985646099,33400519.0,411754.0113602868
3071341200009100158,197290615.0,1602916.3674763688,107391332.0,1474795.884743633,32638940.0,466893.09720297315,93816787.0,1171316.3444980485
3071341200009100164,16815532.0,184041.7673072892,8620726.0,118133.64327226102,2951300.0,44001.29510122163,7487322.0,99558.0180507035
3071341200009100168,103781077.0,840310.8879504021,57526778.0,764290.3872570236,19299335.0,281108.9672904979,48926786.0,606087.331207265
3071341200009100169,84813381.0,631467.5874571014,44344837.0,569263.3939947393,17302458.0,253208.90673641846,38065401.0,444507.96225949173
3071341200009100172,116478810.0,870070.2871743444,60281142.0,760540.0790844341,22144570.0,312188.7843695292,52448106.0,603739.1750860984
3071341200009100175,31326342.0,252506.5493261735,15474664.0,182427.75586199283,6083680.0,85640.08127507148,13509147.0,146185.4064891759
3071341200009100179,11549182.0,90023.68107973028,5865897.0,77383.83459318089,2404225.0,34025.81721382592,5041065.0,60539.451905329406
3071341200009100186,121847458.0,956730.5927411458,66648061.0,813301.1555560306,25334606.0,364543.3145120823,56430875.0,644993.9950106017
3071341200009100192,73257493.0,667607.9565982558,35850206.0,426998.2713788023,15034633.0,214629.32199582603,31193343.0,337709.89207890374
3071341200009100193,36977215.0,275980.320399529,19466098.0,233052.70164100017,7173947.0,101744.71310637378,16932327.0,179956.15032557314
3071341200009100196,26856590.0,212392.1668467542,13586174.0,161175.5575437857,5384392.0,78060.68534805362,11851781.0,128791.40373871085
3071341200009100203,42970515.0,358302.39892038715,23292719.0,302212.9385288927,9623091.0,138012.40489669295,19718075.0,236812.78120908042
3071341200009100208,70419618.0,534010.0605727565,37678511.0,453987.39924807445,15416623.0,216821.98765286722,32389635.0,356090.8467162622
3071341200009100211,73336792.0,557457.8637659547,39358000.0,512214.73401341075,14513731.0,206235.29188911576,33982175.0,405990.73360843136
3071341200009100216,63811835.0,502287.5244733519,33442642.0,440946.0663867431,10233202.0,145008.93439565116,28970608.0,342712.9695034567
3071341200009100218,160141004.0,1295368.7942970078,76646134.0,953070.3017912654,30637503.0,426793.3061390038,64942260.0,750411.1176242729
3071341200009100239,62454758.0,497802.79936228495,33958238.0,451613.94545275735,11668097.0,167640.55546310332,29199228.0,350400.69898319
3071341200009100242,26198426.0,204234.3404931944,14570829.0,194919.22508213908,5373350.0,78100.73327138863,12211381.0,154787.83735603828
3071341200009100247,61366033.0,470370.8734901258,33113961.0,412789.52220117423,13959498.0,195422.54525186395,28070846.0,325860.14807006594
3071341200009100249,54673118.0,457277.2517264239,28248438.0,355967.1168941184,11438627.0,166346.07572815527,23969164.0,277226.54149084695
3071341200009100251,39079685.0,306853.16461559106,21932638.0,294169.25337186205,7567697.0,107676.01489381724,18748161.0,232446.11437300858
3071341200009100256,81774455.0,622810.3478681504,44417789.0,605253.3064330341,16274131.0,236146.1349648374,38129921.0,475370.0431592519
3071341200009100260,62005697.0,410722.13347955653,34758958.0,410131.5049655995,11452107.0,149574.70972458585,30234430.0,330350.59807504225
3071341200009100263,38523230.0,259649.70461965445,22678986.0,261089.28177998107,8166756.0,105451.76627593975,19339794.0,202745.59038957857
3071341200009100265,90264077.0,572513.5513358491,52683331.0,577396.1496406724,19286815.0,240261.698424495,44446037.0,442156.4060151492
3071341200009100267,126742954.0,750484.9188088248,66137073.0,635370.6909892586,28744009.0,316922.4987893742,55943396.0,502228.73487043387
3071341200009100269,66664329.0,757371.3095699367,26885632.0,214971.29553754363,12632636.0,153372.96084643816,22893661.0,177535.52685898938
3071341200009100271,84489437.0,737003.8529739155,41414311.0,319651.7558164304,16630336.0,198428.66800871203,35043608.0,260798.4715073866
3071341200009100275,116868067.0,762146.2879383165,64809180.0,509242.37303240394,22605813.0,258639.77232838853,54463534.0,412596.82906619145
3071341200009100276,176840971.0,1195536.5790575782,93298703.0,744496.1786351842,40697198.0,480891.33546440926,79357059.0,597305.993364881
3071341200009100282,144227605.0,1129964.090512337,77389351.0,708178.6080756983,34779912.0,494326.9357815912,66570901.0,570940.4894689908
3071341200009100286,78549745.0,787778.2171387556,48628894.0,705791.861542142,15270338.0,291006.9350513243,40490073.0,559861.0084185005
3071341200009100287,87780436.0,908789.0196096399,51557794.0,740663.1900899287,17904551.0,330891.0081740604,44259295.0,582090.171081122
3071341200009100290,44994709.0,498042.33078285295,27506204.0,394108.7386312685,10487230.0,254957.78978195728,23804654.0,313827.3562308445
3071341200009100292,52945322.0,571724.7363838614,31421019.0,451009.6147335604,9982338.0,188665.16096192144,26195646.0,359586.8996837033
3071341200009100299,181361115.0,1768372.8728461403,93679199.0,1284173.4750401368,33122483.0,580323.4172106616,80711952.0,1011492.1011134733
3071341200009100304,55650155.0,548949.0071258872,34013870.0,476060.8915511735,11830020.0,217673.70585761964,28868092.0,376882.82638208184
3071341200009100305,93150733.0,942950.2576094157,57423205.0,811182.4221157813,18583342.0,344086.71022210876,47678893.0,636836.7058563208
3071341200009100310,42900163.0,438087.6825015862,24984182.0,352066.10721016105,9019029.0,164493.53770294553,21243378.0,269789.4210390481
3071341200009100312,40964822.0,407151.68105633545,23956261.0,330226.8515817595,8003100.0,145458.6478438465,20396844.0,250931.977898759
3071341200009100315,47501005.0,496774.63531415013,27656542.0,383741.7736720647,9594440.0,174412.62600850017,23316294.0,301285.67044631956
3071341200009100318,109750778.0,1143320.8039899846,65771418.0,917909.1115659551,22353532.0,413559.79957500426,54793408.0,723579.1803670977
3071341200009100320,35306473.0,279982.2543560203,19250210.0,172498.8146675419,7558596.0,110628.91642011987,16185778.0,137829.0290925242
3071341200009100325,56048336.0,594125.9805763728,31448278.0,431440.2556971172,10885423.0,193970.89530564687,27017484.0,330894.2424695892
3071341200009100326,9775797.0,102869.89239077485,5640675.0,78484.81000110044,1837086.0,31652.844273458846,4863146.0,60567.69633618022
3071341200009100331,112260246.0,1142459.670628794,68202298.0,949087.3523249285,22780755.0,420830.08661834954,57185956.0,742449.0059748704
3071341200009100335,22085956.0,217895.55801516405,13235379.0,180246.98523254594,4327571.0,78098.75922237898,11222355.0,144190.7735627333
3071341200009100337,11349288.0,132097.0195889206,6582076.0,91540.11366829142,2251065.0,43793.31077234936,5593442.0,71097.28677455848
3071341200009100340,68396223.0,654965.8211737578,36241656.0,481134.8388685475,14287493.0,247651.3478437189,31124064.0,376337.05896514375
3071341200009200134,11971381.0,102397.74051260333,6721010.0,87969.55255817683,2125115.0,31054.09556313989,5877739.0,74318.20585800821
3071341200009200138,88552092.0,677036.1934064568,48474450.0,654245.419807833,16247140.0,251789.5700333589,40785329.0,530184.7744647204
3071341200009200150,13052491.0,102839.7729959795,7509467.0,110061.92852033657,2351701.0,36252.64550036215,6585209.0,89855.65964272745
3071341200009200165,100835365.0,873112.777314543,53594664.0,678064.7650972855,18584429.0,278329.62853393256,44593607.0,541347.0264355874
3071341200009200168,171881545.0,1124018.647239178,95714590.0,968353.5806551855,31590748.0,373115.8698052615,80201320.0,762797.2597467643
3071341200009200176,21237499.0,163507.20409166894,11370602.0,135590.19985674808,4283359.0,61565.17213217322,9828916.0,114642.89604240799
3071341200009200180,210283676.0,1664740.3817475499,109205826.0,1246074.203777682,38083276.0,516452.3938521625,90488027.0,974190.9360810844
3071341200009200182,131810440.0,1071843.7191102593,74873524.0,1011585.732181251,25541468.0,374039.03320455935,62454746.0,784175.4892556089
3071341200009200183,67764463.0,498418.7955178898,34548763.0,418140.83509934525,12952935.0,186748.33496733516,29969826.0,328817.01282726834
3071341200009200189,71258416.0,575649.4942816923,36945961.0,513545.9582446812,12705488.0,183297.9492043677,31977331.0,389367.10051652545
3071341200009200190,36557297.0,277983.87830099935,19344524.0,238077.2899952209,7744128.0,110142.35476350215,16605649.0,184573.11997504946
3071341200009200193,108453139.0,801552.3439580468,55642995.0,669667.8850275744,21361961.0,297055.43063802103,48254050.0,526264.5262300072
3071341200009200201,93310663.0,691481.6915186895,49913185.0,649872.8450059833,18191548.0,265808.30581022694,43384959.0,508522.2214510025
3071341200009200205,18668417.0,149960.22791847505,10055144.0,125920.78373029694,3501983.0,50955.29058780629,8646470.0,98441.2739451318
3071341200009200209,51737877.0,414048.4272239439,29308451.0,311858.4649700766,9818433.0,129563.39739547255,24771047.0,247062.82340159
3071341200009200221,84525072.0,688502.1505346706,46626165.0,631525.8489647446,12568785.0,183620.0910345051,40664497.0,495837.24277900055
3071341200009200230,32831652.0,236111.75768546594,16726218.0,196037.28169608302,6287383.0,88542.9238984524,14587001.0,156120.31787624047
3071341200009200231,86115024.0,674917.686206502,45690340.0,588639.7938167913,18621679.0,268809.68860060285,39139389.0,468101.82514911913
3071341200009200240,85073465.0,665205.6291234937,42951508.0,548244.6196368544,17280565.0,245887.72476706453,36898602.0,434392.08127610065
3071341200009200260,69426590.0,588230.8672137592,39033578.0,521015.0782407847,15140293.0,228351.84871650027,32808202.0,412081.1797096593
3071341200009200266,99168259.0,769047.9315413802,52510907.0,638500.5774678951,22483476.0,323702.4175373693,44935912.0,500574.2831561514
3071341200009200271,45089678.0,335121.0473780391,24728107.0,261371.74178525875,8563982.0,117568.95424988745,20775426.0,208315.83155161433
3071341200009200276,83904212.0,694294.2203921229,42924655.0,575616.6671351363,13276161.0,191888.46586178863,37140025.0,444373.7909684415
3071341200009200277,111096909.0,892966.8685357306,63790659.0,857603.7635348962,24242552.0,351015.8061097371,53292925.0,673843.8462079149
3071341200009200278,105001026.0,864919.4102363097,54935098.0,724459.6408822655,21797140.0,308674.3008537227,46459515.0,561450.8086025047
3071341200009200280,124680827.0,1083488.050191802,58794223.0,724592.6868113228,24634076.0,350918.19439608196,49579076.0,569025.9275792981
3071341200009200281,13882291.0,250348.34560156177,6394587.0,85957.32674758405,2193806.0,39440.59142247372,5543229.0,67476.57068198742
3071341200009200283,86512710.0,737808.282242367,44066998.0,591861.7866174444,14757247.0,211625.67049060937,38332378.0,467203.6209850964
3071341200009200286,38478530.0,344821.7209392157,22177280.0,298771.33815426193,8162671.0,123809.7855287683,18414418.0,234940.06408901679
3071341200009200288,176916722.0,1344386.7520178221,96756273.0,1298989.2444933632,32627064.0,466720.01080443757,82897938.0,1002743.5033395956
3071341200009200293,39138790.0,273608.7268235269,22227737.0,233410.32227813196,7603996.0,98502.81391599217,18731391.0,186854.82965120047
3071341200009200298,74793664.0,556853.0446359713,41374319.0,512501.5463991165,16785595.0,236979.86279833113,35241699.0,401056.02236373647
3071341200009200303,59181890.0,455999.9373550807,33451578.0,423406.0579305374,12484120.0,179548.806236841,27822950.0,332725.07958971977
3071341200009200311,74707581.0,589092.053430463,42422460.0,529583.703464475,15933254.0,227085.08847395063,36416052.0,420910.90703157155
3071341200009200314,29155222.0,249929.78772308416,15665890.0,219600.30789808012,5087139.0,74093.7027557161,13739530.0,180772.4564397063
3071341200009200316,102424335.0,701819.4834139481,60312454.0,743258.1428773581,21080235.0,282736.2153631875,51350992.0,586506.229186218
3071341200009200318,35668805.0,266710.24843287125,19561616.0,257540.9320488266,6716133.0,93446.92524633442,16752151.0,201190.37809523454
3071341200009200319,30650752.0,244947.7622665095,17650391.0,219898.91604138914,6488173.0,93168.82781043729,15259325.0,173194.29526607337
3071341200009200328,62914334.0,443254.6681490498,37956998.0,391555.5429898491,12571608.0,156635.8660831143,32363530.0,312938.8393370137
3071341200009200338,17454699.0,140830.9017215179,10588387.0,131027.9257602907,3579119.0,56189.13823431655,9117074.0,105993.70007670792
3071341200009200339,61149496.0,503744.54395051557,37095364.0,445526.9232457387,12159543.0,186490.62841998512,31937167.0,364236.91432961967
3071341200009200346,39858141.0,349619.98710576043,20244392.0,178157.54951608513,8246624.0,116066.67672164614,17206443.0,144611.06582235714
3071341200009200347,129090882.0,1516305.4055103692,65361438.0,704417.4091944097,22355126.0,337348.00037108385,55176155.0,562713.7544176843
3071341200009200350,110451990.0,1156910.4468603805,64558158.0,921640.7296775376,21914905.0,406823.55538928695,55860700.0,732324.9977152556
3071341200009200359,107990175.0,939202.8208213053,59092456.0,551760.9883505946,20617530.0,318846.91382629424,49360759.0,442826.21790333017
3071341200009200363,51527284.0,510737.6867333102,30398072.0,433801.1229242228,10446955.0,196477.45449877827,26139042.0,336461.58869641024
3071341200009200364,102846459.0,1060196.4585593147,58237974.0,820771.6105716942,20281447.0,367637.7176274683,50892883.0,658873.200071824
3071341200009200367,47809682.0,389261.3200671759,26520309.0,241683.30255511779,9423495.0,143333.80767005656,22310897.0,194133.7008707066
3071341200009200372,41396246.0,429600.6755374534,23905103.0,343205.88734665606,8419666.0,153057.37608887872,20287936.0,263884.30965962645
3071341200009200374,80642391.0,817401.4204334056,46371164.0,645108.903085089,16502104.0,294850.0988443246,40333729.0,510465.4636200345
3071341200009200377,27515099.0,270784.57368096383,16077291.0,225519.47020847537,5487332.0,99501.85956295932,13852400.0,175303.87516458638
3071341200009200378,11559135.0,116268.84973966105,6892196.0,96386.51488104877,2296946.0,42954.025084652894,5827328.0,72972.6410259972
3071341200009200383,82363276.0,643038.2465075823,43322046.0,389731.25404995587,16989869.0,245650.0843212394,37112074.0,303895.67535585107
3071341200009200390,29265013.0,293478.71447802905,18015166.0,248916.397078414,5948887.0,107303.64763384806,15072514.0,195692.16451043184
3071341200009200391,169608907.0,1291421.7575202305,86151542.0,769312.8358104855,41018789.0,577745.8049286245,74420249.0,600498.1453394848
3071341200009200409,63607919.0,499594.630481711,31421723.0,269448.61250249785,13834644.0,195630.63859965283,27140262.0,217147.50629496368
3071341200009200410,11803686.0,82159.88350501952,7018253.0,65846.1535785822,2195701.0,26304.02522032199,5899045.0,52323.35315023578
3071341200009200417,42409843.0,434499.17726612417,23279838.0,312426.8990602925,8482626.0,149395.34171132185,20175421.0,242904.49706858577
3071341200009200422,106364818.0,1060386.103057241,54527742.0,718523.2399417938,21500937.0,382206.7176885203,46943886.0,570834.1201927175
3071341200010100001,211119140.0,1850879.1765598864,74686808.0,704170.8687466928,72793482.0,1303740.998967863,69065189.0,610227.9945793272
3071341200010100003,1054178724.0,5717701.672380051,133290592.0,1321046.2402415376,769340574.0,5443553.918528097,229045240.0,2323357.256656602
