,Anti-Mouse_raw,Anti-Mouse_high_pass,DAPI_raw,DAPI_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass,PolyT_raw,PolyT_high_pass
3068241300004100062,14591136.0,205268.85412283588,9733075.0,192689.16782788097,14203366.0,210234.78457352365,58095557.0,589319.3939592998
3068241300004100070,38568426.0,542106.4205028021,23619041.0,458125.8022333053,37098931.0,552817.2485537485,149613698.0,1523714.5497066204
3068241300004100079,23752908.0,339490.9828918473,15709694.0,306667.7305607918,23010839.0,347521.88918124675,95610915.0,993380.2434365493
3068241300004100083,3592116.0,118019.670514185,2292421.0,44500.16781535956,3483379.0,114264.74138439639,14320466.0,151601.30594053742
3068241300004100086,54941749.0,797582.2759952305,34061552.0,663445.5464077668,53995779.0,817549.620350142,220412356.0,2295258.9979321877
3068241300004100088,84867377.0,1236313.2069330697,54595884.0,1071939.7119125375,83429656.0,1274031.356098129,341410389.0,3524668.198366065
3068241300004100090,206398983.0,3555226.7658802406,136568533.0,2341604.9596992666,202234895.0,3581456.1880209073,815955691.0,7182858.580033028
3068241300004100096,16051723.0,741346.1435378847,10738042.0,533106.610355878,15041146.0,704667.536907006,63268968.0,2617207.999460123
3068241300004100098,31629333.0,1407794.8421236398,21303350.0,1040583.0604796994,29706603.0,1355924.5746639671,126124477.0,5081915.643509729
3068241300004100099,14080034.0,666373.5473527203,8961395.0,454439.33541731315,13332987.0,635486.5853774681,56516913.0,2390073.5039332868
3068241300004100101,18627007.0,934042.9419931595,12557538.0,680674.6400132126,18123603.0,925481.7262854279,74864602.0,3455384.30033942
3068241300004100103,22881798.0,1089670.285973006,14602170.0,749120.3961953378,22379026.0,1081788.4196950442,91532501.0,3935022.956951717
3068241300004100104,17732460.0,832295.2354978949,11383155.0,582257.5436074082,17410113.0,830425.1512006219,70601827.0,2980866.5090169394
3068241300004100106,8834925.0,444571.42945732764,5989037.0,325179.1946636241,8729684.0,446135.86561958876,35306326.0,1612092.381813661
3068241300004100113,13221815.0,571360.4884099512,9016495.0,424631.1738320354,13103629.0,576678.5743586305,52886438.0,2056129.1500462096
3068241300004100118,5083166.0,268810.88047887053,3456797.0,192745.3310954516,4966070.0,260798.490280272,20373065.0,974743.3976501536
3068241300004100119,9507109.0,475413.31314933655,6280846.0,340801.7905141297,9372218.0,476861.2277949316,38111577.0,1733587.4304716105
3068241300004100120,15082282.0,639158.2123092494,9811346.0,449216.7395989504,14863914.0,640197.3185777843,62223925.0,2369546.3958194517
3068241300004200017,110447576.0,1690036.3124620514,69711316.0,1425257.7932537433,109743683.0,1744140.110904509,453588671.0,4905251.300909205
3068241300004200035,84362388.0,1226292.181713594,62776204.0,1238950.51239268,83239738.0,1262873.8254540926,352143420.0,3703242.059952664
3068241300004200055,29660775.0,418088.34137095744,20507497.0,397262.1721073151,28866924.0,427514.4865062375,118544589.0,1205041.7750363618
3068241300004200065,3499597.0,48733.101000596966,2127715.0,41059.825419194145,3388215.0,48910.03886530176,13619354.0,140518.05043333134
3068241300004200072,38157864.0,542488.4896838578,23735332.0,460397.5076834153,37118421.0,552859.0964254944,148738019.0,1526844.5535330954
3068241300004200074,4978381.0,70686.59643355075,3144393.0,62002.77182962753,4830480.0,72461.37176858884,19571952.0,201337.26184688866
3068241300004200075,19970492.0,286702.82296545827,13466437.0,263859.808179654,19456677.0,289089.7737652871,81049564.0,846416.6640716522
3068241300004200079,84667575.0,1220429.4142157906,54061088.0,1069676.914698897,82920911.0,1247403.6893608267,342011297.0,3546154.4078702927
3068241300004200080,5317912.0,158137.8866641138,3326708.0,65134.88210485294,5157986.0,156798.83765058895,21082239.0,213914.4372348959
3068241300004200084,9697478.0,139079.08904818157,6145545.0,116794.08839550111,9623640.0,144115.85705123108,39146470.0,399722.3223436116
3068241300004200090,133612243.0,2847993.947298566,102053171.0,2691559.818489094,126227683.0,2819778.9119884316,532453234.0,9525572.974884411
3068241300004200091,13337653.0,746158.9050651428,9072617.0,524004.59800017637,12321752.0,689497.2931805553,51287085.0,2580870.501940015
3068241300004200094,14770429.0,533072.2535137702,10181764.0,418273.09244614333,13868075.0,514090.77471857483,58726024.0,1880534.2562855687
3068241300004200101,8879570.0,390608.7936544725,5613861.0,274908.74062380433,8488451.0,383996.5881837362,35755843.0,1433449.5655359004
3068241300004200102,17329120.0,807228.0488572686,11403950.0,576951.2733809522,16636561.0,783306.0875301443,69240828.0,2923086.47523107
3068241300004200103,10532774.0,473960.7880797044,7247050.0,359315.158422,10293800.0,467155.8801209577,42129199.0,1731868.586055975
3068241300004200104,24972676.0,1011227.2839441171,16354483.0,733317.8831579941,24362559.0,1000400.5903932154,99762857.0,3603029.573463428
3068241300004200107,5841505.0,293704.9972807865,3683006.0,201590.69824499768,5717245.0,292418.4049612917,23267860.0,1085873.9783844077
3068241300004200111,9964267.0,504304.3477067579,6685007.0,367725.33586131665,9880756.0,507231.6190108545,40044936.0,1847004.3127529111
3068241300004200114,24120555.0,959381.9117175104,16208674.0,710558.4427090184,24042674.0,970614.8563653654,97816655.0,3436581.7590323575
3068241300004200115,24473894.0,1060022.761382253,16197416.0,765128.984961173,24206110.0,1064854.2454317962,98145788.0,3804600.3545124847
3068241300004200117,30162382.0,1447048.3535509985,20762740.0,1078656.549384038,29937395.0,1452039.5055936337,120926240.0,5239716.003549436
3068241300004200118,7582452.0,417792.12683738634,5238704.0,307803.4768181293,7475352.0,416877.6332762848,30403332.0,1547158.7436978358
3068241300004200121,14793944.0,714552.8592200726,9417344.0,487343.4194684066,14696773.0,718330.6526757294,60558017.0,2626268.7301660953
3068241300004200129,21422091.0,2378088.3121976242,23457316.0,922423.7874450767,20594052.0,2294172.098212766,127391558.0,3852969.6850599735
3068241300005100016,41233872.0,566233.4317215219,26319131.0,520107.1047913127,41015203.0,584913.9504565343,170746842.0,1826382.422977736
3068241300005100019,26324183.0,356367.9733094901,18783820.0,388377.45817181334,25807159.0,359958.7304078208,108436775.0,1141420.9045725986
3068241300005100023,97374940.0,1308672.1599185828,68270604.0,1341370.542695633,95930140.0,1346426.538312402,405541506.0,4318615.032590257
3068241300005100030,6962771.0,91971.61025548013,5435741.0,106919.10445170854,6837870.0,95343.63023344937,29199183.0,303732.8639918546
3068241300005100049,51867390.0,687762.961830375,37401289.0,721336.8099684666,50262204.0,694141.5888923508,212444661.0,2219174.386739569
3068241300005100052,10417803.0,140432.30102738913,7994516.0,153258.2043201719,9979917.0,135308.6645065768,42461125.0,432548.9413722877
3068241300005100053,25075317.0,327409.3001287335,18402652.0,350387.96129717265,24596496.0,340264.9029725231,103457627.0,1090974.3280156553
3068241300005100054,133936126.0,1755595.778182389,99746162.0,1913665.5598511673,131313851.0,1801755.2671361074,549272910.0,5658777.472048748
3068241300005200008,17333325.0,262233.6389233778,10755079.0,242589.31481234593,17183628.0,263980.5025513922,70689739.0,823189.6560509899
3068241300005200011,133542204.0,1878318.5307252433,84717161.0,1698458.7632374866,133450246.0,1936985.0540456967,548768038.0,5843688.109509045
3068241300005200015,100298337.0,1384409.3871919054,64981747.0,1283654.9062372784,100540902.0,1452087.204867681,415762393.0,4428596.551387612
3068241300005200023,5533455.0,73485.74605539438,3701729.0,73178.99322743576,5444335.0,74705.56978770992,22922168.0,242641.18175455942
3068241300005200031,85747172.0,1128318.8860741274,65567216.0,1278085.3930853757,84232008.0,1161481.8619397795,361965149.0,3792421.4536119136
3068241300009100002,25259567.0,1290929.5899119,18634389.0,936221.24723506,23634033.0,1205573.067057712,105704893.0,4500554.384904967
3068241300009100011,7102977.0,109118.37268365374,6063348.0,112669.60890003991,6889085.0,113536.31167099527,29824062.0,291798.582596706
3068241300009100013,11294703.0,168215.9688592283,9398889.0,169819.61070221086,10974692.0,175542.71596958235,47900057.0,468280.8208718932
3068241300009200028,3403760.0,48327.63895558437,3173152.0,58378.18493164027,3267848.0,49695.29553255166,13899589.0,140272.43237086383
3068241300009200039,106003840.0,1510824.6397168543,70596747.0,1218235.854485239,127069096.0,2753179.8409955576,421299485.0,3995522.311361381
3068241300010100002,36490847.0,519896.02332310483,256597559.0,2138410.0333403517,20740940.0,300694.4155463999,227196232.0,1616408.6614623386
3068241300010100003,315876691.0,2984675.9399469635,3657520531.0,20154986.22609001,87617185.0,1213743.5682662814,2733140868.0,13406666.593039623
3068241300010100006,140388644.0,1440018.2744069437,1302512737.0,7815206.534471087,50681771.0,701632.0913808328,1130244097.0,6123249.1842709705
3068241300010100009,74783599.0,585311.7046954349,711693223.0,2927602.65584239,15335198.0,212753.3729679256,530707567.0,1764708.7885729398
3068241300010100010,75209776.0,639858.6788856394,767631945.0,4115084.240401755,16160074.0,223371.6306762956,575105571.0,2094715.5890684852
3068241300010100018,38013777.0,601173.774273703,300344539.0,3825147.149369989,16084151.0,229118.86971504136,281182825.0,2890898.942084842
3068241300010100022,28322150.0,214791.85492229176,155931725.0,11314301.427603504,6705345.0,90419.94611594421,282909658.0,1171165.2042604736
3068241300010100023,106786487.0,1001665.6923527503,1214444600.0,7910792.662680586,37184785.0,515390.8825475396,1016700666.0,4855317.140832981
3068241300010100026,58641066.0,433705.2211052709,436477712.0,20345527.13516705,13891579.0,192979.6314930751,582730053.0,2228527.0881970646
3068241300010100030,151703171.0,1201093.0365530283,674541174.0,71787385.30979468,34374365.0,474013.85476818884,1529068310.0,4868928.944767016
3068241300010100031,170285417.0,1256447.3529613009,1009791431.0,59268431.837535605,35697146.0,496115.5254469474,1525959400.0,4993107.3325439915
3068241300010100032,119456813.0,1351291.9933856868,1087102555.0,7832161.723175718,47574767.0,686417.2633963077,1039866186.0,6578461.803569032
3068241300010100035,137587876.0,1049741.9327044338,670243065.0,64464910.29803939,28339062.0,401196.8676449861,1187864074.0,4581039.30662172
3068241300010100037,190810686.0,2124618.5151638216,1623473557.0,10458147.077068344,74564121.0,1069009.022984301,1582849905.0,7611709.4287370555
3068241300010100039,111693355.0,788158.9782207971,693374291.0,56554822.06641055,23932744.0,338519.66639744496,966409647.0,3091762.6842240156
3068241300010100040,255270317.0,2582545.190352339,2243942543.0,12763612.067090092,99488444.0,1274268.196864678,2153788601.0,10966845.831968142
3068241300010100041,100840146.0,697360.8162158475,1220630170.0,33951874.91946352,24060535.0,340016.4370083045,915878554.0,2887348.2054704395
3068241300010100043,96933480.0,1188829.838478238,670398219.0,4460228.438163826,44654617.0,639010.469761026,745664914.0,4336657.137767321
3068241300010100044,131888899.0,1439722.5814500959,1247931027.0,8052161.930797841,56900604.0,816395.8475667329,1127366512.0,5783716.025012563
3068241300010100045,15994375.0,227631.14767811185,101615508.0,1027132.962772527,7222471.0,105006.04498715531,112936117.0,986706.8223091658
3068241300010100046,155340090.0,1155645.5997415637,951704565.0,95115656.74529171,34247918.0,462005.097383332,1403543626.0,4280440.736746619
3068241300010100052,55192858.0,466731.23917489295,484758679.0,2468242.079980447,25858305.0,275145.5712014119,436788911.0,1658932.4182394305
3068241300010100055,138588631.0,898451.797831504,883244912.0,35788307.66415545,32702556.0,337581.45160594233,1197086739.0,4718066.548807451
3068241300010100060,310990602.0,1900258.8487879382,2865738298.0,74993513.27853426,74023479.0,721770.5648240561,2550253906.0,7155305.587522871
3068241300010100061,126469002.0,985320.9378625993,1378996063.0,8216824.706947995,43317741.0,440233.92024419626,1179358505.0,6018604.775929718
3068241300010100066,115612093.0,968618.4356600561,1153213593.0,7256522.056078211,39908550.0,390894.5939234168,1080670432.0,5400546.01636315
3068241300010100068,101603091.0,898304.8907706572,918964283.0,5806034.200133006,45338053.0,465519.3535566896,846569844.0,4385843.335652475
3068241300010100071,57515709.0,546131.8289142208,422630618.0,2340770.9469924257,24596761.0,239773.05236852815,453276421.0,2587388.845600061
3068241300010100073,161961117.0,1098104.2325922174,1875534441.0,6560532.819444459,42690071.0,430931.4499073634,1591289132.0,4697649.527656892
3068241300010100076,133490535.0,1075241.2412132039,1519052416.0,10300555.486163592,38469382.0,402998.1396139433,1293303818.0,6875858.72279265
3068241300010100079,21108946.0,289244.4948353552,135156159.0,1510172.6763808397,10821915.0,124929.87278341671,152064830.0,1616824.6377843583
3068241300010100080,151811418.0,1176964.1520430555,1798304573.0,10678014.71345042,40492600.0,477797.1082368919,1536452129.0,5599764.070649739
3068241300010100081,152761795.0,1656270.953097836,1585901724.0,11550586.548742587,51212522.0,644627.8334441462,1479608017.0,8626614.314884976
3068241300010100082,58829657.0,485375.36196502147,698809879.0,17149823.059056323,16602886.0,189987.6820906651,633769512.0,3258619.0623996323
3068241300010100084,98206603.0,1161609.9895128089,1225950681.0,10444512.70638825,37781675.0,473039.98312558944,822146084.0,5552448.521845403
3068241300010100091,99422503.0,846284.6846701085,1307897931.0,25141995.073492587,28479812.0,350801.7948700288,1117512100.0,5306922.744588532
3068241300010100092,52210916.0,384239.72778861335,278249493.0,37339118.277138986,13936487.0,173587.645946917,662307217.0,2422784.9543902483
3068241300010100093,10145133.0,151890.24643652712,14494605.0,181108.5015723593,7832958.0,83866.90376879729,48319591.0,605594.4081547472
3068241300010100096,189528999.0,1473948.1046157838,2209880297.0,12945949.254971046,52690040.0,648492.6631668324,1938244082.0,8476106.010102179
3068241300010100097,114448338.0,956509.5862288601,1443256480.0,18016801.99581989,31408284.0,372060.4213975937,1241175245.0,4264944.533767289
3068241300010100098,41642497.0,360718.886296307,496535994.0,23464830.087297335,10363359.0,120802.72466563454,460337408.0,2538914.506772866
3068241300010100100,199161057.0,1988082.9241971099,2444027595.0,19239138.424747728,70277053.0,870483.2173516208,2051615646.0,12777572.283425884
3068241300010100101,70173127.0,585676.7307856996,891881748.0,27631448.02709236,20920701.0,261865.73245490037,801704632.0,4825361.727839969
3068241300010100106,139266161.0,1154381.0394296506,1726435436.0,10081230.159769323,40283547.0,486162.4228577976,1460631788.0,6504019.661692809
3068241300010100107,42647444.0,595649.9482584272,280812640.0,2509777.5217086854,15122147.0,182584.26088570408,332468388.0,2908854.3352430826
3068241300010100111,152851854.0,1095119.178248011,2105563020.0,68172822.63532083,45350367.0,540518.5577131561,1895029465.0,6253084.821800052
3068241300010100112,129215454.0,1074143.0818370671,1783144497.0,15394224.911732337,40673482.0,500280.22991743905,1444832001.0,8606478.591511909
3068241300010100114,59821953.0,587204.122345536,587504356.0,6899339.829311714,18076015.0,217531.27537487898,550727640.0,3956451.2091356115
3068241300010100115,164363868.0,1685271.9148423134,1566184722.0,12972804.625277577,57131950.0,711801.1979737952,1475314597.0,8440517.041922946
3068241300010100116,129565423.0,946899.3661147329,1779479475.0,7932036.097662568,38360386.0,457557.46612810594,1541122345.0,5667079.685726612
3068241300010100117,122648636.0,1126659.5725448853,1538696533.0,10446820.009441927,36222907.0,428980.81980774656,1302974276.0,6980601.846626815
3068241300010100118,125063154.0,1651436.6444654085,750358546.0,6869522.794026824,45335487.0,561073.303016592,968344827.0,8468417.64757174
3068241300010100119,231124452.0,1827276.3122452244,3267035342.0,16853622.836820785,70928384.0,850551.2897567368,2750461780.0,10312609.331180727
3068241300010100120,90700036.0,674673.924339341,1323350715.0,7152351.935021988,26509407.0,318343.60112056264,1083855227.0,3890906.2473706584
3068241300010100123,159989052.0,1291996.1899717485,2302197381.0,11787826.463229207,46490739.0,552942.4290232714,1918019086.0,7215363.131250084
3068241300010100126,86004501.0,737653.1245613811,940990117.0,8205952.691210702,29523103.0,365764.9884613262,919049057.0,5510764.303388772
3068241300010100128,113234301.0,1086416.763896416,1398603499.0,12996868.983152332,34960287.0,421370.436344077,1219148877.0,8404179.587161666
3068241300010100129,57032250.0,616212.5406625705,644037976.0,8066153.278128285,18445599.0,226672.17753465546,626500444.0,4847473.024326661
3068241300010100130,262534811.0,2944920.768935077,1787604475.0,14744619.115438964,102517268.0,1269653.8906264363,1538384775.0,9948438.274280146
3068241300010100131,141919413.0,1443831.692589306,1249942527.0,10753510.981028622,52950479.0,645709.7472378222,1400634079.0,9907342.681192273
3068241300010100134,55412651.0,803936.743590596,247699132.0,2778560.3205882777,23308992.0,291965.5479921151,403643366.0,4462553.383215464
3068241300010100138,58604301.0,807655.9208593286,236933642.0,3178071.5327818794,21815178.0,274527.7293226957,403557198.0,4151971.201347132
3068241300010100140,208208618.0,2490875.4746363536,1086879191.0,10713051.88058409,100410313.0,1267426.564007291,1542608992.0,11251154.668838734
3068241300010100141,129825006.0,1443257.498187446,688743247.0,5412204.75273976,53116020.0,639022.8651256429,1029710804.0,6364818.50808537
3068241300010100142,210106883.0,2353509.3652209467,1412669729.0,12064701.763108933,83039422.0,1016416.3724880861,1280255315.0,8002803.907029907
3068241300010100148,99002930.0,1152329.1926852802,765535172.0,7974585.350466868,41068448.0,515348.6997004742,734421515.0,5274954.439234395
3068241300010100150,118909166.0,1380276.4447080623,853993079.0,9144608.439672144,56689100.0,716712.2189121197,1063105409.0,7881548.578980949
3068241300010100151,134380668.0,1617177.9900778586,929260726.0,10121427.628050188,62103098.0,768849.4172979561,920326818.0,7133457.038230263
3068241300010100152,105460307.0,1161256.7951898214,759706129.0,6388731.071963121,46310840.0,567983.1684736111,764251248.0,4333096.162595874
3068241300010100153,108743464.0,1358925.753317782,737370963.0,9371435.730239816,53878875.0,671846.1139838046,791377997.0,6533317.1296035405
3068241300010100154,136658740.0,1625911.1150138106,879373581.0,8661745.39565616,63762452.0,786074.573269937,920960167.0,6115205.17076464
3068241300010100155,234531614.0,2468937.971078201,2210851399.0,16948905.7933872,114372111.0,1394926.1930309858,2170855422.0,11476362.471555768
3068241300010100157,121215575.0,1556151.9763804562,684923689.0,7419434.07521064,59281945.0,754877.453854236,1034750091.0,8752486.1373873
3068241300010100159,114746794.0,1445527.3684413028,505820897.0,3889957.6858553938,55439319.0,684291.5509543812,791026267.0,5145113.163471124
3068241300010100161,61246120.0,855181.6161965388,205381562.0,2332157.9789018272,29155291.0,358226.2366362917,376192431.0,3064068.902625154
3068241300010100164,8162972.0,117540.10475299656,31449003.0,319564.81637019885,3841037.0,48428.4606243038,50501920.0,431185.0157479879
3068241300010100167,51050373.0,579068.7175474768,324317174.0,3408094.7426218614,31286129.0,388022.14703071956,364760892.0,2652829.6221499434
3068241300010100168,94677916.0,1106064.9306142577,575547727.0,5365262.236000733,46781669.0,579235.8422070288,802657518.0,5967118.241071232
3068241300010100170,199605491.0,2351264.586446128,1362979101.0,13021594.633455811,85587811.0,1092760.9569386148,1830324319.0,13667109.57529606
3068241300010100173,159246488.0,2074331.7061363894,698260949.0,5740738.7666687425,73448668.0,920161.3287631512,1150121622.0,7681068.579936224
3068241300010100175,15649509.0,194137.43247163735,62826097.0,1114235.4638852393,10882440.0,135947.87887321677,95949929.0,819817.094903469
3068241300010100176,22170569.0,238871.6084105596,181787591.0,1739289.7316337512,13126309.0,160493.08155180598,171004227.0,1315827.2284324367
3068241300010200010,7270506.0,92256.70561467168,22826042.0,272301.0979712652,6207489.0,88284.33457313746,38338161.0,396081.09137667925
3068241300010200020,119210834.0,1254290.9497045577,1493113924.0,13014497.063281085,33610080.0,461332.82915876067,1079317331.0,6919785.351032319
3068241300010200026,43720200.0,341329.26103638456,489953496.0,16873418.356091894,9641099.0,128036.4808701128,374358970.0,2157494.511196088
3068241300010200030,78121674.0,904526.3889640116,783681123.0,6991925.428339312,28928744.0,401990.99038696464,677638502.0,4690912.598726858
3068241300010200031,83507218.0,705390.2692978474,1011786432.0,29573125.817789383,20802792.0,285017.07858541206,743593488.0,3516563.3361298144
3068241300010200033,56871815.0,458347.80587204715,701047701.0,30174314.998914167,12867540.0,176806.35843825285,514406513.0,1494289.2088285598
3068241300010200037,151022238.0,1908016.079103318,1044496682.0,9586705.691157637,67687472.0,977235.7609927135,1106483484.0,7880926.9225963745
3068241300010200041,140653543.0,1323317.6947538732,1552603278.0,7182890.5079331845,52598526.0,742303.7014484131,1171581871.0,5007746.672142569
3068241300010200046,175393585.0,2381709.7505835667,1085550360.0,8530741.068037597,80867259.0,1185238.1469171187,1303437592.0,9193587.400338706
3068241300010200047,106258704.0,760225.0370361897,481243411.0,47445057.29283564,24326213.0,338272.9693511245,1045868998.0,3336797.5222548856
3068241300010200051,151801499.0,1387378.3812475938,705810546.0,78811282.10230014,33444784.0,475294.9969365719,1458583334.0,5858821.1874755295
3068241300010200054,84630461.0,1089086.3321701898,623773411.0,6034185.863507311,38940181.0,584825.224215731,707833317.0,5186887.509692737
3068241300010200060,107388254.0,1124970.6887345298,870333160.0,9137598.936743582,43741343.0,531336.040872741,872112974.0,5922940.329895986
3068241300010200061,86493560.0,824844.2421347501,728158946.0,4655612.018669886,38604101.0,478487.0869651555,651474629.0,3162314.52257907
3068241300010200063,163331264.0,1026067.08103133,747142348.0,52996935.06281403,35607728.0,428108.29261497513,1444654672.0,3771815.0201118835
3068241300010200064,89380883.0,728896.2677943795,894548826.0,4932096.222826398,35353139.0,400113.14986455673,772413675.0,3750437.6392840855
3068241300010200065,29577241.0,293173.1046449425,282896699.0,2533123.929653473,11075414.0,127274.21956111837,252108385.0,1777296.6325201872
3068241300010200066,113410603.0,943784.6246182584,1023864462.0,4748060.896573409,47861800.0,501823.50657817593,941511817.0,4407135.175713684
3068241300010200069,174641545.0,1395200.4470647962,1821483483.0,23679689.1072416,50783330.0,512328.9304026923,1701562489.0,7188861.370077147
3068241300010200070,52007168.0,608271.9222025772,440387893.0,5045024.82335016,23252654.0,239290.8354953388,457298750.0,4759302.956470227
3068241300010200073,79202572.0,632511.6532113523,815805628.0,3431171.009195184,24890044.0,248285.78850335878,718993782.0,2983217.139710945
3068241300010200074,145950835.0,985889.9245259757,1792409192.0,41400853.239183255,40203929.0,394273.6191230598,1604698838.0,7390040.5463376865
3068241300010200082,88854656.0,602816.1448178932,890683657.0,5238135.516112136,23512138.0,227621.45404407158,836366872.0,4141852.7077108384
3068241300010200083,55940977.0,472016.0662043606,437583653.0,2373434.112205229,27051921.0,262733.2640190668,442118095.0,1865260.3705762436
3068241300010200089,211194923.0,1934237.1292689452,2152720554.0,15344252.170158437,78628123.0,898944.6137719844,2037362750.0,11825958.580413783
3068241300010200094,37402703.0,339447.0460485831,322598959.0,1812713.2394180035,18425721.0,193731.46102446035,273605770.0,1391733.4554642655
3068241300010200096,190546450.0,1912079.1834678575,1469388665.0,8225994.486892804,64508796.0,774830.4402457142,1623318224.0,9093980.073480392
