,Anti-Rabbit_raw,Anti-Rabbit_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass,PolyT_raw,PolyT_high_pass,DAPI_raw,DAPI_high_pass
3066066200001100003,86947366.0,927485.7170979347,187499802.0,1616717.5290000506,1846693175.0,8424823.816737134,3253385071.0,14613213.522982707
3066066200001100004,14172082.0,179458.83903873517,29331281.0,315300.3987343397,186678051.0,1171076.1830154469,264331363.0,1846598.9487970257
3066066200001100005,33595063.0,361061.09714241815,77854109.0,713575.2319014726,711818949.0,4393663.324974127,1137040339.0,8049219.523505057
3066066200001100007,32293255.0,343532.89316480793,69959356.0,640661.257256486,637163978.0,2832358.6074588373,1041209678.0,3633870.40569832
3066066200001100008,24480628.0,304177.7449993154,72811147.0,845198.6229456738,490532233.0,3694265.3750845357,738433412.0,4531512.9073106
3066066200001100009,89187506.0,937118.1839652271,213261772.0,1815028.455568786,2008421260.0,8175501.918849992,3429387856.0,13150234.742271332
3066066200001100011,42644534.0,370650.15002355585,152908692.0,911928.8783597117,1022516870.0,2846831.141612962,1334461079.0,4198238.196528289
3066066200001100013,38631496.0,429047.19146761426,123066089.0,857387.8903032162,1161824743.0,4475199.927148662,1255328688.0,80353274.58857569
3066066200001100019,40467618.0,495224.50036356406,157932852.0,1548615.1234280746,929752669.0,3389194.014852558,1228322933.0,4902529.955361805
3066066200001100020,47175927.0,402783.2750319923,182643272.0,894721.1058742176,1215567428.0,3815019.806749303,1761448797.0,27865540.560536545
3066066200001200013,9636433.0,122878.7139966091,9604242.0,115691.7912777097,32841601.0,322458.3294684028,5725448.0,107186.79780416432
3066066200001200015,13409152.0,170986.90172454552,13771256.0,160349.2864557917,48985409.0,522180.70550373476,8576484.0,161564.15577099688
3066066200001200019,13197528.0,166672.8754917216,13667126.0,154362.25790049968,47903147.0,488722.9992677432,8596997.0,159178.98163755037
3066066200001200020,14432460.0,180552.85760257125,14486712.0,169749.4475737413,50299783.0,485069.4954546034,9235066.0,166911.44460070218
3066066200001200023,10474676.0,130518.38283120017,10811080.0,125673.76812279632,37314925.0,365906.54369735037,6545954.0,119106.20708899504
3066066200001200025,13581211.0,168114.21198435448,13912954.0,156623.43533960346,47432444.0,457807.5950971776,8267018.0,154256.48244444298
3066066200001200028,9338718.0,117621.92121499183,9399687.0,107910.89781109715,32477647.0,316828.9982683247,6428304.0,117291.73447165082
3066066200001200032,29624290.0,358003.52970359306,29759536.0,334762.2691955375,104054459.0,984880.1813112539,21252958.0,387585.6415583634
3066066200001200040,21492595.0,249924.98394859518,21907573.0,239723.51390105812,74698539.0,681687.9178899825,15393272.0,272414.13711958134
3066066200001200053,31193833.0,366017.7935474527,31586336.0,347986.1263208494,106992631.0,993814.3939218833,18248190.0,327469.69881531707
3066066200001200058,20862592.0,245805.74437045053,21146055.0,229474.3880234374,71904544.0,659175.593306571,12527342.0,223923.8879361796
3066066200001200074,15441331.0,191521.71753812704,15917101.0,180656.70506091812,52438645.0,2389272.7226786306,13994253.0,707386.1400500165
3066066200001200081,28525371.0,362449.2110660757,31125998.0,358445.95554893656,113444554.0,1110561.040520204,53000145.0,756935.5849968531
3066066200001200082,20302666.0,263154.2172131142,22478634.0,261127.0639708236,79859137.0,843331.6386119162,37466231.0,553462.41846187
3066066200001200092,6528796.0,86010.82900251656,7601070.0,85628.28764541449,29144552.0,268481.9472058005,18944121.0,213599.22226393572
3066066200001200094,70035201.0,917552.0034190642,83392505.0,917148.9930858682,335143652.0,3089299.870125807,236479320.0,2735924.8674607445
3066066200001200098,14204524.0,179918.8730058848,17213032.0,183639.46723225177,71080713.0,626839.672924816,51027012.0,562427.2424629241
3066066200001200103,13116664.0,165016.67628441035,13692818.0,155530.02667692836,50479902.0,478660.2345030963,20472465.0,286863.3626064964
3066066200001200104,5233003.0,67005.54420888923,6804194.0,70584.3938342209,31878764.0,292942.72482378903,26395980.0,291651.30207506684
3066066200001200113,18107445.0,233484.73539875716,44966202.0,483730.8508891958,307458453.0,2721375.533565321,485130180.0,5440365.217049285
3066066200001200114,17287906.0,185306.5009886747,18913389.0,182798.957413033,81290740.0,620442.8090458298,44042873.0,510044.1100378456
3066066200001200116,134944068.0,1371794.7280374442,395496629.0,2768989.768382881,3226973741.0,12026599.79630986,4926829591.0,21789797.26940269
3066066200001200120,70912761.0,744247.2233915811,172656581.0,1499991.7794925142,1689538774.0,7994593.912886199,2884924277.0,12625386.374141615
3066066200001200122,14930338.0,195309.6425263252,52245117.0,636658.2610355393,355057444.0,3015274.697070066,531497531.0,4843788.831238232
3066066200001300010,23831803.0,252873.1979373631,67069373.0,602648.2068405792,626498279.0,2770936.7760195164,982365992.0,5242878.606289942
3066066200001300011,42363801.0,512030.11874885974,119972581.0,1095396.45759248,931911928.0,5874146.400021538,1416518218.0,10231771.333244469
3066066200001300014,10480279.0,131022.67570618048,39822756.0,323854.82436993194,266467743.0,1411635.5389277323,374281691.0,3120176.5538334535
3066066200002100018,74318901.0,785174.4652442782,77032178.0,754405.2287951123,259888221.0,1994973.849641988,51672181.0,729073.142021321
3066066200002100021,7619035.0,97964.69417650123,7888629.0,95850.05194484217,25080024.0,173962.5298413619,5201742.0,75512.89879416222
3066066200002100025,22575158.0,231511.16346370193,22617223.0,217030.97426850395,75042868.0,557491.418173544,13717044.0,199335.57701732227
3066066200002100027,30428603.0,316930.69046103564,31781570.0,297928.11673500977,107709880.0,825958.6608746677,21762519.0,308523.7181953961
3066066200002100028,11608231.0,125732.40383981899,11774961.0,117876.97870196322,37374683.0,241741.73282752497,7670250.0,99736.99471455056
3066066200002100030,54902622.0,737872.6750138905,57681043.0,712918.4719520229,184223863.0,1573562.3654768977,36896948.0,559359.8927543189
3066066200002100035,39218620.0,404152.21420510346,40754994.0,385715.726168715,138879935.0,1077563.3661654212,27678195.0,383103.1237498105
3066066200002100040,87644012.0,834817.8479171601,88645374.0,794270.7120282236,302761273.0,2244722.4785369625,56452456.0,728013.7787550017
3066066200002100047,5980231.0,60892.97291469366,6222154.0,57125.42335830395,20932235.0,161605.28270626863,4286564.0,60241.41084826562
3066066200002100049,364921569.0,3700323.654692323,379741278.0,3496249.1130347857,1256526628.0,9598233.240733655,271319709.0,3759797.6312176865
3066066200002100050,8064829.0,74150.54398510407,8179609.0,70640.80830563931,26210660.0,156142.63214450487,4996266.0,57411.582021987764
3066066200002100055,107044069.0,1047250.306586375,108134291.0,990967.9334756741,350026394.0,2249852.393772787,70936254.0,857145.5336481702
3066066200002100058,36883984.0,361429.04214515886,37108705.0,337773.85929309943,126580491.0,905262.7766020197,22501716.0,304509.2855798969
3066066200002100068,85342992.0,823004.9809391259,85882438.0,771736.1430558352,294026088.0,2227497.872539923,58567927.0,778820.0928621494
3066066200002100070,45423483.0,450845.1232173294,47727930.0,428176.0164373836,165308478.0,1214798.9202996944,33051799.0,438812.8417235009
3066066200002100072,11319295.0,113432.36501376375,11854105.0,107483.18628630793,40534810.0,355117.8077577546,7746658.0,119632.74248881341
3066066200002100076,27142977.0,333877.8714462478,26779813.0,318263.292546704,95207287.0,957778.6931119108,19679364.0,371807.9080241185
3066066200002100083,11420204.0,102516.456597987,11616137.0,97607.7520874684,36835637.0,221690.48043194186,8035957.0,91308.32872367265
3066066200002100088,191741569.0,1790650.5412628786,194114886.0,1697140.2930536605,654046216.0,4594633.387178284,140115164.0,1737500.1270412786
3066066200002100091,72858797.0,769026.187409357,74413313.0,730419.869754597,234990620.0,1561551.4299374032,52813189.0,640400.9310562755
3066066200002100094,12060425.0,97955.95489624089,12123750.0,93759.66503182365,39364226.0,244276.17807034322,8679288.0,91774.78187960695
3066066200002100102,99713889.0,989314.0704665519,103384014.0,936237.3504961034,329818482.0,2441719.693443408,68595777.0,926210.5340671926
3066066200002100110,19972821.0,200812.80139436686,20767178.0,190551.93015722203,67442503.0,501221.52706829214,15044752.0,206087.50298037712
3066066200002100122,6974563.0,90637.30862817219,7294961.0,83148.40475631261,21552845.0,184516.1505120086,4539452.0,69219.97143945319
3066066200002100131,19462187.0,193808.96405244476,19894258.0,178926.8315882561,62616933.0,472254.80281969835,12989382.0,176197.68859836797
3066066200002100137,71878860.0,915344.1229731111,73690307.0,845190.993444491,219216888.0,1795169.6701414771,44814659.0,664502.320210187
3066066200002100138,52756502.0,490312.51221169106,56247160.0,541506.2505491216,177798061.0,1210751.8247701817,35292758.0,471926.70992646966
3066066200002100139,41004240.0,530600.9179690835,42632764.0,498680.5438152899,122507921.0,1028729.222615208,27579991.0,420848.9996994677
3066066200002100140,143602774.0,1427456.041745386,148637315.0,1334882.8373989845,458777528.0,3381310.2836134178,97212429.0,1324747.807511767
3066066200002100141,59122450.0,531691.8078704418,60687661.0,504863.2180481528,194757249.0,1268476.6212778043,41203599.0,497127.35732748674
3066066200002100151,68524634.0,596146.2218055079,69910326.0,567990.1442150092,224812998.0,1485082.644218786,47255072.0,567671.6189970871
3066066200002100152,106235383.0,1372377.4234007113,110789425.0,1295268.1230636914,317796465.0,2654878.3367379196,71572888.0,1100972.763269651
3066066200002100155,116251092.0,1142498.207763662,121322481.0,1078498.5612687597,376398405.0,2782179.6425314676,81885480.0,1148692.9439966534
3066066200002100164,108506903.0,1061817.8106469745,113244364.0,988767.8600296542,351182557.0,2556331.5561792282,73639519.0,991266.4989734862
3066066200002100182,30373527.0,387101.89990563795,31613712.0,358434.0979933249,92516397.0,754155.4218511183,18525041.0,268854.602425662
3066066200002100184,14343311.0,185289.41815873823,15161925.0,177037.09949933336,43301709.0,372403.3565931603,9453250.0,141088.2918147672
3066066200002100188,205308390.0,2653419.9685591594,216490897.0,2515145.3619008316,624905631.0,5193837.937136701,124586250.0,1872811.521943899
3066066200002100191,25995605.0,227875.82239601752,26829857.0,214924.40679813435,85399293.0,546210.1866947617,16839934.0,193518.99381537805
3066066200002100192,105159669.0,1035384.2087022974,111308795.0,982319.3940884718,342417644.0,2539650.2058567572,66983403.0,912204.080782675
3066066200002100201,5054943.0,41624.725883588595,5198338.0,39798.26408888296,15538099.0,89880.97220317395,3041977.0,30891.189691478747
3066066200002100203,113848630.0,1051116.0276569643,114930501.0,996606.5914061416,370944717.0,2617914.0219759517,71013706.0,892686.0696102377
3066066200002100206,55148903.0,544924.6869003675,58355653.0,521046.11719863425,176424235.0,1309801.0312391093,32933667.0,455652.6137860445
3066066200002100207,90980195.0,833687.0209502275,94232411.0,787960.5958542536,295010067.0,1951379.5116523935,54244876.0,647155.573557127
3066066200002100208,10078438.0,107935.60097136062,10579477.0,102425.37797161358,30490845.0,198059.35447284067,6129924.0,74408.56505618693
3066066200002100211,30926406.0,395903.20096209354,32275613.0,371654.2195435041,94366132.0,789518.2616868861,16611297.0,241993.15668428404
3066066200002100215,27383339.0,273650.4630465776,28780114.0,261108.90095153567,87287152.0,666263.4750491242,15155959.0,204747.48001844078
3066066200002100224,40365631.0,526316.3907405614,42300319.0,500866.0185606605,120264733.0,1002326.3736783245,21706290.0,320961.62249088223
3066066200002100232,94201909.0,934383.8731159286,98873577.0,872735.783128113,302645749.0,2232293.90665494,53474268.0,717943.4673479291
3066066200002100235,198316412.0,2598282.4198819203,207350156.0,2439495.55461529,599629836.0,4948429.654087272,110122510.0,1625270.633526277
3066066200002100236,66492766.0,634439.8687976269,68720339.0,603411.729170057,204910700.0,1299721.9752161659,38209024.0,434868.32325661695
3066066200002100242,43429985.0,437726.0379722047,45042559.0,416277.6671081338,131745361.0,798719.3886072346,24779031.0,274627.3504062274
3066066200002100247,54028641.0,694261.989299258,56275638.0,650598.408885384,168877328.0,1371557.4673621953,31858613.0,464628.73024816974
3066066200002100248,7144796.0,73566.23251580555,7505337.0,70596.3845751413,22793465.0,177015.80952715798,4332642.0,59942.88768701197
3066066200002100250,122333397.0,1124524.089077964,126129003.0,1078437.5194485225,398700445.0,2703729.097535485,72953113.0,882234.1203294636
3066066200002100260,67404815.0,647532.3093341277,69336981.0,611493.2631709485,207796686.0,1254847.4088527944,39884196.0,450129.1495048945
3066066200002100266,133177468.0,1770023.9012962196,139180429.0,1654166.2046696492,396692871.0,3241947.2627026327,80101380.0,1194353.3964710324
3066066200002100271,101867950.0,939257.4959106836,104766094.0,897027.2167905658,329410797.0,2244485.1780474237,59756770.0,739014.2321589163
3066066200002100282,259408500.0,2646010.7279140083,271794947.0,2503757.0658311388,807562280.0,5924954.030811852,167415800.0,2240807.9922262295
3066066200002100283,12200161.0,161798.75136617466,12726050.0,150244.93798967477,36777665.0,301235.3884838103,7670431.0,112454.22808897811
3066066200002100285,131591146.0,1762218.2819896687,138231163.0,1674584.3574449462,391733137.0,3133721.3275914127,83804682.0,1233574.7869334891
3066066200002100292,20557130.0,214776.50647193362,21091035.0,203871.9115545096,63113966.0,377717.0396447653,12728792.0,143720.1699617778
3066066200002100296,197035718.0,2458470.8277509036,207828136.0,2361595.392208739,595419191.0,4432666.288988998,133582750.0,1855534.8107532426
3066066200002100304,93482841.0,937162.5560967579,96977798.0,910913.3669831352,288349157.0,1696632.5517866185,61864013.0,733652.463930002
3066066200002100305,28914385.0,292292.87493306346,30417355.0,278658.8922229019,90152711.0,621105.6365133544,20700626.0,276380.164730513
3066066200002100306,132681099.0,1230372.457326374,139221514.0,1186585.2471608496,400947527.0,2408104.8496502475,92789126.0,1056513.0704196168
3066066200002100308,7539768.0,80634.74366665861,7915763.0,74790.52364560498,23498747.0,172656.9593919974,5230983.0,67363.42677931237
3066066200002100318,141211566.0,1321237.3754779324,148070798.0,1280346.7898340786,429054676.0,3051276.6085549616,99373543.0,1306312.8011076127
3066066200002100322,76537133.0,974552.5842827999,79029589.0,943927.7481061257,274972637.0,2891188.1367236967,101561925.0,1624109.1852737088
3066066200002100326,37881931.0,498669.77879586426,38425580.0,477448.5184132588,133807279.0,1465670.2586958671,44150205.0,762141.2905540342
3066066200002100327,31461579.0,306783.0600905928,32322386.0,289677.30409020407,104307110.0,756623.9344986001,18960707.0,265558.6316969228
3066066200002100328,36909495.0,379919.0299849826,38799823.0,364518.78839843476,112560072.0,917839.4951196774,25484551.0,379194.2638221575
3066066200002100333,19474138.0,193630.48438344384,19608533.0,184784.89442980787,64276804.0,494199.14316345146,12395939.0,182254.04125810368
3066066200002100335,5357931.0,60185.77355834238,5553152.0,57473.80916257437,16361213.0,126059.07115790164,3568074.0,51226.527878564564
3066066200002100341,13111440.0,132608.59628123298,13827709.0,128065.0196896887,39942499.0,321156.9056272556,8888124.0,130608.11844853224
3066066200002100344,188349040.0,1922943.3608196427,197641751.0,1838528.2206723103,567680534.0,4610863.038278686,128490638.0,1927224.6270332267
3066066200002100351,107577083.0,1061592.8127555207,112645177.0,1027395.3452728018,363849506.0,2729541.3189395545,79173726.0,1126067.83997034
3066066200002100352,158505980.0,1785927.0039776987,162062386.0,1715504.207595161,556513152.0,4818194.636884188,174084393.0,2442327.413345731
3066066200002100361,214649877.0,2166851.831466968,225524848.0,2051989.9726944421,643449334.0,5340353.306486566,148822451.0,2226565.182342965
3066066200002100363,128140726.0,1419008.3746158564,132058663.0,1370790.3080021278,452134815.0,3694623.149596152,147577816.0,2144176.6011171513
3066066200002100365,56751299.0,567139.6141271237,59299973.0,534200.942369601,190042236.0,1425430.3655442572,43093230.0,600636.9124560215
3066066200002100378,21342435.0,211286.78881366135,22229970.0,196253.30751770438,63180655.0,514586.15842704545,13955876.0,199746.37905796894
3066066200002100379,48451055.0,579892.7347757788,49781719.0,566535.3093815083,181345159.0,1794415.7878217031,71687118.0,1095333.921543864
3066066200002100381,50277554.0,499897.1755091885,52434126.0,469178.725439108,148912702.0,1253009.0474583833,33284863.0,486091.0285074166
3066066200002100384,171045067.0,1649343.6620120725,178345708.0,1557743.8779938286,556251841.0,4113621.8090136317,126853635.0,1852364.0274407926
3066066200002100390,57036707.0,706619.6507736705,59562611.0,685914.81801605,225708315.0,2154537.2414979716,97713726.0,1372318.9298872077
3066066200002100393,12189159.0,121348.6919390304,12733289.0,116229.15700294993,35915462.0,297615.57398947026,8412595.0,125034.90566407103
3066066200002100398,4191816.0,39490.65029602226,4348345.0,37054.75524916086,13373932.0,94396.06260208317,2897343.0,36884.61896845735
3066066200002100403,23854052.0,297718.70539793494,24825958.0,287032.3922558631,93672718.0,905139.7863132607,37957168.0,559448.7516095648
3066066200002100405,140917196.0,1148307.4547950714,144630232.0,1085421.8647610322,420843911.0,2667550.7791485325,94628569.0,1080619.6944273466
3066066200002100411,28996448.0,356556.7748860468,30530240.0,347790.6763784742,115606155.0,1081538.3550099535,47067379.0,661577.2744572798
3066066200002100414,50079640.0,602175.8795706963,52289840.0,590517.9380210331,193930051.0,1792984.075272019,75637510.0,1097007.1616512612
3066066200002100418,25800512.0,250230.1583555236,27116481.0,238317.85879354118,82251539.0,599494.7887833978,18278121.0,249854.96276260307
3066066200002100419,38571825.0,376147.4106780877,39737061.0,348769.99208120035,110619609.0,914287.5324709122,23732367.0,352486.00416871445
3066066200002100427,28632001.0,351450.22058795224,29794618.0,335243.5790456055,112786125.0,1043010.1409231052,42608108.0,637323.5396138758
3066066200002200036,28016055.0,364558.3014550594,27895134.0,344817.12680177717,95550715.0,962890.5866369733,17679073.0,347429.92829533824
3066066200002200040,43972934.0,460254.0777961542,45612870.0,438664.6152677244,152895473.0,1145745.6174679394,28195595.0,388603.12604668556
3066066200002200046,31078826.0,324788.07896059967,30807889.0,306899.72476768296,103607113.0,786334.7140778549,19768080.0,279209.03896201437
3066066200002200051,9544012.0,99844.72712798926,9477687.0,92224.37988778905,32076979.0,243712.56781418333,6139799.0,83951.8195511409
3066066200002200064,126591232.0,1253780.9922083498,127361197.0,1199315.244597803,433699730.0,3271068.8030941025,81366499.0,1113356.9521185171
3066066200002200074,30217649.0,307871.23590364854,30207545.0,293266.9798382477,101979377.0,773968.5305886709,20258938.0,280721.4904012983
3066066200002200079,117856118.0,1171457.3211280461,118414669.0,1113184.0265451164,385531204.0,2500248.7301733787,73986887.0,895349.0956961892
3066066200002200083,5610124.0,56726.092740641325,5805679.0,53796.37367223156,19714290.0,148330.82978135304,4055791.0,55866.36575492937
3066066200002200086,85648603.0,891294.320243088,88567921.0,838848.5588947721,298988672.0,2303590.71692937,60605496.0,828346.004730232
3066066200002200087,29573563.0,302941.9316266894,29575203.0,285527.01061814773,99475580.0,749676.0766770262,20218899.0,280069.0905549606
3066066200002200089,38306761.0,512427.4430765797,40144842.0,488221.94691053976,126805270.0,1106771.1589004882,26077810.0,391941.9643326282
3066066200002200091,22227434.0,279761.59824102145,22173027.0,267946.5968910267,77272105.0,791179.0340779413,15722324.0,300973.86672221555
3066066200002200095,27719310.0,280607.5354792209,28636115.0,260875.18015665698,96432444.0,735901.5952705037,18753439.0,256422.77057755395
3066066200002200097,58136427.0,578887.0609344149,58414339.0,544476.9627427018,190649520.0,1264998.69695753,36649141.0,436212.0148029114
3066066200002200098,247773040.0,3324384.6432090397,260131453.0,3158332.443852074,804020505.0,6937674.135519433,179533198.0,2751132.5467652986
3066066200002200101,4973637.0,67877.4657484975,5246500.0,64665.33887170895,16479586.0,138726.20454511206,3507710.0,53252.487862964896
3066066200002200107,4736076.0,62898.73130511082,4935154.0,59668.72732960274,15599905.0,129283.85932212684,3061236.0,45927.25243797392
3066066200002200108,21314206.0,216915.8479681433,21319793.0,206813.43986365202,71864812.0,552685.7910877058,15268646.0,210895.78461616387
3066066200002200112,46385378.0,478526.0989356838,46741400.0,449177.18591679935,160566207.0,1276413.4944424005,31033873.0,440383.57016774593
3066066200002200117,30380954.0,300878.2678773734,30590302.0,288110.24238809437,102867228.0,757904.3352697878,20835618.0,280328.58578653994
3066066200002200133,68615936.0,659317.0334413468,68751594.0,618466.9872375146,226478424.0,1528201.1337613286,47255154.0,572823.4868518197
3066066200002200135,54630638.0,530236.8920074756,55017602.0,493503.19212669285,187203165.0,1386623.9016902521,39068510.0,515104.31484736584
3066066200002200141,13028662.0,169116.83256808267,13681124.0,160651.89405164754,42205624.0,356909.09584458836,8576851.0,132350.09187296193
3066066200002200146,5257690.0,53728.81301767461,5234756.0,50788.1775722137,17910133.0,136511.87767446483,3790657.0,51014.002076157616
3066066200002200154,26755704.0,353658.732140691,28135151.0,332877.7424613979,85324793.0,745017.9620301393,18616001.0,284317.01473619975
3066066200002200155,147931293.0,1865664.5701524587,143814788.0,1652631.1948171803,507926173.0,4927190.147401727,98125469.0,1780153.9995441104
3066066200002200158,28157398.0,277241.371569067,29405439.0,261490.410884274,101914996.0,753096.5898005491,20211081.0,272289.36171724496
3066066200002200160,29770613.0,302761.790606556,30134633.0,280930.9574174759,97560865.0,651538.7377363464,21360095.0,246852.9104958729
3066066200002200161,9759149.0,105411.64701821654,9659650.0,97202.36631207219,33720672.0,299566.8883737066,6764367.0,100951.93463555998
3066066200002200164,110311537.0,1433615.7758544823,115696600.0,1349750.936692005,348492090.0,2911607.506019951,72097691.0,1071029.019204889
3066066200002200174,36124070.0,361064.2061341511,36095220.0,341159.2490166855,125810622.0,918848.8329495506,26400384.0,363215.5790110607
3066066200002200181,18788128.0,239571.90788088966,19625545.0,228457.07216294174,59318680.0,490656.4933291253,12253080.0,185604.46895997188
3066066200002200185,81339597.0,752618.9408031269,81052291.0,701839.3509895654,275236550.0,1994383.6063773152,59362684.0,743925.7699851233
3066066200002200187,332367735.0,4358781.670877605,347475770.0,4105751.9578325576,1024233921.0,8740907.047118338,225956154.0,3423819.5448996257
3066066200002200190,41279646.0,409950.48007054225,42829857.0,388031.0126384003,138790354.0,1072745.5743679306,30418086.0,423663.596561162
3066066200002200191,294984304.0,2820659.611088042,299377408.0,2665168.661624411,940591885.0,5984720.962734002,203722247.0,2354487.9573144293
3066066200002200198,20457999.0,193539.63672230652,20756747.0,180472.3728370056,67543683.0,462391.7768620777,11737887.0,160020.55444805668
3066066200002200200,41905158.0,397976.806764791,42785430.0,377918.7094277632,140921079.0,998184.4036103194,24258748.0,325861.0833364932
3066066200002200205,82995963.0,831267.213986659,85870604.0,776787.1980236656,272885540.0,2074801.1365041065,58547464.0,814509.1940122847
3066066200002200206,143781600.0,1374650.2044873466,144507037.0,1293351.660200465,488064623.0,3714966.71386284,101374858.0,1369692.4156163966
3066066200002200212,24600471.0,316977.1690641862,25627622.0,297570.94339595083,76507275.0,623546.7538363293,16201408.0,240642.7741387285
3066066200002200213,19775880.0,192108.25517043273,19692426.0,183100.88557254744,67734238.0,497443.9018472368,13961614.0,184790.17141025478
3066066200002200218,7947163.0,102952.28269413189,8287987.0,98717.44579113345,24440166.0,202591.2657862561,5298135.0,77185.03165188931
3066066200002200221,7612540.0,75580.85012125428,7627513.0,70247.4116016744,26001282.0,190205.9147928489,5414290.0,75306.65331223972
3066066200002200226,11278787.0,112218.59721063677,11627968.0,107561.21093934905,35975358.0,283245.1143919233,7454401.0,104426.45240804904
3066066200002200230,45788988.0,457054.03606981144,47315114.0,421723.0003061104,146633961.0,1096787.6478591405,30874998.0,417559.2401804173
3066066200002200237,70315876.0,901826.6144937138,72851114.0,841821.3348796803,212840810.0,1780190.863737917,45703253.0,676410.4413570857
3066066200002200260,11507060.0,106484.25518024317,11529544.0,99564.76155085301,38467892.0,294066.77285675576,7954508.0,107696.93349002919
3066066200002200268,12099826.0,153846.07383260562,12539624.0,144850.36415116096,37369283.0,295608.2285318317,6567890.0,96992.80579872135
3066066200002200269,10745566.0,131026.5683600766,10558593.0,121718.87313277714,36055123.0,346301.69715505186,7146259.0,131940.51104092458
3066066200002200271,5612317.0,53467.975870710434,5564070.0,51020.22370050713,18199321.0,136634.31550007078,3648780.0,48948.38845963718
3066066200002200274,154866313.0,1457750.7895486145,155934774.0,1372968.215702918,490307736.0,3305442.544599661,103442507.0,1252936.2790170775
3066066200002200283,97590144.0,915558.6168541154,99215258.0,858568.8979779617,323431391.0,2313807.3828932066,65723779.0,847943.3605268397
3066066200002200284,221864521.0,2856256.2666199263,232648806.0,2688699.7765343864,672807202.0,5623026.773899306,147129752.0,2234497.7069215253
3066066200002200285,6987816.0,65177.50667707219,7206436.0,61242.719787958114,23060058.0,153909.14518515134,4100446.0,53770.03141688452
3066066200002200291,122954498.0,1191207.5266917623,126107789.0,1136815.6420799347,383335837.0,2429235.84708402,80235003.0,917878.2115357271
3066066200002200299,101092563.0,973233.6216239721,103155916.0,912721.0971563192,338897186.0,2510664.7594041824,66934964.0,877626.6117418149
3066066200002200301,77230858.0,759380.4963837124,81126413.0,716170.4629320429,251160909.0,1843488.8729820033,52709531.0,708349.539846354
3066066200002200304,4879875.0,47202.22411580205,4846644.0,44242.51302230866,15956949.0,118053.66349564536,3144973.0,42209.26801566697
3066066200002200314,44309201.0,557216.4417767298,46030095.0,527144.1010782906,134738694.0,1094174.557665638,27631782.0,408054.6141696314
3066066200002200315,145799147.0,1394669.9319994748,149471524.0,1311768.846722377,457489181.0,2975033.7299519572,91234852.0,1083040.8676714213
