,PolyT_raw,PolyT_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass,DAPI_raw,DAPI_high_pass
3068576400000200020,27610609.0,1579121.3420544956,7690620.0,323190.8253965645,6903867.0,279915.6357085998,5262111.0,352150.49721091613
3068576400000200024,19233635.0,1338647.173226351,5341171.0,262747.56610951864,4765175.0,230296.61903543997,3754531.0,296738.54788107146
3068576400000200026,32262520.0,1584830.9424759485,8756302.0,322219.90845866944,7782498.0,280053.8449476705,6351306.0,373593.695465363
3068576400000200028,103175260.0,4627680.5249134265,27891829.0,958408.5187305337,24625860.0,830640.1204866011,19788574.0,1074158.1464728403
3068576400000200030,21103309.0,1319114.7576895605,5680442.0,255888.09945891303,4994616.0,222919.72752104566,4177923.0,297925.95285020635
3068576400000200031,16174754.0,198823.28598296572,4151812.0,54689.90846510664,3647163.0,44651.13593385181,3256670.0,77966.96944642733
3068576400000200032,36511833.0,1848474.6339274955,9769529.0,381641.99299198744,8571194.0,332655.1185508311,7208948.0,435275.04784050793
3068576400000200034,45129956.0,2213537.3416216043,12292568.0,470136.2893578495,10775654.0,407088.08846437314,8817813.0,519375.1701972104
3068576400000200035,46974405.0,1618981.7485035583,12156417.0,426689.89580157574,10854147.0,377283.7032923757,8474342.0,373060.8201369059
3068576400000200041,25277792.0,1615600.0638865805,6801905.0,488376.12809753476,6198405.0,441429.9268621396,5500693.0,381972.97152442764
3068576400000200044,103879455.0,3781403.283428701,27118202.0,1209492.2479101708,24670127.0,1069724.6805473801,21766880.0,924105.4095219796
3068576400000200045,58324013.0,2801996.992160873,15243048.0,864265.6188536953,14073479.0,789073.7626185006,11976022.0,651787.0036341692
3068576400000200046,74602675.0,3271639.6644530394,19105013.0,979374.3644930278,17586654.0,887916.1465644405,14132961.0,709680.6067968339
3068576400000200079,51643808.0,449262.6571466126,12560417.0,195734.15197037326,11384188.0,168644.03369389937,11844377.0,176727.3787154808
3068576400001100008,49434535.0,442336.18311744055,12993994.0,151571.40573033033,11704242.0,124119.62936996775,9671487.0,171757.65524262775
3068576400001100009,59155420.0,560156.2065672507,15451470.0,179486.85382864485,13749452.0,149190.17289752312,12943308.0,228990.84714168392
3068576400001100018,26379221.0,229132.54851909302,6682832.0,74853.38070885497,5984302.0,63538.09648237695,6383408.0,107249.73075036322
3068576400001100025,60708772.0,514791.5882110185,15481577.0,171169.10396666822,13912157.0,145567.91368728745,15330143.0,264028.0221122163
3068576400001100026,32224738.0,289344.35968796466,8070853.0,89832.88215893868,7256322.0,75221.06231510764,7920275.0,142271.3788087685
3068576400001100035,92638501.0,824700.0404363556,24138899.0,277984.5719459811,23305190.0,258662.14889640693,22923736.0,361458.52757524874
3068576400001100039,12786475.0,116587.12760932907,3390420.0,38892.5012228786,3064894.0,32140.234679503003,2412176.0,40390.78007832491
3068576400001100043,1176224901.0,8800668.641673746,269669579.0,2826013.9430545717,322502871.0,2929424.376416019,3225434069.0,28228796.305209555
3068576400001100044,28919937.0,263929.8396999452,7605484.0,85702.78422428998,6889201.0,71609.62280858048,5425003.0,98032.27839687023
3068576400001100046,41817642.0,1062715.1797502402,10044363.0,264144.02597305336,11932249.0,335875.2979620078,104664503.0,4032708.6920467084
3068576400001100050,184882936.0,1059057.5355921949,39737518.0,312410.80817510444,50426767.0,321352.3705268939,459999443.0,2083655.7860433734
3068576400001100053,404776131.0,2410605.701858783,90704062.0,849594.8078808449,112822988.0,870056.1123623499,909348594.0,5886465.596559184
3068576400001100055,496921442.0,2994403.587709438,110628816.0,1019291.294858472,138675584.0,1047368.3723028514,1163264012.0,7529094.93537259
3068576400001100065,14358109.0,163638.4243094292,3841654.0,60834.24977396552,3455953.0,52306.887699822735,2962366.0,55139.06458527856
3068576400001100067,45402333.0,1972855.7637069,12809434.0,601221.2146260132,11229679.0,519757.1457479972,9351317.0,464276.29780661094
3068576400001100069,40575404.0,1894632.8944727469,11463167.0,573519.0678844326,10039634.0,494926.0257818962,8326266.0,444899.9094046607
3068576400001100079,44185789.0,352597.0646394345,11815349.0,182475.2879189547,10441800.0,152746.19669193987,9407509.0,142942.40475830718
3068576400001100080,46633826.0,355304.37157254736,12066575.0,184859.7126127095,10951533.0,157381.27832446145,9307992.0,134582.80917310252
3068576400001100082,32752820.0,315199.98928443214,8191741.0,115248.54476286487,7489300.0,98646.36177895055,7346318.0,131972.48626159073
3068576400001100083,21054816.0,158315.8032159817,5325999.0,80413.09628671131,4874937.0,70144.5087445502,3937056.0,57392.8116440915
3068576400001100086,136664610.0,1207713.5210170771,34332141.0,441031.62801169016,31522965.0,372207.66952153767,32941189.0,550256.6353891479
3068576400001100087,89844353.0,824707.9957947114,22264095.0,307414.11494913447,20524028.0,266351.391336603,20202455.0,369782.77679112524
3068576400001100090,27653914.0,246645.29816517804,6854276.0,93466.03753440367,6384080.0,88677.62238529537,6234957.0,114233.61678841109
3068576400001100092,40863136.0,350962.181570509,10332507.0,140522.8917191264,9601661.0,116158.06197450054,9345211.0,158982.45132821944
3068576400001100094,37884079.0,330038.1552176551,9894822.0,129295.19262291385,9174850.0,110316.63899549317,8961183.0,152749.43902563376
3068576400001200017,53508536.0,486089.75851135404,13713013.0,155747.72718039015,12463944.0,131200.24194064699,9969716.0,177840.08417475031
3068576400001200024,14445358.0,118736.35156776861,3717157.0,39200.93921822606,3411058.0,32544.518617038884,3138635.0,52925.86977308253
3068576400001200030,74636395.0,587144.1199691421,18672979.0,195652.71994156117,19145142.0,177132.5364490514,65776428.0,848355.926609285
3068576400001200035,32386434.0,1065200.2726225578,7869784.0,273566.0980664315,9343157.0,352489.41313187755,81233375.0,4107980.3651655475
3068576400001200041,957818473.0,6795607.8566339975,225945218.0,2253776.812776082,265287667.0,2319889.315900093,2195110077.0,19447858.16220589
3068576400001200046,38734401.0,1925095.0069293487,10459333.0,544303.4522068286,9502644.0,487522.32929190324,7767230.0,439673.8389442817
3068576400001200047,71884156.0,2658941.6151716514,19562854.0,812836.3088148322,17631921.0,715724.415792795,14177167.0,625161.7168501515
3068576400001200050,22903897.0,1311827.2971098828,6319120.0,364947.32748831273,5731485.0,326630.0018422867,4552289.0,288555.8994419355
3068576400001200053,38960995.0,1914992.2017467467,10855342.0,562496.3514942853,9639973.0,489875.2527435593,7623158.0,422062.07853141695
3068576400001200069,62145696.0,523026.01872967,16496414.0,208302.37520193227,15250882.0,175184.26203063803,15039737.0,243922.1387566083
3068576400001300001,44978494.0,573375.5247894896,11224955.0,164670.40405848625,11547132.0,177507.60018614458,64823069.0,1730418.11562968
3068576400001300009,18128514.0,126205.25931436749,4632482.0,42534.36728678895,4408555.0,38917.360557543085,7946899.0,149585.82471151673
3068576400002100066,39456990.0,383537.6356816989,10879818.0,125078.81072210014,9594394.0,101961.63312115875,7873980.0,151688.27554922143
3068576400002100119,29930900.0,242195.6916217286,7961931.0,106636.16083994105,7121151.0,90573.11296773262,6695057.0,103128.0662459849
3068576400002100120,18963295.0,148803.63208856754,5089385.0,68851.06761828183,4550617.0,57377.603205719584,4260337.0,66216.83121047758
3068576400002100121,54265930.0,428583.0339866486,14284628.0,184675.33048463898,12847289.0,157423.92006089125,11137860.0,165072.73525183543
3068576400002100123,110480200.0,992039.3010611527,29134541.0,293508.5817653637,25789699.0,241277.17318845712,24285047.0,408188.6965496057
3068576400002100126,158496243.0,1123660.0090337305,42621980.0,483016.01764863764,37965854.0,406597.7294242965,34972946.0,482289.571295976
3068576400002100129,67024598.0,663807.3040683868,17857792.0,218031.96151162917,15686885.0,180004.18280158067,14439700.0,272469.96915960603
3068576400002100153,57070761.0,546073.7715640393,15022312.0,166955.42296711795,13503367.0,141710.2756511937,11416549.0,210712.87715672943
3068576400002100156,148404104.0,1404029.5812928986,38998751.0,412016.51765055314,34622845.0,345062.08811551624,33783368.0,595786.0976111982
3068576400002100162,164642815.0,1319570.3833209188,43285002.0,559683.2972905792,39130952.0,475384.637857393,38448572.0,561332.760277676
3068576400002100165,14101378.0,148289.94119374306,3615071.0,40502.223656520204,3305156.0,35550.37110754332,3320674.0,60678.50915587217
3068576400002100167,193553012.0,1726584.001391787,49872650.0,477657.20221832587,43623094.0,399319.2597106104,42039689.0,642392.1143767453
3068576400002100170,72223398.0,690158.7048405885,18484856.0,212985.61623897468,16172423.0,177508.84931950603,16236993.0,295726.4495173299
3068576400002100177,182197182.0,1680898.4794281821,48272966.0,511159.1195332991,42780027.0,426385.6525683013,36538928.0,654663.3548043177
3068576400002100179,20382537.0,151815.21664202522,5361297.0,46898.19045962146,4728700.0,38881.05487461403,4654554.0,63213.87166363202
3068576400002100187,18755296.0,135937.2797960274,5039067.0,62729.39407279946,4522737.0,51193.905255098434,4199309.0,61184.84118821887
3068576400002100194,58905298.0,572512.7627005249,15674565.0,168098.88014715648,13776609.0,141087.96718916183,13024623.0,236823.59587249046
3068576400002100196,60419664.0,527660.721442532,15866217.0,164916.997380847,13955840.0,131635.2126418254,11721960.0,205911.60334154952
3068576400002100197,65084189.0,602636.641205402,16959309.0,180067.24019313796,15090446.0,148431.78327036402,15780435.0,281589.38817419077
3068576400002100200,112977824.0,878119.813494494,29292782.0,264519.8615050213,25723856.0,225483.29221351657,25969736.0,367109.07845944545
3068576400002100210,77413366.0,720837.1160587206,21261380.0,230248.9451882006,19099858.0,185739.6267787324,17797602.0,326381.1558910345
3068576400002100213,54007478.0,469083.24888308713,13706255.0,151157.0643786997,12316277.0,127094.88833339707,13582619.0,235757.00134694247
3068576400002100216,193036070.0,1612679.3100407002,52064044.0,477919.3816623855,45743543.0,403891.7681979494,44080151.0,653903.5732226534
3068576400002100219,425247641.0,3828820.9346262417,109593463.0,1146095.567801545,98720949.0,959514.1895345972,100352038.0,1761266.5471067487
3068576400002100220,104163657.0,972286.026926659,27387255.0,288432.57032744243,24474418.0,244718.87804364838,25769001.0,471022.41883102234
3068576400002100221,56395257.0,440588.7567203196,15212950.0,154409.06918092814,13838457.0,137415.88064327004,13050882.0,168150.15296647756
3068576400002100222,68695931.0,523358.7808538234,18959250.0,240820.51148781137,17599950.0,220262.09858609093,16106662.0,230510.7402130341
3068576400002100226,183317430.0,1728446.6254252074,50762976.0,549131.0888484068,45718326.0,450331.53727081855,42065861.0,761859.2683098246
3068576400002100228,64803506.0,565231.820621105,16746699.0,186295.69308641227,14873164.0,155419.80305560515,14976295.0,256009.4766853566
3068576400002100231,71507596.0,537045.4756350355,19706638.0,246698.63802254677,17790701.0,199656.30083216424,16776126.0,239600.81895115375
3068576400002100232,288952198.0,2226469.086376681,78881379.0,969631.9130425444,70989897.0,792445.241386013,62833496.0,912201.334516903
3068576400002100233,73981882.0,667481.1104226384,19183368.0,216101.47519209306,17034366.0,181926.9283488579,16493974.0,290572.3835050175
3068576400002100234,365664490.0,3435746.945027628,93909083.0,1003892.7012496854,82640705.0,841139.0454611911,82430073.0,1463306.4962781677
3068576400002100235,235037498.0,2009338.6617909644,61995254.0,639892.282829097,55480506.0,521295.1218442327,49706644.0,870866.6466473814
3068576400002100236,77733552.0,701204.0559069302,21064796.0,223323.81887799277,19442942.0,191232.5989791577,14749939.0,265329.3210899469
3068576400002100239,127527471.0,975574.5688221969,35769603.0,316492.02953472745,31327477.0,261366.30358621193,29901019.0,409480.5879355885
3068576400002100246,123268734.0,1186144.88588696,33013216.0,349862.8451805922,29109912.0,293209.9407189094,27077413.0,495363.788935736
3068576400002100248,266799523.0,2506342.7919352474,72354874.0,781243.770858082,65877755.0,652493.6729764775,62215056.0,1125615.2791481272
3068576400002100249,148171596.0,1177147.8265255596,40658305.0,372181.3271924286,37661408.0,334197.91827821377,34912828.0,551419.0944459145
3068576400002100254,110257675.0,817098.2491282453,29424342.0,259000.01698014158,26302965.0,221255.7625176971,24098752.0,337266.1822724781
3068576400002100255,95609619.0,810351.8343554122,25078880.0,259979.34650273612,22708151.0,210586.26698226976,20881775.0,361073.7017037631
3068576400002100260,71562570.0,627490.0710701004,19468785.0,200965.1371967359,17604647.0,167678.82810068218,13616496.0,234615.1815944054
3068576400002100264,12762708.0,108562.53318598447,3349817.0,35253.37975564331,3033712.0,28341.724054656217,2989153.0,51677.72745905495
3068576400002100265,100318308.0,742317.0815348022,26830890.0,232477.67636552456,24003488.0,197892.6765644395,21430909.0,290821.6627510248
3068576400002100266,294951047.0,2622629.6998662464,79367783.0,829803.7334853535,72050789.0,682784.407084768,60746786.0,1068517.5724486937
3068576400002100268,148927173.0,1365215.9913572748,41066752.0,436677.4745878148,37671532.0,358433.56853870343,32415191.0,574273.1043141793
3068576400002100274,43317449.0,382202.8906893346,11786537.0,126093.77711643757,10771766.0,105496.13490890386,9469568.0,157892.6835144743
3068576400002100275,66966632.0,487097.9203636205,18276677.0,148583.03595633793,16542802.0,128146.91495664013,14265367.0,193861.14707077932
3068576400002100279,59974939.0,548659.2437100144,16238938.0,171360.9556196271,14572135.0,144547.01088020045,11435507.0,204206.148389977
3068576400002100282,143105522.0,1265476.1718273428,37796219.0,393895.6625109693,34044797.0,323257.1205220056,30515158.0,532475.882568533
3068576400002100288,97863924.0,893444.1485181574,26245292.0,295249.8682110084,23786781.0,250829.49283560776,17824163.0,314057.68531745457
3068576400002100292,18856613.0,168120.80999518794,5005511.0,52887.2496052319,4575696.0,44543.22208599207,4141842.0,72870.16719075007
3068576400002100293,16402531.0,135014.36274497022,4585648.0,59439.46057684763,4134398.0,49579.05385418093,3270853.0,47776.64989514882
3068576400002100305,155760144.0,1421743.201945986,41135602.0,462203.77556003915,37180609.0,389132.80406741746,29605037.0,513420.598397914
3068576400002100306,31641877.0,284329.124211828,8477715.0,89194.46079630154,7582072.0,72705.97972526132,6498392.0,112901.16985660384
3068576400002100307,94035014.0,839972.5623819306,25282207.0,270014.224324548,22882913.0,218301.24972122576,19124553.0,343256.3973634675
3068576400002100311,125880933.0,952040.0922735413,33680026.0,299151.1905896348,30441433.0,252771.88088416826,25257982.0,347721.68352909986
3068576400002100317,143198939.0,934703.1390829667,41195253.0,368493.46276372485,36456324.0,306012.7114712158,29399002.0,350158.5601028364
3068576400002100321,124090653.0,1165274.3265396818,32636135.0,367673.3130412738,29174007.0,313326.98647513945,24873324.0,438759.9563097501
3068576400002100324,86686835.0,633033.293835273,23260329.0,191907.2936083964,20985281.0,159437.5369396279,17364143.0,229604.67208085122
3068576400002100326,53940262.0,488859.46036898973,14539292.0,157644.96195837104,13283931.0,127908.30757304172,11673011.0,208837.41401423258
3068576400002100333,119520870.0,1118376.030726213,32300612.0,345326.42665787024,32193760.0,327530.2911713847,22978257.0,412247.60627388925
3068576400002100335,109029981.0,1007294.399783894,29115259.0,309147.0923786651,26414132.0,256962.75777890033,20831726.0,373897.3870783726
3068576400002100336,133455677.0,1063827.5553197123,36483880.0,330502.0347895296,33138054.0,286923.7332730741,28779161.0,423583.0668616593
3068576400002100341,48248216.0,363899.3509886385,13756322.0,175839.39909405663,12288850.0,142278.77683281898,11143630.0,160745.5450142375
3068576400002100342,47449989.0,445028.4063467644,13440312.0,138182.45016791776,11618579.0,116403.11369917261,9241328.0,158651.73803127458
3068576400002100344,187724425.0,1764250.6420206383,51283117.0,546484.5377354344,46532618.0,454151.0152986085,36992721.0,657326.4111685995
3068576400002100347,255428914.0,1700517.4871118818,73129130.0,680034.8006764716,64183997.0,564435.4204699721,56803301.0,713356.9499392018
3068576400002100354,162780340.0,1224960.5907436106,43560975.0,397181.30198695394,39575257.0,334546.44837795757,39743552.0,533276.5755954499
3068576400002100355,191544624.0,996120.3974816792,54827578.0,418317.20901544736,48575763.0,352436.17796413065,43943989.0,452113.5617646383
3068576400002100357,181637993.0,1044297.1484861334,48982808.0,377378.8163396827,44116875.0,319993.2352744879,38816966.0,422352.946883983
3068576400002100359,83089317.0,549129.7387371857,23504914.0,209529.64098978537,21186637.0,173665.4233413541,17547102.0,228783.73912971723
3068576400002100362,158081951.0,1121418.0007053118,45107025.0,451564.88157537923,40868258.0,382000.98047678464,32991883.0,455025.23732978175
3068576400002100364,158021674.0,1191850.6086252062,45590206.0,484693.8450344101,40247938.0,409070.53258422855,34075992.0,489490.4862806716
3068576400002100367,93625681.0,848492.69821809,24083709.0,311989.47424002946,21379605.0,260590.8068866506,18893867.0,326560.95347651653
3068576400002100376,72652220.0,720211.6250304253,21131340.0,286485.152362678,18764243.0,239872.68165097674,17645512.0,315819.64075842383
3068576400002100388,164301182.0,1280931.6928955358,43972902.0,483634.8688828371,39580751.0,411063.2552810513,37490120.0,545428.5765341454
3068576400002100389,44608687.0,414247.28333179036,12351895.0,163649.68154671494,11068376.0,135106.13919176153,9220839.0,162758.48877285575
3068576400002100391,106698819.0,856856.5153199581,30179488.0,326507.34114335885,26514384.0,261193.75288241298,23501391.0,323527.895774805
3068576400002100401,91850358.0,885977.6443236679,22855734.0,323359.4340682865,20549330.0,272735.3470978845,20875470.0,386629.6532737621
3068576400002100403,193574495.0,1855194.7228992986,53058617.0,689141.1522445448,47701008.0,572421.2080361538,36170004.0,620678.3601796182
3068576400002100413,109619267.0,981662.5967236734,30808260.0,402986.9757064359,27684757.0,332192.42670664436,21045558.0,353409.00245435926
3068576400002100423,14160870.0,133614.35043413934,3501149.0,45670.371054316274,3134668.0,37792.14783157596,3264336.0,55025.479810906814
3068576400002100427,88319832.0,782478.2623486671,24478168.0,310376.410657985,21938544.0,255689.22653070427,17685670.0,298192.33901291125
3068576400002100442,157088724.0,1332454.895679866,43504128.0,554960.7372482681,39297537.0,452510.28304231865,30842000.0,511376.3541183416
3068576400002100447,56096409.0,543409.3113676057,15632317.0,205024.93977570807,14249023.0,173990.88858013932,14438356.0,262160.4795556196
3068576400002100449,76462645.0,683556.9527384953,20823188.0,268768.62226971105,18936632.0,223567.57440568594,17596321.0,298668.3200091319
3068576400002100453,52351446.0,452143.64261463255,14382791.0,184838.35124417924,13006190.0,150471.95667473832,10713888.0,184932.40706073714
3068576400002100454,69592136.0,672947.5687617073,19174991.0,250685.24086619043,16887945.0,208034.92989795585,16429455.0,282827.6332503133
3068576400002100457,38719935.0,351832.19562444394,10565986.0,137679.1955978158,9581760.0,114087.72123589994,9763922.0,162051.064343184
3068576400002100458,135570204.0,1176073.0112988527,37213524.0,476205.8852039323,34087925.0,393372.5842672854,26314073.0,445652.19246885186
3068576400002100459,95238752.0,875277.0853643124,23400619.0,318025.54758180975,22010247.0,285228.86966292025,21899541.0,392466.06855885696
3068576400002100464,185709578.0,1677312.267144977,50793028.0,653885.9687851125,46185551.0,548771.9808205139,47597141.0,818033.9849759476
3068576400002100470,273316087.0,2331322.5531629617,72914797.0,760986.3835120185,63160118.0,650682.6557868652,66905100.0,948210.542928896
3068576400002100471,153942379.0,1339937.4300967925,43061502.0,552794.9240607317,39572792.0,454696.57812052395,30609756.0,528081.0467687866
3068576400002100474,172814855.0,1500512.5039730433,47088535.0,600250.7374299964,42830899.0,499388.28914278647,40488077.0,679774.0372065409
3068576400002100490,40102706.0,328896.38065798825,11245509.0,139062.5207640975,10267933.0,115792.76599278592,9904234.0,161627.99757086893
3068576400002100492,80628883.0,666092.6969735499,22672669.0,257429.3715561827,20456793.0,217045.78205079288,19725063.0,314066.35217305704
3068576400002100497,17297977.0,159087.10364045083,4929529.0,66567.67899902113,4527475.0,57618.999821252924,4396433.0,77599.70884888049
3068576400002100498,39404955.0,328152.1315357613,11051538.0,135295.001715643,10189167.0,116058.65261442238,9773530.0,151590.17851287447
3068576400002100499,129769214.0,1007499.4801998434,36828319.0,371688.65723150433,33178795.0,314998.5201446138,30801074.0,456441.53649785806
3068576400002200141,14755375.0,159359.9362420952,3892711.0,46312.771821274706,3493809.0,38467.78730879802,3311844.0,61707.051132041146
3068576400002200144,227728224.0,2279345.052245885,60243206.0,677062.575216409,53877098.0,566854.8066586922,45049564.0,851618.3306947887
3068576400002200147,53115313.0,528057.5427697509,14109012.0,159336.8698103062,12623428.0,132488.09700930837,10553470.0,194765.12664086052
3068576400002200154,92070977.0,920854.6494597547,24153547.0,271727.5071069732,21561922.0,229311.30370799624,18673570.0,350864.5973072374
3068576400002200157,57639809.0,441870.10783566517,15983431.0,144450.4553318433,13882162.0,123434.81487159534,11486153.0,157576.18248796673
3068576400002200158,47493814.0,451929.34006568854,12828056.0,141429.66765475806,11328175.0,115139.20587236376,9073175.0,166809.46517552235
3068576400002200160,56955968.0,563697.0832786568,14722369.0,164199.38861547806,13225971.0,137855.46969481095,11493735.0,214111.65205976914
3068576400002200162,125125329.0,1022509.6116983354,33324516.0,309985.7009045727,29392896.0,260661.41362768138,27266671.0,418990.61182287557
3068576400002200164,99502594.0,653357.4323445675,27207142.0,263091.48512000433,23725575.0,214782.27619751362,21670208.0,268736.3446191086
3068576400002200165,145545464.0,1385796.899707016,37022269.0,430065.25307841215,32007193.0,352348.7475133437,29251982.0,515231.5544655619
3068576400002200168,87078190.0,900356.6599191386,24461341.0,272086.51103401196,21009949.0,227916.61394960555,18452212.0,348198.7483910539
3068576400002200172,50934982.0,504258.5234854347,12998705.0,147193.20683280355,11757978.0,122889.32925637417,10712237.0,200674.3901081405
3068576400002200174,24364757.0,196534.40228378546,6455382.0,88703.5154455744,5741219.0,72071.16327823626,5500723.0,84108.331730807
3068576400002200176,48393853.0,460794.815204382,12875220.0,143208.35224275998,11474968.0,114813.20007695982,10060792.0,186610.40752501157
3068576400002200178,151657950.0,1486811.737810912,39128989.0,426909.09553171974,35119306.0,355405.97625132365,30419264.0,551851.6725986623
3068576400002200184,139611003.0,1305254.9643574343,36970529.0,396763.9012068722,32694953.0,327473.19620917994,26922595.0,490417.48528188677
3068576400002200191,69027230.0,594199.97453356,18145493.0,176705.75297481875,16152931.0,149416.84471272962,16657374.0,270086.14006274403
3068576400002200193,143907917.0,1306919.4043937398,36867356.0,420436.75533404446,32735570.0,346703.00099893333,32553174.0,601802.150678657
3068576400002200202,179179495.0,1619512.2589603686,45826672.0,487039.8423594465,41105235.0,400402.4440345346,35711792.0,639918.5040571116
3068576400002200204,45262881.0,431644.98542034766,11962915.0,125672.5537972299,10581489.0,107355.96465532055,10559046.0,195864.64121595552
3068576400002200205,74258403.0,660555.6124890441,18715185.0,211935.49690642193,16700689.0,176632.87684842115,17409224.0,311960.2596088707
3068576400002200206,30947778.0,242424.4442037291,8345329.0,109794.15601927496,7566046.0,91312.06258288716,7652430.0,112079.80393768424
3068576400002200210,137673645.0,1318573.0118808737,37333292.0,407379.8204602449,33767209.0,338035.9009832295,31405911.0,576407.8797728706
3068576400002200215,108095384.0,949817.0273568196,27893483.0,290551.95974928094,24696418.0,240875.26765823198,21853972.0,395214.8681687934
3068576400002200218,137740035.0,1218747.6381410526,36285912.0,378947.70007882966,32345717.0,308952.13809485605,27136778.0,474714.9180450381
3068576400002200220,279147598.0,2317312.49160584,74001642.0,925759.346337013,67066001.0,765490.0391700453,63648080.0,917171.1892918511
3068576400002200221,111753715.0,1010937.9575727998,29548387.0,313253.401964804,26750909.0,255606.69857550735,22786505.0,407931.2522233663
3068576400002200222,114013552.0,1006973.1337258115,30070922.0,316860.9182112049,27209716.0,259791.49724748166,21448594.0,385925.30875454086
3068576400002200224,28285119.0,264460.2529525906,7100199.0,77465.96937667421,6300719.0,67015.69597104832,6437396.0,115021.96558159422
3068576400002200228,53484550.0,499829.2973843871,13789016.0,156504.75976800878,12026763.0,129964.34105000582,11947785.0,217575.72696992254
3068576400002200232,44451165.0,326990.14337968075,12193081.0,151617.23060829856,10976313.0,125348.77493672908,10279728.0,146204.64498263953
3068576400002200233,142544420.0,1286225.0120224268,38230408.0,405803.58399635035,35007672.0,345720.60516776424,27694930.0,499041.0511757346
3068576400002200235,209902366.0,1802049.7384665646,55112057.0,568944.5343794278,49502989.0,463394.76698075933,42975352.0,755349.2415030556
