,DAPI_raw,DAPI_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass,PolyT_raw,PolyT_high_pass
3066904300004300006,1134492682.0,42894656.24561654,24571178.0,218837.51918068214,100635458.0,611587.6943552565,931506078.0,3197911.616157829
3066904300004300009,781522626.0,39574058.098064,18370835.0,164162.06519582216,73433514.0,462883.6744091295,691357666.0,3295272.067698275
3066904300004300018,1847125391.0,61219080.38295048,37379553.0,321475.6092334094,172819206.0,1160237.2984673555,1337246018.0,4728884.252810134
3066904300004300019,702656304.0,33048016.90754032,14319545.0,122100.33398366973,55961532.0,325584.7227983455,492203208.0,2862395.879907714
3066904300004300024,1206722703.0,46251968.320525624,27350970.0,238019.38640763893,116829179.0,779155.7646807038,1029738490.0,4593782.0194217
3066904300004300025,748578492.0,37855304.29786721,15967520.0,137619.0173046064,66450974.0,458179.0717653048,525667093.0,2641254.6179807293
3066904300004300029,296004914.0,21327886.12724665,6026857.0,51001.86065240243,24453297.0,121981.40109466162,223508680.0,1500735.6487483042
3066904300004300031,578805897.0,34115334.99302276,12337977.0,105323.02446124984,49223625.0,338551.3450032699,434848622.0,2177149.3480286356
3066904300004300033,832318384.0,17702074.990583517,17131358.0,152379.81351950782,63472373.0,424666.804846681,560753172.0,3280423.6090123057
3066904300004300038,674847391.0,35105204.26317768,14449081.0,127088.9863407621,58038313.0,417531.8216514628,489605651.0,3415478.603241397
3066904300004300039,574545306.0,25393528.53320385,12152387.0,103488.02384486372,45482798.0,276668.48897681374,397679179.0,3485799.176340143
3066904300004300041,1485713387.0,79940276.92370966,34813342.0,314585.01871868776,140201204.0,790281.4589933532,1291022034.0,5455440.689767549
3066904300004300042,340047238.0,15367615.875844005,6973685.0,59892.72786858199,28861740.0,191816.41762083536,245498935.0,1310247.8457758261
3066904300004300046,328953722.0,11041325.04533318,6269399.0,60356.69626877634,26233125.0,198305.12051169857,221407556.0,1722740.5398629692
3066904300004300050,815937753.0,40285045.13123781,17566729.0,147890.05727974663,70596216.0,431141.48813449015,611653915.0,1975596.5164937165
3066904300004300053,998043855.0,76324231.940167,27253671.0,256722.46681597838,112965328.0,735735.2111919966,1012167276.0,4045064.163071786
3066904300004300055,1153960955.0,54401175.20886387,27093345.0,232991.6608515269,114586507.0,719328.733745593,947350579.0,3597114.8913623635
3066904300004300060,930382812.0,75736350.01983479,27119733.0,232537.82959088168,116961545.0,744215.5430148132,986772460.0,3667898.2618985483
3066904300005100010,154005332.0,2497076.010532185,52871614.0,635501.3050319826,58817188.0,745026.5841756936,251535464.0,2356820.826509278
3066904300005100017,217138312.0,2473781.4982749573,44578542.0,551669.9923975087,54260676.0,649648.7718187216,240897596.0,2029538.5969806607
3066904300005100018,266264477.0,5048048.689064929,53595825.0,796023.5518009699,67530433.0,1067471.962615565,290858295.0,3761651.87834251
3066904300005100022,587886667.0,6435417.007004778,134319865.0,1607962.9087871034,157632174.0,1770687.4839944392,668595216.0,5333798.605340983
3066904300005100029,88044742.0,1809113.6688977196,136370177.0,1778556.027872104,144659380.0,1860899.6968226964,522313441.0,5514096.8913472565
3066904300005100035,148890165.0,1953576.6609982848,151723540.0,1336096.1357682296,153274292.0,1279032.7002334858,640580656.0,4672631.340579832
3066904300005100055,30358049.0,394420.88316599815,27998775.0,327192.89301097055,28811952.0,315379.58109191974,122967528.0,854399.9036203086
3066904300005100058,16782261.0,252119.4226296349,17159673.0,247738.32751235206,17695000.0,239135.25086107646,75219916.0,596047.3272163607
3066904300005100059,4020926.0,58912.204563334715,4238656.0,59924.34666125402,4394233.0,59672.4141626817,18642959.0,150391.14138273857
3066904300005100063,17599451.0,265743.132300972,18500557.0,265706.6865372295,19261694.0,253518.67676255145,81436715.0,662723.4300954137
3066904300005100080,7397566.0,88467.58196137936,6200198.0,74360.38142634204,6480612.0,72080.54851695625,28179940.0,192380.9402073928
3066904300005100088,13705515.0,153864.74731117947,10290950.0,118114.32658881314,10826292.0,114674.10110293527,47515919.0,306690.55675243295
3066904300005100101,341054637.0,4278961.072458625,32679524.0,396859.23060380085,47689219.0,569390.3641570134,327129603.0,2764465.1346179345
3066904300005100102,211152919.0,2292535.285241048,24999277.0,239601.66882477351,48284362.0,592949.8055474297,328361265.0,2796913.223683467
3066904300005200028,4307573.0,82345.20912334029,5776620.0,69605.96838730326,5877481.0,66879.9524104333,23688994.0,224472.57201470784
3066904300005200033,16131445.0,298957.9488074793,25894173.0,376681.39449314337,25523819.0,359254.28631640197,103761804.0,1037032.2478065693
3066904300005200046,6579602.0,142025.8601797578,8319356.0,111824.75542560597,8639757.0,111361.17256236654,35030724.0,402433.7039200254
3066904300005200047,40156380.0,631893.9605329038,59118270.0,703955.2000871452,59043795.0,667079.0935581864,239327326.0,2045476.6626525018
3066904300005200049,94286787.0,2000245.0567667978,116242195.0,1569269.381380219,120960522.0,1522864.728158519,485656607.0,5605811.78820158
3066904300005200053,6010987.0,111239.5056715808,7885192.0,93374.21477048399,8096382.0,88835.02460708596,32344228.0,314789.1346064999
3066904300005200054,7987342.0,119749.4372160678,11461343.0,134903.95794909887,11478555.0,131404.22163061477,46888007.0,389049.8812254187
3066904300005200058,22390411.0,471649.16376660595,26729246.0,355246.93760635157,28018690.0,347008.2750446028,110091374.0,1276922.5855694525
3066904300005200061,6058221.0,114401.87899315554,7347168.0,91677.52792132043,7598497.0,89207.77017892676,30022153.0,304179.3561608958
3066904300005200063,59212440.0,1220420.5848109983,71313052.0,941457.762482384,70421507.0,873538.1253345059,293122254.0,3227350.615633399
3066904300005200068,7627995.0,139372.07425703085,9766450.0,140123.83940651623,9834843.0,135869.6936681915,40625317.0,394566.5541722445
3066904300005200071,6488348.0,123963.97534114281,8064868.0,118159.02165174515,8138293.0,113698.5666606458,33623587.0,335519.19703139795
3066904300005200081,15768792.0,250989.30897521466,19660626.0,238053.73701322963,19873078.0,228972.4064723759,81518494.0,706675.2918117467
3066904300005200083,3147483.0,64315.72450804325,4042990.0,52526.395227122914,4228934.0,51139.57801561249,16391022.0,180716.47884216954
3066904300005200086,38304474.0,808524.2575343715,49248700.0,644069.0709838308,51544508.0,617857.9817110858,195806242.0,2141307.105571149
3066904300005200091,31175296.0,521409.8910090883,39457757.0,504887.8581541228,39638877.0,489735.387133474,163481778.0,1472240.935044672
3066904300005200095,9736336.0,209593.83911210435,12291626.0,162089.7235802518,12803146.0,156492.2852044072,48498815.0,544487.692129187
3066904300005200102,143254529.0,2693615.2930594957,34902452.0,464385.4329820055,41508905.0,575449.3531228685,175090509.0,1841931.490712877
3066904300005200104,18677042.0,394273.2823237315,24712880.0,326402.5702384158,25812478.0,310024.8628474381,95645835.0,1059844.0157645855
3066904300005200109,357909991.0,5666878.231200096,84284407.0,1120199.559465981,102929234.0,1368351.235360156,439586506.0,4425895.795467237
3066904300005200113,142744733.0,1730039.1259794568,33588022.0,394392.6193443929,38853685.0,445308.99467875075,173552271.0,1398399.765204327
3066904300005200115,5701824.0,118725.7976763685,6970114.0,93835.85290152073,7362268.0,90525.32367865843,27148572.0,299525.10807913134
3066904300005200116,29955749.0,625798.6837146054,39392152.0,520986.3355280628,41105892.0,488211.23593966744,151893054.0,1650024.948451585
3066904300005200121,30516516.0,464391.68858177244,41226376.0,472909.6225566713,41421136.0,444032.0588216842,164357747.0,1344114.4963573178
3066904300005200122,423529039.0,5199249.678795199,91435877.0,1151309.2283118758,110362680.0,1297178.2230972836,477539458.0,4366053.277049134
3066904300005200124,266934342.0,2486503.0693772887,49917816.0,618173.8110536747,60587671.0,635354.6614129585,265507050.0,1972691.4267694065
3066904300005200128,7149143.0,128871.50851157699,9204246.0,106484.94057970373,9652471.0,102524.42943429161,35749375.0,332119.0492376139
3066904300005200138,4400129.0,91317.18652995347,5614681.0,75596.03990838479,5965924.0,73427.98071125739,21891559.0,243935.8945391823
3066904300005200142,11042613.0,230725.40027922337,14250891.0,223119.33570616017,14947889.0,212923.45887384954,53338145.0,618159.2732264639
3066904300005200166,19863249.0,315989.8738482102,29671713.0,364868.83486643626,29803987.0,347740.96320895915,117943201.0,1007995.2564925249
3066904300005200168,10175063.0,215910.1263114478,14318313.0,190317.78650092642,15262907.0,184915.34854421474,56398427.0,629441.7989649579
3066904300005200173,9061982.0,191012.11804405303,13315584.0,175149.39961994777,14065483.0,171915.11078785468,51831960.0,583714.2056347547
3066904300005200178,3005019.0,62022.16070287955,4608930.0,62771.15426350705,4887523.0,61967.13183509548,17704485.0,197855.8252556895
3066904300005200187,15822147.0,265976.35209427023,24982434.0,329189.60981699656,25124732.0,312933.3346443965,100371629.0,904236.9577301318
3066904300005200192,3307769.0,66944.20673627668,4917647.0,67293.08835742371,5145878.0,65435.96600159751,19037023.0,213910.90375194707
3066904300005200195,3855369.0,54304.004591255514,5942247.0,60932.29226150672,6049057.0,58141.36398026075,23163425.0,171946.0040838319
3066904300005200208,12168367.0,201505.53614892828,17947343.0,196998.69815279258,18645175.0,194275.4896250827,69326935.0,601826.7182259955
3066904300005200209,62931771.0,1307384.0093099517,91575076.0,1213677.6515387725,95398832.0,1166405.5542771758,349511263.0,3866329.238976904
3066904300005200216,31179888.0,640137.0616684468,44823836.0,600032.4271860153,46290693.0,574963.3297241789,168534980.0,1906480.0728865555
3066904300005200229,54932472.0,909253.0330576646,76901378.0,894863.309875337,76952463.0,856465.1843197995,302465684.0,2552538.247029918
3066904300005200232,301037064.0,5043346.891831285,365265254.0,4370098.298481392,380503047.0,4255964.524613656,1458888237.0,12949210.176326219
3066904300005200238,2492507.0,45602.591954293945,4001134.0,57678.855476934776,3877905.0,54005.99925928969,16309588.0,157435.31249662946
3066904300005200244,241574359.0,4138210.2653515656,309805009.0,4122878.8656870043,319914125.0,4006922.9672034783,1151711843.0,10285828.446258845
3066904300005200249,14799675.0,297900.2865213963,19012011.0,293689.09536044375,19732546.0,282341.2213387346,71903406.0,750462.7636522407
3066904300005200273,19161650.0,282517.90201859956,25640824.0,351543.4333182424,26433817.0,339376.7622982904,109476265.0,849283.965747044
3066904300005200274,141036157.0,1994044.1594846149,199342515.0,2350572.108559449,200904552.0,2275455.8370541595,781570822.0,5804564.804518894
3066904300005200275,216171470.0,4053657.97866821,277890768.0,3988087.68293355,283175575.0,3811041.997853293,1050588792.0,10752789.247184053
3066904300005200278,22776503.0,325816.54913693265,29129333.0,398506.1910603117,30517705.0,381920.52249064017,124678066.0,915188.1914825321
3066904300005200282,12135332.0,229255.9151484709,16500447.0,230973.93064046753,16948053.0,224141.33202504026,64253972.0,645882.2172425599
3066904300005200285,470660097.0,6657879.002156362,399854236.0,5582187.729241461,422853528.0,5409767.313406179,1816247276.0,13939106.323836908
3066904300005200287,6563743.0,124952.9666362255,8696638.0,122492.34096592043,8763505.0,115855.4981616427,33401148.0,345035.11606016796
3066904300005200299,67579577.0,942550.5209087436,90029877.0,1019703.3959960623,91366766.0,982725.8582313099,355849521.0,2628228.2393537844
3066904300005200302,17520120.0,328011.33465328603,21293536.0,306095.96898113785,21747420.0,287712.5109026409,80078066.0,825983.8980141819
3066904300005200304,23410503.0,430565.9942838681,29124491.0,415971.1078695316,29906565.0,395356.63389282476,108929668.0,1137541.1982533124
3066904300005200309,8188099.0,170165.7972417145,5624839.0,77094.02047714565,6078979.0,76546.91724836583,26566233.0,207263.68877891934
3066904300005200316,547198537.0,5824484.777863426,48699309.0,653639.1881935368,77742439.0,1033588.7650642353,523451664.0,4148557.97486381
3066904300005200317,1644339575.0,13628182.56426112,105727112.0,951416.1316018787,219993426.0,1861712.9157657647,1853714633.0,10718275.031329134
3066904300005300001,401143305.0,5089207.317225506,100550973.0,1230849.6016906984,115752003.0,1381943.832844283,493976893.0,4288153.646412539
3066904300006100031,3788372.0,85082.98023499078,5507548.0,91963.42970176645,5464447.0,90491.34485539733,21916685.0,246141.6104895409
3066904300006100070,5062621.0,77765.60229501518,7607526.0,95220.3171904351,7563689.0,89826.98542084225,30608376.0,253109.6651558176
3066904300006100076,25812735.0,425501.9835671979,38213772.0,446367.4785688519,38840638.0,426753.0231810227,156854219.0,1359919.6095507126
3066904300006100084,6493303.0,144821.45769700521,9891535.0,164768.2898916181,9827973.0,156591.08201832743,39679122.0,452442.2554343635
3066904300006100090,8722664.0,133084.40470485325,11610030.0,128996.75603594891,11756579.0,121875.31439966834,47435105.0,388338.2303473871
3066904300006100092,13743174.0,230395.09735172256,17343213.0,208494.81589970234,17763655.0,199976.4962781197,71821478.0,656415.7981868682
3066904300006100093,8201029.0,178131.14674284984,11102441.0,181736.63050299406,11241450.0,175826.97165304807,44935127.0,504018.6034282871
3066904300006100099,8999858.0,145068.99135462818,13655871.0,153912.62669076587,13924359.0,145976.96398329784,55571613.0,455828.5061998491
3066904300006100100,7742387.0,164724.84018969588,11661616.0,183754.9257335708,11881435.0,177881.8419265422,48029774.0,519793.4702450247
3066904300006100106,13902889.0,222929.2006088785,21700106.0,242298.77361717477,22969434.0,240648.04645379816,90033498.0,751981.4078831436
3066904300006100109,8910383.0,185758.97466141434,13071277.0,206315.46592703543,13258614.0,195075.5966437645,53780986.0,577828.4893942614
3066904300006100117,11441289.0,185882.04839513003,17423399.0,193924.39334709046,18252556.0,189459.24855739734,72607161.0,604103.1275323079
3066904300006100119,17908478.0,289090.2663259523,25638711.0,286942.12348176976,26354988.0,270723.80255361745,105980365.0,884576.1210367521
3066904300006100122,15263904.0,230676.09488809874,18835713.0,210445.5850509412,19503798.0,199023.22465554593,77582119.0,616003.7242101765
3066904300006100140,16610852.0,345514.3194228456,23863676.0,365089.6981064287,23988004.0,349435.76228692353,97751685.0,1034088.9922523784
3066904300006100149,19992759.0,411952.19950661284,31765400.0,485392.9707621677,32121985.0,450140.21314749424,129855375.0,1350933.4037144142
3066904300006100156,17225472.0,282497.6423937235,22184904.0,247023.37168513006,22980680.0,235470.72203772116,89420248.0,748262.103587972
3066904300006100158,22108451.0,467219.16563867877,26364134.0,418053.51066454325,26192524.0,397388.0787505738,112168281.0,1236130.2122862374
3066904300006100159,11783024.0,156658.6509559995,14504386.0,137667.42164444586,14839376.0,133245.76861924696,59249115.0,428330.9325576847
3066904300006100170,25617332.0,519834.48507137,40060933.0,607250.5427583575,41451492.0,571367.9537159058,160144756.0,1636096.530045376
3066904300006100175,19843860.0,325270.8899686982,25078343.0,279858.0406364241,25883146.0,269402.67361225607,99218604.0,845834.130761133
3066904300006100176,40267327.0,649048.8470862458,61758565.0,667542.3175203645,64307375.0,639376.363595841,247757322.0,1974165.602756585
3066904300006100177,20458252.0,416311.8203928673,25054274.0,380775.43390776863,25163968.0,358361.6155614667,102957130.0,1059596.388900233
3066904300006100178,23460685.0,379032.3984350307,30741033.0,337961.6925977573,31580169.0,318247.29804685916,120832729.0,1005449.4111515476
3066904300006100179,34051825.0,552106.4773727705,46085948.0,505612.07478163234,47493467.0,478192.53797010385,180237815.0,1480015.7658619974
3066904300006100180,44998172.0,910373.9157631198,61443855.0,921192.3313201191,62790688.0,854597.5891735714,250480475.0,2458535.5301194293
3066904300006100183,9718088.0,194631.57935560838,12571422.0,187994.9773464671,12573369.0,180437.04340511307,50485392.0,531981.6575282295
3066904300006100184,13678870.0,274450.6898780265,16701790.0,251881.59203847914,17143437.0,240295.77265562033,68102392.0,686199.032123463
3066904300006100185,34410895.0,547402.6867191514,43545911.0,471055.817609082,44566596.0,448942.6086193548,177557205.0,1413498.5882037026
3066904300006100188,13118640.0,263126.6830942108,16501223.0,247862.69888517598,16843288.0,230217.1274576296,68136247.0,670680.2257633609
3066904300006100189,3313533.0,65790.12496467217,4218502.0,61987.12345807762,4360714.0,59215.41558824275,17347024.0,169168.2728442808
3066904300006100191,34392752.0,540391.8775558528,51818844.0,551154.1501398246,54274066.0,522096.4191941493,209077839.0,1597030.8218054029
3066904300006100195,36433841.0,732433.85118162,55854711.0,835570.7126421996,57381560.0,783266.7950146317,220338785.0,2206038.8902127366
3066904300006100201,8020100.0,165973.38071504573,11173405.0,169875.3505258093,11272106.0,162771.4796485756,45198531.0,469740.2223357283
3066904300006100215,37935015.0,599537.0449231283,48765750.0,518849.90423509025,50338344.0,500087.9852546774,199234754.0,1561135.9756363216
3066904300006100216,26230614.0,532347.2363114534,36641562.0,553326.7055254441,37900419.0,519895.1807459309,148046516.0,1496294.8408927107
3066904300006100217,37703441.0,751041.9961226715,46456097.0,695676.5206483605,48107618.0,656692.6123410658,191215444.0,1908973.610749449
3066904300006100218,28067825.0,444908.0672182351,38765746.0,410674.13278345333,39979418.0,389426.2464654628,159394621.0,1247344.539386336
3066904300006100222,2349729.0,38397.18382969013,3388903.0,38225.05459459086,3471333.0,34654.4623620979,13343501.0,112624.8133662088
3066904300006100223,20966177.0,343688.0540823763,31092888.0,342017.5554880762,31592508.0,315103.7158401068,122157528.0,1001780.1328338812
3066904300006100225,17780438.0,270464.3424560583,26920180.0,308906.5006822803,26551858.0,289554.67265208816,105798120.0,857289.7480468384
