,DAPI_raw,DAPI_high_pass,PolyT_raw,PolyT_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass
3065666700001100061,1159873601.0,96259969.25214061,1008371793.0,4280252.867709278,125219555.0,915408.0198810466,56169569.0,581617.0092907306
3065666700001100063,982262715.0,99608231.46336192,1019766152.0,4812211.20496371,138298394.0,1059830.1862651433,59965610.0,682339.711269558
3065666700001100064,508131709.0,53809040.61439206,477583833.0,1761555.0956853626,67677812.0,501384.0866392653,28002860.0,284762.55142559105
3065666700001100068,899219072.0,92823870.05742279,944405405.0,3536300.323733663,131270657.0,936883.1210433173,48622210.0,497762.2609584925
3065666700001100069,2124033441.0,11572606.198440049,1106931241.0,5911021.928383353,152803284.0,1347275.4990301013,73650999.0,712238.449570172
3065666700001100073,791464432.0,84412555.16283692,634211430.0,3028284.3669956187,86603196.0,686493.5686111279,38985297.0,418477.4518550503
3065666700001100074,343864776.0,20861957.99221857,253459109.0,1302738.755588519,33885500.0,278333.0516821459,15221660.0,176943.90866899566
3065666700001100075,873885076.0,96080741.44677362,832300483.0,4164590.9299270413,117580952.0,869579.5491110086,49397144.0,512691.2880488439
3065666700001100076,1023198618.0,96422236.39594418,1069158817.0,4698455.267402412,137714689.0,1184661.22866409,63904689.0,673677.2914235897
3065666700001100078,682167096.0,57265324.62304306,561823897.0,2599185.6742330994,82878869.0,596698.4425150445,32493266.0,355854.0511580616
3065666700001100080,811497614.0,81936268.9713277,547297749.0,2736692.0441772263,74774048.0,591188.7773508329,35919020.0,386340.19034704036
3065666700001100084,858060467.0,51662224.84543984,481948129.0,2057049.7353250785,70043253.0,550119.0908472796,31174097.0,320359.69823124283
3065666700001100088,1660888086.0,10342769.718523346,749931823.0,3200266.9413610534,111959404.0,925941.8842740962,51665824.0,545026.8468834669
3065666700001100091,1892109732.0,10828875.616314275,940301227.0,4580464.097905265,119062240.0,933659.3888667781,55437504.0,621072.2231327394
3065666700001100094,1072849677.0,5976644.285065504,520872596.0,2176217.9038180443,69835915.0,535579.8739980189,32931291.0,340340.8704607649
3065666700001100095,966329575.0,73390772.36852063,843884101.0,5172987.65871818,109967550.0,865748.2723906004,42951738.0,449204.3072363364
3065666700001100096,2400567438.0,10448838.129117362,1234994255.0,5278747.029237835,166108782.0,1376678.4053210611,79527392.0,692933.7388601436
3065666700001100098,1105911866.0,112362303.69089225,1463249407.0,5948589.879481876,194925589.0,1488813.3027449977,73264610.0,780245.0650473415
3065666700001100100,1049171486.0,94697586.86867085,827351819.0,4705187.309946622,122631837.0,949246.8298462727,47710578.0,521491.8954197691
3065666700001100101,622917756.0,2822564.4441604847,349771216.0,1433923.2524078994,50520042.0,400490.5076289712,20654055.0,216055.67734352214
3065666700001100103,739462054.0,75809335.3360472,659011875.0,3100027.6363477143,81049414.0,642114.648392228,38453149.0,396935.68871941476
3065666700001100105,1259951530.0,88886717.54228172,1072168256.0,4913978.4620524775,142460448.0,1149143.2323991347,55138093.0,588060.1359464072
3065666700001100106,821877955.0,76633434.74326052,862171774.0,4138160.9473435427,113460250.0,849545.5148877362,44014517.0,469891.9836700401
3065666700001100110,861867386.0,80145084.19749089,748519346.0,3814205.0625523506,104326518.0,778241.8130774025,40363930.0,444523.6797677542
3065666700001100111,2772446398.0,23422554.615011748,1491437717.0,7579244.436706465,187039132.0,1627193.3730783432,101303441.0,900520.609867791
3065666700001100114,706381961.0,51056016.041126534,631857544.0,3466119.299101299,82288295.0,639949.291241724,32883334.0,352877.18735068396
3065666700001100118,2307914420.0,122018097.50842518,1152057993.0,5525278.514856243,162103981.0,1397540.8949127477,82404001.0,887966.720634097
3065666700001100119,627112015.0,63089057.39987874,589117209.0,2534239.006278674,86625792.0,758278.2130016705,34040896.0,365465.6389959089
3065666700001100122,845039544.0,54451862.34524398,628531982.0,3100045.080964491,94674296.0,754939.5512944653,37766625.0,391327.81126468634
3065666700001100123,1699392993.0,9560128.421333227,756979908.0,3025794.5436288416,110339218.0,811076.5927480675,50472393.0,522573.0792488241
3065666700001100124,990260736.0,71148611.23443687,792965836.0,4528125.142352894,105514206.0,882541.1643483442,42582281.0,487294.20220192504
3065666700001100126,1052399386.0,71008230.69417848,579285574.0,3662514.8559110896,89685891.0,878150.0157619773,39368048.0,422033.83211634646
3065666700001100127,2219256730.0,17543759.472724304,803711560.0,3841109.4453707235,122651016.0,979501.460778666,63337552.0,648531.4980527927
3065666700001100129,791688948.0,78695940.43098488,1017617782.0,4476244.607491389,132244399.0,966836.2378298299,52329585.0,531117.8454774506
3065666700001100131,1463881127.0,103743577.48703223,1012873352.0,5843126.586571912,145030712.0,1258422.289028524,68002909.0,678829.5982300177
3065666700001100132,2637765476.0,16459304.61582478,1749194692.0,8407537.882310778,217974375.0,1942815.5765267,104610044.0,976757.5696128441
3065666700001100133,3133461302.0,211073798.00817785,3524773365.0,15946197.630769154,424931810.0,3450613.775712076,170461860.0,1555699.2255659052
3065666700001100134,946927488.0,71159362.84972975,1298843061.0,4765071.058690342,178268972.0,1231516.5561942416,68523348.0,617356.41083317
3065666700001100140,408520168.0,39857045.99094098,541858195.0,1748207.028861683,79789143.0,611604.5350512299,29217846.0,237136.7386195269
3065666700001100141,1116655469.0,67448213.59935391,944293007.0,4373810.197262174,124382093.0,777839.0517155493,51242105.0,405734.36144876864
3065666700001100144,1365515270.0,117104689.4051922,1467417329.0,5353672.97562476,207737412.0,1529145.3722381808,75614796.0,625715.552339521
3065666700001100153,2325471844.0,22991571.482506048,1449607987.0,7884070.95601574,185937388.0,1685898.296665617,112627316.0,904504.8652030458
3065666700001100154,1026568105.0,89630712.76877482,963018177.0,3886006.068875841,136931829.0,1171688.5506666307,63357477.0,667231.360177737
3065666700001100157,1969894704.0,129870366.87297246,1787253337.0,7888981.512981443,235662661.0,1995966.7917779179,93031540.0,1023449.7504061771
3065666700001100161,832084694.0,6590432.842957875,886038872.0,5664810.645030021,117486880.0,1145399.694799671,79718778.0,716168.8129318977
3065666700001100162,1345704703.0,117433534.57618971,1226468721.0,6043193.962097016,143430554.0,1302142.5664059618,61784135.0,675815.2036339069
3065666700001100164,828558339.0,97996011.39870745,998127677.0,4395131.4876741655,152682475.0,1394203.0041477866,65837017.0,702728.1446624364
3065666700001100165,1567576425.0,102902230.04768962,1013397657.0,5164727.607892787,145128720.0,1237088.4828907764,61569763.0,657372.789231325
3065666700001100168,1898600872.0,91228439.42831159,1028143789.0,5440206.372904611,139281857.0,1369216.3067863921,65763262.0,737771.1961675362
3065666700001100169,3449719307.0,209978280.36181855,3633643205.0,19737605.839571998,311385366.0,2987666.9474151675,185184363.0,1988914.6457761738
3065666700001100173,1118232052.0,10332376.97915351,1235413991.0,7873224.026082904,169544657.0,1543099.3981800992,123573477.0,1085179.7785025083
3065666700001100174,771738010.0,66441170.135030076,654938530.0,3077415.6167175225,95180278.0,802930.6478910613,44983958.0,468291.8914387772
3065666700001100179,935535830.0,81665979.52283421,684500578.0,3571830.562541505,87335199.0,850221.0165020681,40901387.0,452318.9885508339
3065666700001100180,606125330.0,73958232.42750987,510504572.0,2765469.354382306,69049560.0,568719.0263323124,34488019.0,358070.0585341638
3065666700001100182,1704193785.0,133148444.48208024,1293609069.0,7758573.756933939,166828950.0,1612894.928487754,84615634.0,959481.4937281832
3065666700001100185,923140182.0,5319752.987567116,436342987.0,2192736.848744664,69830809.0,628841.8011506598,41676856.0,433097.1666871505
3065666700001100188,402615956.0,5603130.814310428,609040886.0,5437847.869984168,132362561.0,1315593.067328404,104921714.0,929054.9192251214
3065666700001100189,1906463597.0,13086505.024623211,941690579.0,5131713.434269902,150915816.0,1464382.8715828857,77940094.0,796085.8330086418
3065666700001100194,718313771.0,71745134.22564726,512538516.0,2254118.0119775254,67380325.0,560375.2477372969,36697203.0,398903.06210350397
3065666700001100202,593001999.0,54728670.98084761,502796709.0,2453486.958094864,65926724.0,518076.9513456576,36631517.0,384509.128934619
3065666700001100206,841401977.0,99660517.33880828,725338762.0,3433266.841980552,93583591.0,801560.2199399205,51962161.0,572686.110695977
3065666700001100210,408834749.0,4966923.204655337,655683496.0,4577781.596545562,112723360.0,1028674.5951307204,83422798.0,729263.1643226125
3065666700001100213,3476374234.0,18433236.483597275,1669268566.0,8245120.852764227,208398766.0,1887774.0519782142,123977027.0,1297920.3184984047
3065666700001100215,714145258.0,69358827.24893315,453290528.0,2347756.3087586323,59558757.0,502401.61612167105,34379235.0,356394.40088744176
3065666700001100217,1696334528.0,36454501.72730351,769348259.0,4034057.2750549484,89705093.0,808029.4475497619,52825842.0,590646.1080392646
3065666700001100221,87491731.0,1227778.7257447366,125446609.0,1189103.8765851685,38478865.0,377014.77765618626,34149760.0,297799.23190407344
3065666700001100222,112259750.0,1406857.7285066096,142404082.0,1179670.2368673524,41992885.0,394223.1170050121,35487376.0,304375.3865449972
3065666700001100223,926872089.0,121371918.9868767,505552971.0,3973238.8408373827,71070549.0,712151.8174626322,36836377.0,389519.05733095494
3065666700001100228,91708742.0,1361296.1416420694,145826962.0,1472810.070962367,47860727.0,460228.6496223019,41266306.0,349693.4367476434
3065666700001200050,640512029.0,7134830.0824047495,448258354.0,4413610.690015585,82779172.0,934127.8489064324,60512371.0,666011.8469875486
3065666700001200053,354200688.0,2420986.645261361,210910270.0,1415208.4448184269,36941906.0,323472.05963602045,20914967.0,217226.23528995988
3065666700001200058,2542506625.0,14664930.793482836,1534179652.0,7925114.818089705,215485964.0,1794647.7665523929,103114166.0,1096971.547618717
3065666700001200061,688092982.0,4337345.451345233,368484336.0,2218016.240697899,57478459.0,474367.41996037157,24917758.0,255392.95596803405
3065666700001200063,1980355951.0,79232600.72407357,1404701654.0,5255114.703457036,198513477.0,1399394.1377097399,69641490.0,723297.701458814
3065666700001200066,958366270.0,8107147.568747934,592347853.0,4123314.1644603796,92825555.0,807973.5234779234,47546695.0,503874.0619439966
3065666700001200067,1309766719.0,77223465.22110504,1102377016.0,3977205.3203017768,142467028.0,921409.7104085055,51552659.0,534988.0938101239
3065666700001200074,433745671.0,53132544.64740276,446118163.0,2026333.5065796683,63953640.0,484207.297038202,21463846.0,220359.53880964912
3065666700001200080,272060961.0,14570356.975529322,269208595.0,1194025.3060068008,37361529.0,258943.18702116315,13334595.0,138497.2567004988
3065666700001200081,420335259.0,2481083.532304489,255558883.0,1277663.9966611518,46365199.0,357090.7731460144,17303414.0,177939.29066387942
3065666700001200082,174904520.0,2370369.8070503566,95839137.0,1095165.6199513501,16543612.0,174931.61364928345,9545684.0,101648.03860784075
3065666700001200084,1249091591.0,60836888.67305854,1989765764.0,6731766.090026705,267114865.0,1942982.6635260931,88773635.0,939133.9817881198
3065666700001200091,1252569308.0,120749455.95680669,1507981531.0,5121454.532634949,212961931.0,1514086.3498946996,77352323.0,821356.81109542
3065666700001200095,2466312214.0,13628033.134305764,1258937768.0,5926458.562254737,171786015.0,1512838.58231137,69838710.0,805746.3846080266
3065666700001200096,768364902.0,44401216.3453202,360400678.0,1511903.9608167005,51114633.0,377541.1808585748,22208211.0,232276.04104256455
3065666700001200103,1035840536.0,63629183.19413971,723749128.0,3608085.8025109037,107157264.0,870239.5113313586,41915721.0,449144.72698531934
3065666700001200104,1700210860.0,33968702.51971811,805287432.0,4076067.195717412,114591660.0,1046851.4396930491,51816084.0,549664.4333292332
3065666700001200109,391345853.0,2270263.3667590315,211927408.0,1201185.508956719,30048046.0,266486.30753147556,14069177.0,177423.44542905278
3065666700001200111,481226033.0,21198980.84823762,356626843.0,1443700.909226533,51681590.0,438919.883637855,19840545.0,205938.11173723597
3065666700001200114,1306310311.0,115998631.06342062,1458873461.0,6251245.689035602,193134879.0,1446871.1698043677,79381449.0,842177.3648084637
3065666700001200121,332687123.0,2866956.8346497803,184887799.0,1535832.5040824092,27800764.0,281178.7189563129,15941380.0,164452.23743852857
3065666700001200122,748623256.0,50245991.87728919,486770252.0,2359519.0122901015,59842980.0,461739.78186916304,28738806.0,325869.54670799774
3065666700001200123,692692776.0,46752832.09616324,554398337.0,2456884.3788430654,75970498.0,562376.6287471353,31980566.0,326769.7300472569
3065666700001200133,905065046.0,5983888.060361113,491635924.0,2350220.3719206415,65125677.0,520902.66763848416,27263035.0,314172.0623636993
3065666700001200136,1577927858.0,94987257.34479356,1116669886.0,5061385.994851468,124507391.0,938253.1314828915,60942986.0,633609.248039802
3065666700001200142,573177949.0,29381862.86648172,259757960.0,1177842.7857105413,37187561.0,306687.47371348995,18859439.0,199496.08501094024
3065666700001200143,460892367.0,36841549.77761916,364368636.0,1431132.7681045404,45659564.0,344033.8857715741,22144014.0,231373.2643455859
3065666700001200144,1506019772.0,7292661.3518818645,795545189.0,3846530.6138080414,102582273.0,845857.0378221701,49207057.0,470505.0291503535
3065666700001200147,1408375268.0,122538017.96034783,1120754045.0,5023418.949453513,141070270.0,1134090.9819077693,67908206.0,760304.4548881138
3065666700001200150,1484354029.0,8555787.487460732,731549519.0,4256341.860611679,105320484.0,807468.537574839,63205569.0,505474.3447518399
3065666700001200152,743912584.0,83453701.91230376,867488671.0,3765926.3823763356,118575935.0,962453.7678476784,44560596.0,462535.83742855117
3065666700001200155,587786432.0,38589912.050967745,444683724.0,2255137.5528713935,52817308.0,415630.1563604196,23776595.0,268939.44090070424
3065666700001200158,1404959815.0,9873686.749767998,774956681.0,5166958.475030635,112104533.0,1032043.6256572172,69075216.0,674149.7158129391
3065666700001200161,2364944153.0,82265863.17246108,1016503241.0,5542391.613245017,142150504.0,1203042.2874286456,73382743.0,801751.4909512107
3065666700001200162,879533536.0,93819942.28719439,728230230.0,3967762.6396654337,93267956.0,672515.1213022592,44766688.0,462610.4778627898
3065666700001200166,819099424.0,6388323.18720416,408848224.0,2149195.475856569,75212151.0,636515.9622288716,38044526.0,390024.30404947355
3065666700001200168,1326202365.0,86270692.67247511,834802006.0,4061971.080159544,108812852.0,910127.0077115542,55059871.0,596403.7151278374
3065666700001200170,1151496145.0,82183641.80432191,900569800.0,5599706.414051833,115469950.0,1205698.8105643147,47996598.0,560985.4278226788
3065666700001200176,1407764469.0,118558632.26882988,1603998560.0,6996554.096246619,222937054.0,1779282.4007427313,84902713.0,900686.0957951723
3065666700001200182,957191769.0,17483261.571653735,434912165.0,2037490.2624799255,63411899.0,557855.738269042,26543548.0,298591.9918013129
3065666700001200184,789787382.0,83755517.65002903,1113390004.0,4460596.855238399,149914601.0,1143343.527755936,58534686.0,623671.8015403148
3065666700001200192,548640051.0,33786986.19740651,329089368.0,2088640.4079761913,47901247.0,369330.5186296354,22537962.0,209682.65174521797
3065666700001200196,1516727199.0,20166886.51588161,796286019.0,3576910.0590740507,112698201.0,1056349.3520012586,54900165.0,415909.3415396332
3065666700001200198,761145355.0,5972062.698997208,471559412.0,2882185.0149840503,61067148.0,533289.3365290815,30020530.0,252439.67380732455
3065666700001200201,746035465.0,4956118.3890771065,546713267.0,3562172.888189957,78159112.0,652295.227868779,51377770.0,375902.9678171387
3065666700001200209,1953920013.0,27856627.851063825,916406789.0,2906158.404235445,138906619.0,1181964.508047207,57751337.0,558819.2911942434
3065666700001200210,896933505.0,72648566.05132721,727438833.0,2717173.1273007793,101712617.0,811064.4835817546,47749829.0,439037.7555408979
3065666700001200211,1468191398.0,70851374.96398479,637407803.0,3737139.8632831383,93810011.0,711726.5277563068,46075949.0,422741.40762092464
3065666700001200213,1002124134.0,5852747.467471071,710599262.0,3607664.0133054424,87637909.0,815774.7706498574,52346571.0,451524.7325493599
3065666700001200214,1169458172.0,17408325.548414424,513444262.0,2674812.1607124256,77300625.0,648606.8423168492,36838215.0,351966.47558046744
3065666700001200219,362247934.0,4282424.204559583,282186533.0,2537272.7806660454,44547703.0,450995.89025201305,31559744.0,270631.25324978854
3065666700001200222,3810476231.0,29129662.180037916,2602134080.0,15940024.05686044,291631323.0,3180746.1294345604,184484300.0,1656366.7226409141
3065666700001200223,1288466067.0,48316660.81037736,567233498.0,3880796.0387461055,82060404.0,890256.0977824529,40872965.0,478757.8065076453
3065666700001200225,958808988.0,8781899.474515721,804477608.0,5057003.174390101,112806094.0,1070737.9908601756,76946193.0,698762.5770154861
3065666700001200228,2640857316.0,132024954.2728784,1328878918.0,7464064.205077345,188700267.0,1750242.9217075256,94375530.0,1042338.5851680732
3065666700001200244,842091341.0,10530367.674780522,515018629.0,4521847.066561834,66445522.0,577843.4977481661,49038045.0,384232.39216002374
3065666700001200247,2862642405.0,43073864.6804472,1117731571.0,5290042.785974493,168286603.0,1471391.8206577336,90450887.0,933281.9213044844
3065666700001200248,985928959.0,68664985.80816735,611058779.0,3707118.4547436056,77266913.0,777044.0315441056,35767028.0,371793.08747748897
3065666700001200251,484255361.0,11058424.962228853,286894953.0,4481444.540961479,43102371.0,425280.0346223952,32718193.0,310918.2279280459
3065666700001200252,2024042166.0,16216886.788196981,963258267.0,4521033.672736292,151020959.0,1375444.6088736148,76402321.0,788997.7006283801
3065666700001200259,2550812819.0,16892926.973689854,1805471938.0,11704276.869950268,419542089.0,3645688.1142757107,336899309.0,2812408.69833092
3065666700001200268,902798448.0,85170103.34211345,796935599.0,3915261.0226678657,100206818.0,848316.1782130532,52018625.0,570368.3753584065
3065666700001200271,1808069274.0,12305808.576515544,1405152298.0,8996111.26170405,223493693.0,2273326.611296213,164485450.0,1730832.3887165114
3065666700001200273,820237600.0,4928366.802797072,425575634.0,2296943.4340038938,65981048.0,617522.3641070406,40438630.0,420587.4888264022
3065666700001200275,1931855467.0,11242152.637489974,958035913.0,4667836.814633709,144050082.0,1342431.3597169253,77251038.0,821250.5414828605
3065666700001200277,1633864120.0,186330171.82741627,1195451037.0,5606296.42084562,155793830.0,1270226.7090218824,82196254.0,855200.226078795
3065666700001200278,2451610174.0,12048388.002403842,1225697789.0,5860811.539804769,163672666.0,1458349.0492839061,93620830.0,998221.3420478357
3065666700001200279,7782343465.0,49609676.4301795,5025659946.0,28198962.491310246,738248083.0,7233940.411773169,545964736.0,5700036.252230343
3065666700001200282,2664901280.0,37221833.144606456,1242480497.0,7519952.206997243,157652640.0,1442983.9607312765,95903903.0,1000073.4979578372
3065666700001200284,2745541826.0,19560277.382660802,1535105642.0,8526122.30969191,227808998.0,2217238.8332759906,138126857.0,1447528.1875729556
3065666700001200287,1563497088.0,143801807.00090283,1300247294.0,7082821.821010004,176497227.0,1594322.1641177211,89330619.0,963779.622472849
3065666700001200295,844049381.0,8658409.185857495,868046659.0,5890958.315641865,129738655.0,1151134.1877661473,95754900.0,819470.0940180739
3065666700001200297,320332501.0,2336729.236339211,146882646.0,1055794.5719896238,21852634.0,189353.9469206694,13181937.0,136616.05806056928
3065666700001200307,1892620127.0,9713277.7366579,959952061.0,4924864.29518852,143732745.0,1348589.8877877633,101348213.0,1026402.3820215634
3065666700001300001,2365495970.0,15528541.1658575,1370266922.0,8335041.117320819,264882035.0,2758630.209259704,201587170.0,2153222.467743835
3065666700001300011,959065727.0,98324660.70432001,1023373769.0,3925730.3764770217,136479716.0,978803.124750352,46417817.0,502345.9161885474
3065666700001300013,577627198.0,3456460.6183072543,295654155.0,1602037.60102864,45115367.0,361141.20661074016,17975956.0,182542.287641788
3065666700001300015,469236240.0,21108115.59129695,351627092.0,1792584.9757683198,49185837.0,345379.67206592875,16792141.0,175053.68446731885
3065666700001300018,386772780.0,27805364.345001146,226565442.0,877433.623636329,33591179.0,257163.02926899737,11562714.0,123466.3778951881
3065666700001300019,1036968166.0,7741815.671756743,547824696.0,2724456.0076961312,88381284.0,659893.3392423451,31698497.0,341423.1352535834
3065666700001300021,569886286.0,31105865.3881005,404734340.0,1526559.0028283056,57889099.0,435763.8174032471,20838262.0,215396.1303363367
3065666700001300022,1397256987.0,43977384.92699456,637520801.0,3208311.8400130537,90456100.0,650871.0392063016,40092244.0,430852.53301981534
3065666700001300024,582804305.0,50364617.656645484,507723115.0,2116729.4842512235,71894093.0,497262.90091845865,26143388.0,270524.38556161296
3065666700001300026,579370995.0,29525398.60755431,348722179.0,1344403.1002356624,50469135.0,361781.2617831491,21177223.0,225952.35632884176
3065666700001300028,949742056.0,70616156.15122482,815403110.0,3274009.5562051022,122980601.0,902685.9693145824,38952888.0,399774.4545567173
3065666700001300030,269542080.0,12490709.359623054,124146764.0,658845.7510210939,16761456.0,117415.46142160633,7657295.0,80239.39918217639
3065666700001300031,1285316996.0,53865298.15391123,772363446.0,3376814.7609870406,111578608.0,859670.1790902679,39520716.0,408556.76252496813
3065666700001300032,741237186.0,41441365.159364074,492685181.0,1872196.1003726663,67765908.0,470143.77955267497,25843715.0,266495.5369440721
3065666700001300034,1240774246.0,71300747.3883478,942779954.0,3828146.065996752,148879002.0,1068558.2957808457,46299193.0,472075.15836213034
3065666700001300037,552517590.0,30171620.678468842,255962411.0,913236.8004395082,38427034.0,292775.845608853,15650650.0,161342.5000217155
3065666700001300042,1784399180.0,67595080.12420659,1027444899.0,4004793.2788107367,155190622.0,1050374.8795334655,52365168.0,532472.7504621034
3065666700001300043,276940814.0,14101749.540840102,122374343.0,572665.5036495118,18036064.0,130628.04760463335,7416264.0,76195.44539513305
3065666700001300044,1134515823.0,68152015.47066003,686877441.0,2784131.942188735,88540908.0,716727.8958663915,40690378.0,432056.1971663241
3065666700001300045,576498227.0,31272845.576596033,331639120.0,1886456.731806532,51827271.0,400797.5763890352,21298834.0,226194.37493669905
3065666700001300047,769765666.0,10780546.188046802,368901822.0,1823458.8908260996,50911814.0,413703.4822096635,23845494.0,250385.32703185943
3065666700001300053,2643431734.0,14796433.20472823,1409350390.0,5556437.177869292,212594825.0,1559216.452717974,75337979.0,788554.1232234137
3065666700001300054,1199049497.0,20434010.930134363,589084718.0,3458081.716187923,72123744.0,620305.1405600798,35419697.0,377382.56941269274
3065666700001300056,1418373073.0,36206797.68002485,668798915.0,2949123.0474650613,92256794.0,715391.136844557,43020848.0,461716.60112314427
3065666700001300058,1848128119.0,49189232.14138502,989459592.0,4270348.46495498,145795525.0,1063042.9401853206,53594758.0,570125.4757518084
3065666700001300059,378978260.0,27515644.075524766,210140436.0,995913.2394245889,28550977.0,230775.4856036753,13911671.0,149725.42372374644
3065666700001300062,952988665.0,17381801.43039519,380844868.0,1779236.8750570817,57283911.0,437717.6113445441,25765316.0,269995.30530480214
3065666700001300063,280500796.0,13822300.475891313,129503475.0,953714.942966895,21304480.0,184799.0182232823,8506314.0,86326.77790580722
3065666700001300064,1724263658.0,8871679.077091847,941657046.0,5939548.496490524,111534503.0,1174999.6705259117,46965956.0,582170.3156741392
3065666700001300066,1053107079.0,79276662.09279472,841521391.0,4041527.4757852405,111990553.0,829637.6530117947,42495323.0,441090.10627200897
3065666700001300069,675500027.0,21913399.685718864,303388772.0,1421907.1238939953,40043277.0,300741.5690586077,19670491.0,203461.1614632125
3065666700001300070,1207230813.0,52607981.05003591,717643259.0,3248427.212989487,109561552.0,875285.2627796899,38642924.0,401772.5019443149
3065666700001300072,759338224.0,29064121.054549962,340490416.0,1510886.54786367,47171217.0,390608.31624528416,22548878.0,226662.7146720798
3065666700001300074,1312395825.0,7331192.0614317935,466249279.0,2218416.2608756283,70572619.0,548145.5385916084,35940064.0,365330.6210082922
3065666700001300076,940127075.0,55921480.258090205,585734622.0,2986829.787230812,77585835.0,636670.2251395964,30089858.0,322382.6828225246
