,Anti-Rabbit_raw,Anti-Rabbit_high_pass,DAPI_raw,DAPI_high_pass,PolyT_raw,PolyT_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass
3071130200007200051,9624563.0,107878.22181582592,3793398.0,270646.03706265986,15633110.0,1050772.1980949338,8859862.0,90350.14567995424
3071130200007200054,21998073.0,471613.6230062201,6998490.0,322728.39912997524,33034967.0,1297808.1224525,19527488.0,397149.7372280179
3071130200007200057,7267396.0,84517.89062814764,2045493.0,164461.67966098685,10019929.0,734632.2810993236,6406547.0,67881.09910721514
3071130200007200059,12518309.0,145984.98614597713,3392056.0,229182.6379412325,16841533.0,1047354.2788142973,10937251.0,116751.05322692181
3071130200007200062,10738050.0,127233.88086443924,2774354.0,223732.12699824586,14181264.0,1056236.3739340855,9360783.0,101359.55680961965
3071130200007200068,8063966.0,95667.69024296019,2050051.0,144310.56177078284,11032188.0,706683.6912719215,6881058.0,76056.07369900637
3071130200007200074,36542321.0,348710.76754616876,10346836.0,218447.70950214023,55025953.0,866169.744308428,32420652.0,281417.9340253105
3071130200007200078,144271660.0,1603233.8499218172,242000502.0,3728427.840778377,1029727738.0,8145436.809548703,188703892.0,2365565.8964506392
3071130200007200080,69474409.0,762067.2224701837,73268152.0,1242262.2383257737,184884128.0,1802413.6810597938,66573643.0,648365.5477680159
3071130200007200082,45633982.0,527663.9997134673,69011858.0,1417020.706037677,199982450.0,3410376.3397511253,47912306.0,617122.9460234442
3071130200007200084,74383399.0,679105.0912456476,135285330.0,1818813.9551044768,499747680.0,4211716.108444972,88997742.0,949174.3250844579
3071130200007200085,134459304.0,1465943.666726164,203171694.0,3343562.014159334,437145458.0,3778212.3504776633,132787130.0,1344669.9208203382
3071130200007200086,144088824.0,1482163.9720106313,209929276.0,2899994.611087722,697039276.0,5311087.463387518,150545503.0,1598977.2440758198
3071130200007200089,60125533.0,540395.8333393622,197197145.0,2600279.147247018,533783356.0,5935037.322390255,70881348.0,728571.9998062472
3071130200007200091,107494946.0,955833.9573214501,317176423.0,3949748.75919665,604044977.0,5707189.5131515525,113129379.0,1022886.3244720679
3071130200007200094,22398956.0,233840.95020158152,5325289.0,77574.97610162917,31568152.0,274870.1035610198,19534685.0,183703.32706604028
3071130200007200095,25588418.0,284211.0352518906,10327810.0,131142.7259636456,49846969.0,370153.4322914716,22506605.0,231355.12664174873
3071130200007300009,28979075.0,324274.7221841695,17629450.0,413294.26835366664,87741683.0,844152.2949423335,29102178.0,295183.44521107926
3071130200007300011,113665051.0,1228581.1495466763,68871892.0,914557.5163693465,229001495.0,1862650.2864937652,105017660.0,1029275.3070956955
3071130200007300020,25283315.0,230906.17735217154,19639564.0,325995.59543831565,68063753.0,673874.690270457,23688447.0,206301.8471343374
3071130200008100110,167562357.0,1495615.699043476,755614409.0,9425851.581722049,1345676922.0,10882364.413249286,208255815.0,2118401.706562153
3071130200008100114,177784312.0,1555533.0922687268,462801820.0,5748455.010362879,1207695122.0,7846968.957264842,226414320.0,2092756.810195377
3071130200008100116,276616582.0,2263950.9463906386,851806698.0,9211120.34885011,1754649903.0,11017735.143537208,353806262.0,3069776.47174355
3071130200008100118,96173147.0,876814.8667987423,473656396.0,9248441.628585551,854847448.0,9936415.4461682,120528858.0,1319194.3059813087
3071130200008100119,120719687.0,1053770.9188840957,464431168.0,6760392.362497679,912775083.0,6970908.219438265,153553600.0,1449245.6235730974
3071130200008100120,81858576.0,751854.6517329065,582816951.0,6585212.816419306,759564745.0,5369369.257279798,126310177.0,1235051.147022693
3071130200008100122,167044956.0,1443362.3467666071,497716140.0,6041219.183698645,1196504830.0,7760723.400526464,204366473.0,1826011.6774746052
3071130200008100123,133254842.0,1181707.098275645,341440693.0,4417564.14153465,962124731.0,5994181.170526221,168613928.0,1571533.226981983
3071130200008100128,162159148.0,1406728.537983284,272629651.0,3373634.961829755,1042141835.0,6746419.198227038,200035176.0,1829558.0645125723
3071130200008100129,174083524.0,1537000.3291753537,438265334.0,5657305.509056844,1191884654.0,9449956.664361011,220299316.0,2164435.885258155
3071130200008100130,113213774.0,1028405.880179423,616922821.0,6557272.741750798,1035082695.0,6153702.222854012,157589212.0,1446445.851403785
3071130200008100131,26506220.0,241646.50738769656,87950822.0,862649.280215995,228200722.0,1833351.5483743008,35143017.0,331407.0591876888
3071130200008100133,49864316.0,461152.4291688402,525903799.0,5706612.64707016,599878226.0,3170670.2617584527,84023783.0,697360.2872990213
3071130200008100135,85770767.0,787734.2501667051,857054578.0,7847068.160928587,1009004167.0,4620045.980173907,158277626.0,1301750.6081361163
3071130200008100137,38657929.0,356824.6475400962,360427011.0,5274047.537012688,452731015.0,3203957.442620762,68964944.0,626660.397016094
3071130200008100144,41883350.0,395436.14329505834,426017184.0,5287983.602296235,509543939.0,2935178.946075093,72606540.0,619582.0126340863
3071130200008100145,54278192.0,486649.8046385481,136303267.0,2107038.241027966,300002652.0,1771239.1966763933,70720429.0,713342.4262684238
3071130200008100146,20323077.0,178930.01723162373,43688358.0,1144381.827291972,77284451.0,1114464.6928966,20980601.0,221931.1967417657
3071130200008100147,52681780.0,513674.26304368756,365089802.0,4787730.129171234,531035830.0,4371462.3986883,86368901.0,800039.4829097468
3071130200008100148,39796788.0,374300.1573848083,388201115.0,4229731.5512111485,509223894.0,2721415.6071958765,71323320.0,612343.0796101987
3071130200008100149,184939607.0,1372472.6729134405,749356827.0,7058755.082659831,1358925019.0,7122204.467850573,257348957.0,2080195.4985193158
3071130200008100152,76346686.0,726573.4325612342,949934957.0,8562747.422076667,946256464.0,4535596.175605906,139126812.0,1099217.2922885874
3071130200008100153,69878975.0,735396.5027005175,391794902.0,4978081.243593223,691823021.0,6232682.245376231,104374209.0,1110028.1000150437
3071130200008100156,70456566.0,658355.0384424325,529227783.0,4718536.419312529,873839006.0,4594726.302643739,119007898.0,1095250.4989895239
3071130200008100158,99435247.0,998392.0748049931,768485456.0,8644822.08483495,1138655049.0,8925633.796479616,162941465.0,1554253.5229266486
3071130200008100163,60474374.0,566352.0533320856,718840775.0,6482737.938097859,697980686.0,3190533.1052316516,111319766.0,968858.6117704525
3071130200008100164,53100421.0,472183.4019697011,95343739.0,1561710.5753961601,145841673.0,1258228.2266236586,51269312.0,453231.21223137615
3071130200008100165,80945019.0,775197.3175209821,674939032.0,5916024.06722354,996122806.0,5596077.98699341,137479591.0,1138165.938963945
3071130200008100166,68704589.0,646931.4705647987,663368231.0,5591105.220910448,777495943.0,3664161.5076605934,118864052.0,987379.5541182184
3071130200008100167,46893942.0,432125.6221215854,43853380.0,1106529.178490507,212277258.0,3484168.6821074975,51830087.0,630961.8174221584
3071130200008100168,80838449.0,746886.9448554921,1166929226.0,9273475.828380369,1060026029.0,4575113.7991443835,152297441.0,1267614.2596878544
3071130200008100171,69277016.0,673142.4326766164,930094462.0,7833999.321120627,819568686.0,4082036.530938814,125002461.0,1081563.4834337714
3071130200008100174,68221601.0,655811.7881931509,695258694.0,5565997.779907198,900695148.0,3972604.4478780264,119031682.0,1009123.8681413392
3071130200008100179,47898363.0,470063.29731736373,515184350.0,4751843.751583679,702707703.0,3541072.3601908507,85988389.0,808115.2385590336
3071130200008100186,71090037.0,685665.9177107615,709454295.0,6270219.667743767,915311191.0,4550342.656095824,120406876.0,1003957.4319223256
3071130200008100189,107399156.0,1024614.9086491249,1195058740.0,8427872.09090691,1325911374.0,5549846.890408718,189374062.0,1566034.575090269
3071130200008100190,94192723.0,924993.5282449231,748893770.0,4914796.888481427,1134979571.0,5969264.109913312,163027772.0,1693273.9228368895
3071130200008100197,50162849.0,470933.0515082482,766208892.0,6642126.390814904,585933465.0,3442719.211156125,79950894.0,663789.5702868291
3071130200008100198,28665349.0,243146.18687181183,125655602.0,1945397.2353684516,137830117.0,1629268.31206777,32180212.0,298556.44527561514
3071130200008100200,153676550.0,1456065.4491302385,1645987234.0,13218175.120383985,1692933290.0,8592471.385232218,259520227.0,2077026.1228370436
3071130200008100204,144588022.0,1394620.5222834013,1094916705.0,8376329.869813704,1629564073.0,7047457.801992947,254509198.0,2444275.1533509092
3071130200008100205,100976095.0,958799.694043385,1246734404.0,14105759.62915916,1296351980.0,8742407.75465481,171364878.0,1411168.2048056643
3071130200008100207,194165586.0,1921575.5015846663,96910647.0,1327772.1425862086,375010552.0,2968497.6597843994,183274485.0,1913019.652453741
3071130200008100209,28659247.0,285880.97471659567,189313261.0,1298599.9552721619,193026488.0,1327596.9354569681,37180409.0,341250.6019678855
3071130200008100213,69886777.0,668937.7840604859,663187200.0,6461941.213834763,815483335.0,3971132.9969888153,118750578.0,977373.0928445549
3071130200008100214,13399239.0,127374.82444050595,88158419.0,1280992.603577482,90545325.0,1043872.2555177418,19904471.0,217128.77066736436
3071130200008100220,108680920.0,1043397.2821039439,878198284.0,7457212.753177261,1053373605.0,5001048.644057361,187075096.0,1676327.5294817623
3071130200008100221,272734447.0,2600537.26566032,3388324720.0,23543686.537303995,2879140139.0,14624643.562986042,450244807.0,4066838.519998957
3071130200008100222,51389593.0,486178.3662535927,564691105.0,5527837.661427105,621850728.0,3423935.764847557,87208661.0,737976.7383604706
3071130200008100224,102719294.0,995381.0892909376,1207846298.0,10645824.144763961,1384511494.0,6718868.025631336,174383072.0,1512604.7491788531
3071130200008100231,104862261.0,1020815.1492472534,914446471.0,9516338.300280266,1114921506.0,7145072.14202687,171908091.0,1673713.4393860956
3071130200008100233,218899472.0,2101742.3660566574,3111183383.0,18635026.503041167,2714278312.0,12060796.75420547,389783514.0,3266642.3102428517
3071130200008100234,66117702.0,639193.3808582511,1036257803.0,8488160.245246425,740102253.0,3856482.814092027,107318900.0,903148.3014686983
3071130200008100235,64999527.0,634003.6524369449,628313338.0,6795272.002426833,673940062.0,3712914.5575165953,96206755.0,871631.9389978695
3071130200008100236,38120079.0,382288.53306057455,158523059.0,1643497.5568665452,168917948.0,1407564.9740024228,43903425.0,405699.44961153984
3071130200008100239,37478122.0,356628.31679055927,320359585.0,2991439.138072776,313804430.0,2221723.092358552,53990347.0,497100.04526835453
3071130200008100244,65905511.0,684241.0566471353,242098969.0,3540914.8595011123,269889082.0,2795392.7387455837,71711311.0,703861.751711788
3071130200008100249,19420835.0,194759.86896034886,82219082.0,1685746.0658935583,82153065.0,1037046.7404445303,20768836.0,199123.5908643263
3071130200008100253,75051733.0,736543.648502345,1019897171.0,9943344.715202317,851134877.0,4556140.027164932,125041976.0,1118927.7512371268
3071130200008100254,108894420.0,1063756.2687361853,1819932241.0,13220133.716863595,1412245787.0,6241198.087617545,186736024.0,1577507.629538431
3071130200008100255,63335813.0,628055.1405919188,231321784.0,2489509.312316967,470390451.0,3565555.195504965,84781865.0,892295.0021649216
3071130200008100260,43950702.0,447324.2030450931,143531595.0,1948127.8955909174,276068902.0,2112743.061426678,57500501.0,606077.763333381
3071130200008100263,64319119.0,620244.465100887,691722137.0,8455567.642760035,702482480.0,4291891.848380266,102126490.0,969493.8133880285
3071130200008100267,52165611.0,444740.5897764721,223456881.0,2454026.374782454,225213371.0,1909142.603516517,58270580.0,475216.8856182655
3071130200008100271,24356187.0,278165.8270856012,46712574.0,656755.0007979078,90216772.0,954606.4325794887,25481261.0,277406.89300631935
3071130200008100276,160796069.0,1836398.3961586873,48036023.0,806585.7487953756,236208693.0,2721779.3849948947,144998068.0,1664529.9307178142
3071130200008200105,106937965.0,4366128.673879238,31003919.0,1253390.6376819175,159311477.0,5537656.119764543,93840458.0,3776286.455289186
3071130200008200106,13710826.0,139597.60413707257,3876911.0,60668.796417457255,20721874.0,188888.8070948713,12334364.0,115245.47438536413
3071130200008200108,22054299.0,1173871.6595599456,5644781.0,298826.2156520184,31581338.0,1503153.106839253,19743445.0,1034988.9621215065
3071130200008200110,7057748.0,568190.2569419672,1669278.0,136075.81623450684,9779201.0,745518.617865921,6365456.0,509895.3465959098
3071130200008200111,13740057.0,1050475.3492278932,3369326.0,251167.50497379102,19309460.0,1350233.2854254167,12433947.0,937505.78738379
3071130200008200113,45205058.0,2009654.3354815023,11388160.0,506087.13715657475,65449542.0,2493170.1263622204,41159253.0,1803448.5226160253
3071130200008200114,18667958.0,947841.3287752462,4577357.0,265017.8072778784,26660744.0,1399886.8034527868,16832342.0,842864.0112613365
3071130200008200115,7092720.0,533616.8529702825,1698559.0,131805.50559423387,10050958.0,717499.0973266707,6338846.0,472098.548233681
3071130200008200116,24150863.0,1079994.009763878,6538321.0,300174.0229249417,35140336.0,1399902.8240411065,21688450.0,959515.6450696386
3071130200008200117,18786273.0,1067164.6395529378,5037890.0,285971.33052355784,26943421.0,1382363.9297718466,16851346.0,943995.8763280162
3071130200008200118,20910986.0,1218719.5109395748,5476670.0,317468.830348854,29450221.0,1545296.923595754,18835968.0,1081636.9297252959
3071130200008200121,16160181.0,917059.7464499663,4138198.0,236395.4080749299,22365439.0,1148943.0051772785,14465691.0,813407.9856507946
3071130200008200122,9739718.0,696244.9165376273,2479888.0,180109.36597834987,13381533.0,889897.3159852766,8717261.0,620525.6598242496
3071130200008200123,27072703.0,1611997.6896382833,7205588.0,431988.9036477492,38827952.0,2084642.9076439198,24217088.0,1424536.7912150803
3071130200008200125,15325917.0,673965.0784105083,4349252.0,198454.0798693117,23726129.0,952986.9702161455,13529804.0,583704.122932646
3071130200008200126,13187057.0,794520.679202161,3600714.0,219858.51758967378,19337718.0,1063784.1419355487,11711489.0,695490.5175689908
3071130200008200128,14892152.0,1181591.1352216513,3994660.0,317826.2307801134,21210357.0,1571991.3030978758,13180400.0,1037494.516807316
3071130200008200130,11420938.0,592532.6889393777,3192414.0,175605.45700515143,16693894.0,815904.6460665655,10085383.0,522301.0634584639
3071130200008200133,7510500.0,577877.2319895683,2032104.0,158612.85030220175,10592755.0,773101.0224834773,6576127.0,503935.8357027172
3071130200008200134,6068337.0,537494.0475367596,1644316.0,147618.07186462745,8338374.0,704787.0051535792,5300520.0,468128.1823131081
3071130200008200135,48172740.0,2371980.529031633,13603134.0,664284.2816309513,68139790.0,2919135.9001569515,42193640.0,2057663.5513285329
3071130200008200136,9461814.0,620899.3604298584,2645928.0,181210.50762468955,13620518.0,847263.2047084828,8279288.0,537393.4100648625
3071130200008200137,23555237.0,1410106.659228935,6212735.0,362743.380571535,33476786.0,1765724.4345442092,20576308.0,1223682.1605261876
3071130200008200139,29652679.0,1726484.4514822825,8027601.0,470407.893923777,41939980.0,2194097.1383696464,25420359.0,1470468.0956374956
3071130200008200140,20782767.0,1328503.6289690216,5591107.0,361246.7899269196,29457798.0,1733190.6858345512,17705184.0,1128148.4796047313
3071130200008200143,11132610.0,111324.87236444022,3482886.0,127835.69157292502,20846544.0,784504.759868394,9958313.0,94049.77047459599
3071130200008200145,121370505.0,1142763.8674118747,681528265.0,7500846.067862098,925252337.0,6222308.78863732,164000840.0,1497871.8496820545
3071130200008200148,90389454.0,832290.5186496597,666645614.0,7265967.133480228,897258727.0,6103687.429677652,148771768.0,1436123.1219230336
3071130200008200149,122724900.0,1077952.002530368,464548219.0,6438979.292735209,981078934.0,7785732.926579641,153184906.0,1551177.7247050763
3071130200008200150,176335786.0,1794990.5504585805,611888554.0,7176803.299107134,1293339472.0,9914560.121265307,237177843.0,2406826.133106229
3071130200008200151,120200117.0,1069966.8646380878,519950478.0,5540133.99919679,1137335625.0,7226504.771673084,153528762.0,1421433.1731916033
3071130200008200153,178042259.0,1718889.7460383198,1010367526.0,10350041.862990512,1539075154.0,10611132.863501083,264932222.0,2550674.7226325246
3071130200008200154,141115569.0,1331431.5579160925,1147764027.0,9574668.08480773,1541256789.0,7651040.99983276,246017051.0,2119864.872073338
3071130200008200158,73238333.0,722885.440780635,209759694.0,2868870.0384327485,463194619.0,4864232.569599147,95055139.0,1071030.7073692235
3071130200008200160,100730377.0,944322.1502792934,960979025.0,8560118.658071218,1186300761.0,5681352.866832848,168944201.0,1414326.3128760136
3071130200008200164,173624665.0,1713269.565560198,668281426.0,7729997.508024685,1260481231.0,8507468.723742647,253329907.0,2453471.6604072326
3071130200008200171,152246561.0,1470656.9441598956,1218383912.0,9832540.472853504,1781128200.0,8635616.334363263,263141674.0,2200286.2237407556
3071130200008200175,106852249.0,949571.1301160434,227008142.0,3148433.207429837,740047351.0,6075232.918458276,139757214.0,1392206.2839798771
3071130200008200177,83184039.0,776274.7800531583,861513455.0,7087907.557554841,1039255743.0,4766203.779484744,148458109.0,1173583.5693141008
3071130200008200178,38974332.0,362384.88934617676,388482359.0,4505447.920533024,466498290.0,2914900.9740561545,67910702.0,554978.1310322101
3071130200008200179,59753754.0,569733.3483237933,527360038.0,5629621.701226208,714718359.0,3907457.270910318,104589680.0,822133.6160096582
3071130200008200180,165192791.0,1506876.6039090164,419067410.0,6302067.708106397,1205416552.0,11070454.039674003,207201250.0,2241583.817428709
3071130200008200186,22533879.0,205380.59033150654,228743115.0,3595271.7853705436,272225074.0,2113206.164450738,38651992.0,296852.1353297064
3071130200008200190,28483138.0,257939.29213108815,50677390.0,1102142.8658662564,115274012.0,1343531.563002909,29108683.0,302385.3887817147
3071130200008200194,143718652.0,1333681.7594130696,1911490126.0,15263273.098521937,1889247684.0,8592127.412143659,255177308.0,2041373.6910758526
3071130200008200197,63961766.0,592059.8752614206,684326091.0,4904283.420083036,779752438.0,3242595.6252628476,111133544.0,880841.1277923246
3071130200008200198,37439938.0,328632.4967521523,55461272.0,1192625.987844421,105866931.0,1085722.6809232275,36164544.0,314953.06949232914
3071130200008200199,12198327.0,109920.09789130218,25483243.0,622779.940775678,58737574.0,1112169.892841528,13414202.0,147915.62149996258
3071130200008200200,97634137.0,926789.6311299279,937589507.0,7721241.571876557,1177387775.0,5420955.501075983,169709353.0,1399809.1028211145
3071130200008200201,64472395.0,619324.9145759908,645245600.0,5600510.985156754,762570017.0,3717955.8383229706,111301633.0,885928.6545137182
3071130200008200202,46218659.0,418194.6953230025,72520453.0,1566086.0584490292,202313009.0,3200750.27953499,50346017.0,553933.9912918839
3071130200008200203,36293909.0,351692.4507866545,249261829.0,2347413.3106464692,383310358.0,2131374.1405244092,62402123.0,548266.7175670722
3071130200008200208,70689775.0,692967.4926144433,724649916.0,6749678.461108545,1000324651.0,5308778.666619849,123186499.0,1040323.0910642246
3071130200008200210,33741410.0,296466.08105674374,112991046.0,2267741.273145659,162875269.0,2727706.4764371747,36171598.0,414684.03116009064
3071130200008200214,39659521.0,344392.38141440775,75536101.0,1208331.924967392,128412047.0,1162481.1408451425,39337586.0,331923.12531946076
3071130200008200216,100042099.0,965845.2863372297,1115252682.0,10809236.703512628,1307792637.0,7069587.688617617,173065306.0,1332503.1250293069
3071130200008200220,49383912.0,464074.2253814378,728416097.0,5681681.949313801,624387530.0,2686077.0988818547,91834754.0,777357.2167564954
3071130200008200222,145458738.0,1383169.797767625,1003649641.0,9266701.438655064,1665701428.0,9794846.455099996,214081720.0,1825979.1718521076
3071130200008200223,151832722.0,1435026.8060702537,1555086090.0,11818605.46973904,1733898640.0,7717378.73499506,264760480.0,2105779.8687470052
3071130200008200224,114865292.0,1069885.267981086,1259317061.0,10659577.150357576,1184487869.0,5611358.042375061,192200089.0,1574127.4313392583
3071130200008200226,38810625.0,355508.57932412514,611357765.0,4951566.610756424,489387971.0,2189770.483783757,70138818.0,659640.4751689717
3071130200008200227,61055677.0,591861.6062662959,619825626.0,5083680.316841049,901617619.0,3892272.618813165,101898272.0,825421.1702239595
3071130200008200229,22738329.0,205185.10955909465,31896761.0,651673.1485061964,64147342.0,700590.3433940965,21884587.0,197720.50931719152
3071130200008200230,26241691.0,228728.18152631284,31490874.0,798744.253152009,60824994.0,702506.8350216891,24498358.0,216683.49953221573
3071130200008200231,52072059.0,520654.715649413,559953256.0,4390959.066822599,815275263.0,4021979.8124341597,90166784.0,731668.9020604596
3071130200008200233,48499782.0,452248.09893051605,792795153.0,6771741.106031745,616943260.0,2864699.927873819,81263613.0,622621.8697991434
3071130200008200234,47476249.0,437564.3452956783,578138564.0,5917492.868491618,499746941.0,3073822.180431552,79884311.0,623428.12145833
3071130200008200236,96121912.0,912880.4572327889,963403617.0,9838458.999359742,974776390.0,5614698.997648198,157543861.0,1260610.52579202
3071130200008200237,8135340.0,75578.75729373429,70741628.0,1178726.978745822,64725842.0,799880.0877890796,12892949.0,160257.1694893964
3071130200008200238,88238858.0,848263.0518417542,870474156.0,7320601.517549247,1057542229.0,4602124.612428962,150876628.0,1252098.6844329596
3071130200008200239,23823305.0,228425.30742286652,174517158.0,2130483.507101192,208088019.0,2319912.4830753696,31974664.0,300519.7612885169
3071130200008200242,73896849.0,687480.2036383622,1612863273.0,12063789.505436927,1090176012.0,4882446.864486777,128448139.0,1045989.7777447934
3071130200008200246,79531942.0,806004.5777453772,510496694.0,4930766.657607627,505351980.0,4089182.1051919423,97358168.0,942450.6546838556
3071130200008200247,9293611.0,87451.4935983065,77870494.0,1618158.781725161,78299694.0,938677.0160398519,15392554.0,159001.72391531285
3071130200008200249,38290919.0,376970.00837804633,324038558.0,2900788.507074152,348945342.0,2806671.660350605,53299125.0,485340.8605007877
3071130200008200250,15858384.0,151482.8900861257,111533398.0,1529338.1879691537,104742343.0,824948.4975167282,22723823.0,202014.21964258983
3071130200008200252,41697514.0,388567.4467654376,383320010.0,4268419.721900082,330062139.0,2841385.505947097,61655521.0,621418.843377108
3071130200008200256,44557221.0,415180.29437140736,682039762.0,6228114.55382482,503380934.0,2768612.1435286514,72066547.0,631979.7060671331
