,Anti-Rabbit_raw,Anti-Rabbit_high_pass,PolyT_raw,PolyT_high_pass,DAPI_raw,DAPI_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass
3071551700007200027,34630362.0,366584.10161758325,499280350.0,1922080.1153747018,474740273.0,2361270.7639384638,67327426.0,496154.8318749101
3071551700007200028,192091500.0,3183131.442274008,1384894908.0,6852171.931905168,1662282207.0,10116841.571222205,252942255.0,2453292.3133052373
3071551700007200029,97458874.0,1016147.9374890651,1283391681.0,5125432.8668291215,1351491752.0,7326032.757502461,173539625.0,1332467.7058089343
3071551700007200030,77893705.0,971398.350345338,751517986.0,3390963.8441686155,832219707.0,5615881.652023467,136152799.0,1120458.853547531
3071551700007200034,150308950.0,1482347.357002401,1920639446.0,6790339.8559570955,2087856899.0,7475895.880446859,297001338.0,2207631.571435121
3071551700007200035,114468961.0,1402126.0594076423,1280843876.0,5396270.825127207,1426375380.0,7542736.52039728,242472713.0,2115749.6857927577
3071551700007200038,142815568.0,1477739.951896953,1924860033.0,7013597.523877525,2185300690.0,8447430.020165982,283443445.0,2086475.4604853764
3071551700007200039,119192081.0,1399775.282453261,1198886380.0,4248205.933962541,1436733314.0,5426433.576948154,222373613.0,1897721.5155587085
3071551700007200044,82132015.0,899310.7345020248,1051685912.0,4669518.971709928,1269795214.0,5965571.278190953,175329312.0,1397821.0250860197
3071551700007200045,100737994.0,1256484.8854993763,1315237029.0,5791011.619848487,1739355385.0,8682794.570253162,274669043.0,2407765.5886558797
3071551700007200047,43294219.0,546439.0500110157,564110675.0,2538772.8256731834,717878064.0,4229801.400468074,127315105.0,1156850.2088593836
3071551700007200048,53279026.0,599646.9190685016,732237180.0,3261939.954533333,916069331.0,4846596.707892408,119900613.0,907481.6277191992
3071551700007200050,63668665.0,591847.7691963525,811124779.0,3137373.1827690387,1061094190.0,5101008.5499986885,164695862.0,1074833.9995224357
3071551700007300002,250084533.0,1990352.228475438,2942081253.0,14246187.87645721,3031637369.0,18919078.017724466,341416038.0,2491712.23537104
3071551700007300024,35247319.0,299625.3327513967,476453495.0,1365424.5314457836,539556162.0,2176305.4218555614,75374086.0,427473.9899478782
3071551700008100001,34739251.0,489946.2200013925,119465381.0,1725010.5127386053,29422812.0,598100.4409489803,34884033.0,471829.16656642064
3071551700008100007,20533247.0,242024.75532444805,227704702.0,716236.0614070877,216144733.0,813844.7568736122,37769901.0,359463.4199102503
3071551700008100010,40309696.0,490549.43029310624,448701771.0,1991162.1433921703,565792467.0,2615335.5976102944,86359977.0,765918.0114766104
3071551700008200015,211702258.0,2666738.805727979,2091422019.0,10841552.115179846,2028931602.0,13129314.83584741,285384270.0,3114453.71893442
3071551700008200017,27822432.0,459074.616288053,171735949.0,1227684.4334478036,192894790.0,1502420.2257556426,29507345.0,335079.8019485718
3071551700008200019,75174197.0,1243710.26454519,451478371.0,1724336.0437815974,454642621.0,1953039.8951500866,76746618.0,720647.631459528
3071551700008200021,65409822.0,831669.2552566577,443340173.0,3566179.9811852737,367105869.0,3197464.7367855473,81918601.0,973268.299303195
3071551700008200022,138137329.0,1664006.119327891,1642176152.0,5471451.765841575,1823051969.0,8164111.241447197,264484054.0,2321842.6896040533
3071551700008200024,140819192.0,1629770.1021236726,1590211649.0,5864327.865421469,2059519450.0,8888100.229992671,284868512.0,2367520.8662155755
3071551700008200025,62374048.0,755485.5851022883,662615688.0,2658824.065608347,772188453.0,2901693.1948326323,122178649.0,994750.7439644309
3071551700008200026,97872826.0,1189764.3636669156,1040822561.0,5802654.03228818,1004762784.0,7881019.420205839,166703400.0,1907377.4723886766
3071551700008200029,43476705.0,529304.8438241284,515550786.0,2537467.8367672423,638184874.0,3322410.399091055,119533138.0,1207218.158741878
3071551700008200031,67999346.0,822717.382656535,909233927.0,3262801.9159804475,966913249.0,4902380.603898029,138799125.0,1125563.8061836348
3071551700008300001,130297859.0,1950469.7390404926,884813187.0,4040226.2470340333,1000904934.0,5769580.708138767,134479544.0,1319187.5865856484
3071551700008300004,208908771.0,2508307.2445487585,1653799311.0,5962272.274112316,1987336895.0,7830402.676184415,279065438.0,2474487.7271150462
3071551700009100002,76600932.0,1442789.044123439,1161002329.0,14108162.82926057,1044883654.0,14013288.622298189,176332070.0,2622988.656005177
3071551700009100003,238980809.0,6109768.961125716,3495853180.0,70158675.89743784,3081844280.0,65191713.972430564,500111866.0,11245817.301896267
3071551700009100010,52324067.0,531361.1032759243,780207485.0,4245737.416148516,788402105.0,5080137.63251844,117213807.0,907712.2456339205
3071551700009100012,53379918.0,527729.7800560491,832153290.0,3542618.2055375497,688098615.0,3392719.0206496594,135044235.0,1063324.411784554
3071551700009100016,58881349.0,569993.1294800837,1110755873.0,4603452.978376442,1018339426.0,5868823.07834405,161838984.0,1244398.115461595
3071551700009100018,196783025.0,1492342.0449969436,3119529867.0,10972112.374671841,2703782057.0,13156533.025305785,460297741.0,3404110.189239827
3071551700009100019,27474027.0,274415.06608502584,543465037.0,2426514.940049074,503604731.0,3088000.1727723195,76650886.0,536674.4012339844
3071551700009100020,73148031.0,716584.9768166764,1401298559.0,4721265.689181593,1247548141.0,5296958.26987483,210534586.0,1478107.6782342708
3071551700009100021,129954309.0,1291791.7594264236,2602167490.0,9507149.52679362,2656767513.0,14062932.525940597,375775006.0,2489813.8292204677
3071551700009100022,41973341.0,401488.2029484022,798461968.0,3124027.956679701,726665875.0,4158459.9528097347,123543276.0,730350.505839283
3071551700009100023,94640538.0,932764.3488662434,1644376027.0,8662923.45386752,1494665025.0,7539588.37629294,240653681.0,2080526.52577535
3071551700009100025,71174312.0,683246.5844803407,1310850181.0,3916951.1190089914,1114836435.0,4234574.166008507,211969011.0,1565967.3322241353
3071551700009100027,38014686.0,364045.7092489421,711261977.0,2596668.9550028997,655539193.0,3649838.55790114,118307830.0,898881.3021932725
3071551700009100031,77165190.0,725788.2280868611,1547518084.0,5041559.990634186,1625096198.0,8292208.329506953,263499257.0,1934709.1766543698
3071551700009100032,84168582.0,826935.0248225955,1659806389.0,6156560.999190713,1637504896.0,7483493.738027511,247612048.0,1571201.1217791473
3071551700009100034,70331107.0,663138.8534771069,1395856540.0,4585843.116083942,1531770511.0,8055174.0975909205,251592397.0,1937439.2482282908
3071551700009100035,51178440.0,470674.18253264716,834631656.0,3041676.800488911,781296947.0,3688061.281829967,140744816.0,961757.8299184417
3071551700009100036,16507775.0,156910.70889878026,318110603.0,1252355.2013566059,300487289.0,1969582.49209396,49365094.0,299573.62914059666
3071551700009100038,68724181.0,643293.8141371155,1264647343.0,3671073.146560768,1324968456.0,5009073.427423289,228140385.0,1684589.7794417618
3071551700009100039,118372747.0,873509.6705378451,2097854933.0,7485121.8181250645,1840303711.0,9504708.076845001,260563115.0,1770443.022139789
3071551700009100040,186289351.0,1732776.3418482663,3718981870.0,11130790.615430953,3707312341.0,14803523.741382949,552432588.0,3626469.481247776
3071551700009100041,46083573.0,436979.2871351581,839928829.0,2311647.610376897,855491083.0,2578810.037480272,139719506.0,906336.8066969503
3071551700009100042,93197368.0,890120.499024132,1774523592.0,5360053.7618257925,1909577644.0,9142709.97799539,286178282.0,1911776.3341818159
3071551700009100043,68394693.0,633067.1030150491,1488805040.0,4593582.278109963,1592166160.0,7152172.046169052,222570828.0,1500126.9207648144
3071551700009100044,55549155.0,498679.82549491606,805986615.0,5228710.67461953,652976702.0,5664035.675505769,85016662.0,769940.0869359113
3071551700009100046,79945482.0,768556.666370414,1536166213.0,5870429.548400701,1565750961.0,7901790.1280106045,232582359.0,1555099.9359978838
3071551700009100047,84622345.0,693027.9194320028,1633806007.0,5279248.48536231,1557377088.0,7328536.3138715895,229060140.0,1368882.8235000672
3071551700009100049,24458723.0,227510.21761721635,410271379.0,1159392.3037227383,415645268.0,1308455.5733752362,79929911.0,519895.5805778217
3071551700009100052,27922081.0,265090.584133114,475331071.0,1688411.2548516085,493849463.0,2386823.687352444,95107646.0,668899.3058690183
3071551700009100054,22713233.0,183613.8153313331,289642178.0,1066399.8526806207,304787536.0,1466498.2120742318,44106863.0,278564.6827628265
3071551700009100056,77853224.0,727950.4898823005,1393769109.0,4438905.897207716,1717460177.0,7199641.222641395,243225149.0,1477406.3843019647
3071551700009100057,63623170.0,589127.4043274281,1388513538.0,6698746.657773804,1637211172.0,11675501.847922113,190668799.0,1200446.1362580066
3071551700009100058,69109173.0,643664.354372126,1149417924.0,3585032.9434421086,1298859523.0,4869119.396458567,215771953.0,1525556.9123475808
3071551700009100059,64922347.0,631582.6069775531,1205365294.0,3970566.5084967194,1484206619.0,6483011.611404127,205556412.0,1402034.740339095
3071551700009100061,22551828.0,209242.34756861205,369455054.0,1114395.57202563,420266748.0,1460364.1206275611,70379132.0,520981.17283960024
3071551700009100064,41625002.0,398763.2937121069,475432939.0,2465150.6178512285,458456457.0,2978776.3075750205,78965787.0,537243.1995902767
3071551700009100066,48113392.0,458301.2128944176,931714282.0,3040844.2421673276,916486551.0,4084417.677403617,134893103.0,949746.588181388
3071551700009100067,64155208.0,565563.4242800184,1052691524.0,4819779.802159402,1012323179.0,6117284.9559029,161014894.0,1341800.3318875784
3071551700009100068,186863195.0,1282685.3645860974,2889497354.0,9207579.486533904,2405406628.0,12307574.083530927,401463868.0,2636954.2317444338
3071551700009100070,76179831.0,689313.4959258292,1467855378.0,5151714.680522004,1435854329.0,7486669.596934001,210895444.0,1403927.3276377874
3071551700009100072,59010902.0,561828.4654880102,1002483809.0,4434659.098991927,1217774062.0,7776593.315494797,182028170.0,1602258.2874233723
3071551700009100073,121790593.0,1091159.8112782643,695183006.0,3958980.3659210056,523980443.0,4024641.728555804,135616254.0,1162390.5342479104
3071551700009100074,87868144.0,845463.079633232,1580699250.0,5230117.61604064,1811037295.0,8566703.013758274,242440202.0,1553488.4388715972
3071551700009100075,64511863.0,603741.6349043327,1051583641.0,3348727.78460414,1409383423.0,5890013.178077219,193034430.0,1530229.5336902433
3071551700009100078,39141220.0,359194.7471241534,678304010.0,2164640.065743509,631117153.0,2663498.504341745,115848631.0,846758.6245996145
3071551700009100082,65206137.0,617457.6861143099,1007042253.0,3424412.09058022,1354310684.0,6823843.530340282,173876835.0,1249722.9797772437
3071551700009100084,135367710.0,1284103.584753402,2639055683.0,8175188.318209683,2774739704.0,11527764.487718105,341780360.0,2257627.7553416244
3071551700009100085,73105063.0,662749.5564655417,1103222860.0,3812357.5059771994,1436547021.0,6478464.741667052,183370614.0,1288064.764422306
3071551700009100087,118590460.0,1086175.9922396778,1552264919.0,7582569.879837877,1416987976.0,10069935.200522805,269796563.0,2078631.4197367174
3071551700009100089,69135161.0,637389.6766481337,1178468000.0,3605592.358818928,1645654283.0,8039971.96331231,177306527.0,1073837.1201425968
3071551700009100091,208514709.0,1917777.0014292884,3063758999.0,8852091.218916047,4163361477.0,14495391.396554066,498980385.0,3145302.221403403
3071551700009100093,9372475.0,83630.4076643514,154294156.0,472825.96829153795,134172881.0,651156.5565272862,30444861.0,340280.705869259
3071551700009100095,119122264.0,1069880.1798224119,1783334288.0,6907949.801686194,1632073934.0,8810874.651053384,314400624.0,2364743.0797956693
3071551700009100096,41934648.0,287341.7706746566,536480834.0,2326722.739951172,350896379.0,2221377.6168004256,84668545.0,753779.0325799123
3071551700009100097,29086878.0,262831.5572174285,392884556.0,1370079.1183348016,437077021.0,2398125.129768822,69250495.0,454870.3878917664
3071551700009100098,71721137.0,637241.1874680608,1090231472.0,3822418.2749855854,880967625.0,3430995.5358454804,208577052.0,1386820.293243438
3071551700009100101,114057506.0,1045114.2648360201,1709286890.0,5188800.02508458,2268907393.0,9343610.800154846,287060455.0,1919773.2088347469
3071551700009100102,81295916.0,725387.3697316733,1308460729.0,4503021.841482954,1380883252.0,7659852.76281615,231822492.0,1520105.3705043537
3071551700009100105,29766999.0,275973.1008431552,397383558.0,1441231.4921386922,422082038.0,2247097.455735527,67568255.0,513470.08003212535
3071551700009100106,43836740.0,402989.80818849127,616412711.0,1853467.5154072961,504232336.0,1996003.290153197,132839316.0,981789.9101721592
3071551700009100107,18492398.0,166242.07830144643,265153266.0,871089.4156952368,231162741.0,1005251.1036659408,51419358.0,351261.3309768424
3071551700009100108,64399743.0,591817.3065052875,979402636.0,3550013.7278000964,1382921673.0,6675296.6330712205,157594510.0,1074826.742287527
3071551700009100116,132210811.0,1233104.2099251505,1937552787.0,6717398.122989319,2416138834.0,11431241.497468548,313719140.0,2187703.399706609
3071551700009100117,97761301.0,902945.1089466844,1203186594.0,7485328.215304717,1072468391.0,8083582.147305602,206192846.0,1830504.738375769
3071551700009100118,61943875.0,557365.9331261484,776565704.0,2523987.7610872574,765928245.0,2741862.109835767,162243644.0,1226755.7372358944
3071551700009100119,75919697.0,676109.6367285005,1142383143.0,4055131.488445928,1357635748.0,8258768.4437161805,214651479.0,1559894.4657032564
3071551700009100120,97872818.0,887957.69555898,1417571779.0,5347916.056683413,1879705300.0,9882749.144081973,237871239.0,1660662.068448899
3071551700009100124,105452389.0,980168.3720832086,1616187982.0,6032898.3802805,1715844995.0,6817339.043430615,236804475.0,1599016.5621729968
3071551700009100127,102825628.0,953740.3488057215,1382735849.0,5687520.956268772,1086970003.0,6102982.163650413,223843845.0,1836504.9695277126
3071551700009100128,37944162.0,336770.47352226183,561696803.0,1659136.8277086825,516273946.0,1738291.5478549346,106511361.0,853499.5087615653
3071551700009100130,148668015.0,1319347.7996313423,2074187193.0,6870385.91053508,2412170567.0,12328230.670522513,392110249.0,2699508.288718683
3071551700009100134,87736677.0,784506.6551362716,1199832758.0,4040400.2111384473,1299065730.0,6911046.67001665,210058742.0,1411230.2413698519
3071551700009100138,33628132.0,304676.58579921094,405348219.0,1639642.8644971855,356129451.0,1636961.1252053126,74454409.0,529568.5764507556
3071551700009100140,148568073.0,1173116.7293819163,1530242056.0,6663190.346163081,1016306719.0,7213974.005478891,278770654.0,2179367.004510225
3071551700009100141,77673984.0,694331.1401749812,1117755597.0,3704812.644904594,1145252438.0,5367110.467331175,189956516.0,1214314.8682665278
3071551700009100142,182162342.0,1710891.7980928144,2726771653.0,10669023.34952896,1998441578.0,10901831.964969328,450727440.0,3345193.771166182
3071551700009100144,31429449.0,301676.5010643521,332950854.0,3566971.0349001014,276819944.0,3302191.709945254,59501578.0,787620.2268116819
3071551700009100147,186515821.0,1667450.1987737291,2801060173.0,10754008.73785847,2672119885.0,14362587.449373705,467223417.0,3158729.0169372414
3071551700009100148,73173165.0,657516.2679452321,1210134877.0,4031981.0654335967,1203234081.0,6345976.773005165,179773920.0,1332345.6576294487
3071551700009100149,121290220.0,1118993.1646222638,1335579985.0,10930393.410087055,1025354566.0,9200387.486868145,220857647.0,2210800.730641281
3071551700009100150,183852784.0,1685920.8051545403,2844394768.0,10528606.221531626,2422876339.0,11209395.396779237,410891344.0,2966721.066388391
3071551700009100152,98472725.0,887445.3649993573,1597411710.0,5377000.306219583,1456349986.0,7190444.773290156,230915157.0,1616439.3951688018
3071551700009100153,75565936.0,687711.114389027,1132008309.0,4009829.2398153995,959459700.0,4683166.542497774,177311708.0,1350622.526540718
3071551700009100156,35099188.0,311771.32141402736,509790636.0,1479094.0516207404,386519047.0,1432843.4084132633,84451520.0,656398.9352690896
3071551700009100157,70489204.0,634945.9597716068,1182886403.0,4318329.011216551,1023359239.0,4994974.763121167,162258842.0,1149369.128422346
3071551700009100158,67809901.0,609779.4571224462,1012463173.0,4608375.826293906,923741159.0,5728325.571128389,139604747.0,1050253.739078373
3071551700009100159,34681871.0,319406.3604223163,487147703.0,2213618.788893618,339701919.0,1420899.296980421,78892523.0,739595.8149205119
3071551700009100165,107617146.0,1000922.7099780149,2038412441.0,7885394.864032002,1745289650.0,10048702.437237365,234373012.0,1654940.6934135389
3071551700009100166,95243781.0,849991.4525626939,1409694564.0,6284496.310161678,1267986677.0,8152819.663256922,192918951.0,1562683.7571726132
3071551700009100167,95574459.0,872943.1734749145,1555652072.0,6072232.372214241,1234616597.0,6591392.370937524,188882889.0,1540002.1450206747
3071551700009100169,112034708.0,991882.0207607604,1751337566.0,5917276.144019393,1495499249.0,7123367.15055594,260873742.0,1849021.4217056022
3071551700009100170,35930197.0,339391.1980632098,279712196.0,2509343.445241654,190729669.0,2133247.8246749043,47588583.0,465308.6925733541
3071551700009100174,52565525.0,489946.87373331503,912464731.0,5151717.3082736535,748278602.0,5947047.007333546,109701528.0,901018.3839216405
3071551700009100177,94178642.0,849900.4503595358,1330055978.0,5026459.305594487,1166742940.0,5802851.619190032,200926401.0,1565928.6850077312
3071551700009100182,44957196.0,445586.99042691017,334022588.0,2410899.6536316304,277998245.0,2639784.9723053426,60781992.0,537305.7555379344
3071551700009100183,146936858.0,1351151.1419135644,2222938706.0,11134217.67045246,1828849360.0,14812662.716553802,316260327.0,3266410.205373085
3071551700009100184,26317168.0,263585.24029311683,137759719.0,1360488.0560536543,95655783.0,1445304.9048224252,32182568.0,324517.7616705301
3071551700009100185,34373475.0,318045.05391327816,478229252.0,2688498.1864414997,371540332.0,3084817.1539128614,80335939.0,671619.919150861
3071551700009100186,135294639.0,1238940.3775593026,1998284877.0,7591936.011683539,1754390704.0,9776040.175815063,293619978.0,2424599.838504711
3071551700009100187,108119513.0,1068377.9216459463,642047077.0,4803131.611663899,553411514.0,5338460.159503998,136187427.0,1205587.4969474312
3071551700009100188,56731591.0,545018.2194336315,666885844.0,7609189.4971296955,565203682.0,6785989.862223709,97834131.0,1169474.9437639576
3071551700009100193,67964618.0,630046.796453423,848915320.0,3098426.3646674324,598227794.0,3857178.7147588176,121113351.0,1062575.9555277918
3071551700009100195,53011227.0,522954.6713109135,372375863.0,2372945.0214187857,376661544.0,3053003.2659398564,69353387.0,593629.7853274397
3071551700009100198,101057041.0,964141.9382148479,1365988301.0,6227477.790942429,1117167240.0,7935024.334525263,171164019.0,1493771.645723093
3071551700009100200,32843034.0,309817.64809644886,319181404.0,3176931.804625108,303572343.0,3601476.0285741966,43967334.0,376550.2978239807
3071551700009100204,51067843.0,525072.1028548453,202964584.0,1627889.3431308863,165909268.0,2305999.050558673,53541691.0,497367.78226000565
3071551700009100205,75740946.0,724343.427050658,788347218.0,5371140.730617307,475198696.0,5201104.069372705,114122479.0,1234161.076197427
3071551700009100206,57336401.0,603643.814257669,429298754.0,5261939.341242249,289434086.0,4150697.9048413057,71051830.0,885826.4400764115
3071551700009100207,88990204.0,847025.3859733321,747192774.0,4590016.43490426,410487535.0,4028161.239470535,129151082.0,1322766.728450861
