,PolyT_raw,PolyT_high_pass,Anti-Mouse_raw,Anti-Mouse_high_pass,DAPI_raw,DAPI_high_pass,Anti-Rabbit_raw,Anti-Rabbit_high_pass
3066494500001100136,810379477.0,7841882.080071956,290058081.0,2307003.9075539643,174073142.0,3073965.024571355,278876508.0,2442005.1229604115
3066494500001100137,89652786.0,650772.2968521803,30059742.0,322389.51604537055,17636716.0,250250.50567043855,28942000.0,326776.47497542296
3066494500001100145,111962581.0,1017112.9981165635,38676326.0,304918.7811405853,20528735.0,348595.65937638754,37216413.0,316601.897221225
3066494500001100147,59430495.0,559022.685524378,20998586.0,165317.58280506803,12446367.0,212425.11199662398,20294837.0,177353.03844812722
3066494500001100148,78677575.0,539250.1460138459,25788019.0,214963.9365444895,18774908.0,219972.85149278498,25444306.0,225946.0311146202
3066494500001100150,668947599.0,5981327.11759104,244317509.0,2009888.4669684474,144701460.0,2470814.0584569974,222426163.0,1865067.5792819466
3066494500001100151,188873829.0,1340852.8814998714,63938536.0,692324.5204238326,37711153.0,511261.84398821776,61157355.0,690672.8557432783
3066494500001100152,307057480.0,2170291.2041844036,104539585.0,815143.9806048134,70931007.0,874400.4109865865,102243833.0,847093.6435094486
3066494500001100159,249731329.0,1736716.8171116337,84053633.0,903894.2962423676,56114705.0,754599.377098405,80970200.0,902474.5750790399
3066494500001100162,191921442.0,1641641.941914041,65182714.0,508277.9668228858,37374987.0,630082.2120235882,63380682.0,522266.88004530896
3066494500001100163,17079502.0,151145.90234505007,5774366.0,46295.59064555046,3524517.0,62365.73403513753,5638783.0,48118.20320883396
3066494500001100166,33929741.0,295586.28685154824,11582764.0,92081.22626966007,7142111.0,122403.38393276687,11274712.0,93523.50559089151
3066494500001100170,86638570.0,811030.6106629662,30135957.0,239000.70855867036,17545918.0,304479.05680263805,29270407.0,247732.75065644228
3066494500001100172,20603604.0,189625.1735381103,7347861.0,60612.26213011812,4337989.0,77377.95280066776,7118274.0,62310.6626181013
3066494500001100173,253170829.0,1844949.1762230066,84583055.0,932604.7461711313,64724997.0,931920.5272090358,82190677.0,937383.528604063
3066494500001100175,1265857591.0,12085056.143471546,457616155.0,3615071.232739606,271118932.0,4803268.479968124,434546857.0,3771812.802647003
3066494500001100176,14155272.0,104103.98332864395,4650229.0,49178.98570876055,3566178.0,48194.50733662808,4556125.0,51288.30256739078
3066494500001100180,30279593.0,279412.18649358844,11074352.0,103748.88747493149,6113931.0,102342.91758457082,10578762.0,91533.12118004335
3066494500001100182,104337056.0,972591.4384439304,37417900.0,297588.78608112875,20931686.0,372353.7675269793,36183317.0,311892.780669312
3066494500001100193,117591809.0,819968.3461969115,40948141.0,317673.24853740993,27048993.0,334820.0018178796,39907975.0,338908.4485222104
3066494500001100197,417823389.0,2990087.5908091636,145168429.0,1114088.7426766302,93425851.0,1152796.1156960686,140570050.0,1157790.9280405787
3066494500001100198,191113182.0,1659132.7008359828,68616673.0,547878.1563793231,33666165.0,561328.1669475244,65573368.0,545619.7230715728
3066494500001100200,118389572.0,822299.4616748028,40127961.0,429807.0118130591,28060772.0,374091.33920807706,38258680.0,422534.35705905297
3066494500001100203,121358802.0,1098841.225958657,43997594.0,345289.8057700806,23048535.0,391705.2609260184,42165863.0,356591.2037310267
3066494500001100204,161457277.0,1426621.531037991,55241745.0,436535.44063071226,33127146.0,559120.6551343511,54092178.0,450896.09949645156
3066494500001100209,205724881.0,1518529.8181890973,70188958.0,565296.2389029257,44411482.0,556163.2849236197,68378995.0,600243.3167281474
3066494500001100222,145701389.0,1063370.5044468637,48566326.0,518818.28681104083,34404323.0,449821.43644065625,47878111.0,543169.3075735497
3066494500001100224,448815194.0,4305876.248335972,160641285.0,1291146.92681247,80448356.0,1403515.9536406877,152389891.0,1335219.726517346
3066494500001100226,194064092.0,1335189.6503588362,69083258.0,532110.1859504095,40595280.0,483948.6249791899,66495145.0,549115.0231501955
3066494500001100235,117987310.0,848031.4555489792,40588960.0,429935.2352262403,24785826.0,334363.5138759017,39053323.0,438752.3284388286
3066494500001100236,549200341.0,5216329.660887468,195972166.0,1556037.1376546463,100682863.0,1747979.083590632,186254725.0,1630523.9215823386
3066494500001100237,76382494.0,538924.4620000587,25837351.0,273998.41177265433,17672019.0,229532.9604820935,24854501.0,278239.5100358199
3066494500001100244,364891625.0,2498680.3797249137,127525039.0,1022615.0735894667,77435910.0,911399.5698653578,122802355.0,1062616.3141759199
3066494500001100245,55292978.0,535811.8761386907,19345975.0,153854.14402283556,10058170.0,166790.41393485025,18270875.0,159850.76326792245
3066494500001100249,102998520.0,962204.5354891773,37260379.0,298026.34227810515,19111930.0,318820.1755297422,35360765.0,304884.7185507894
3066494500001100255,42041101.0,389134.75039950944,15128589.0,119962.72021511449,7979879.0,136662.1443749161,14387673.0,126463.36969172172
3066494500001100259,82226522.0,603007.8712668357,28094421.0,299544.4503975257,17666116.0,236196.8778204911,27143223.0,310578.0074815843
3066494500001100261,83633885.0,610872.6900728269,27768127.0,302026.5623479288,18293331.0,238634.38800858712,26877015.0,308839.61006358505
3066494500001100262,66127525.0,608928.0040827369,23980657.0,190650.68683002802,12726245.0,215753.4138205442,22764316.0,197647.6292266053
3066494500001100267,203929839.0,1944171.9683639095,75599832.0,619246.5549762583,40553541.0,706157.2700178984,71658647.0,647276.9901557923
3066494500001100271,198071636.0,1494325.2617101157,67349026.0,723288.855391928,42258990.0,566122.5907423886,65260464.0,759155.3726904748
3066494500001100272,371045746.0,2569494.851750125,132147973.0,1066010.145248847,79625254.0,958671.0475295085,127380025.0,1097790.5070450848
3066494500001100276,88911783.0,819111.0570930598,31330256.0,251125.42702166364,15604164.0,265272.4249133761,30292627.0,261548.688901831
3066494500001100278,44188124.0,413094.2583678401,15784496.0,132301.5622223761,7731641.0,130317.03914440886,15145527.0,132773.166476274
3066494500001100280,72427240.0,552542.5042077932,24184290.0,258420.4177324248,15085512.0,199945.17290327535,23503827.0,274646.69570182805
3066494500001100282,178527783.0,1628392.2941495203,65148011.0,530426.0061430696,34751578.0,600605.2879953113,62900321.0,547517.0536194849
3066494500001100284,146440127.0,1355906.4298372006,54088275.0,435773.5282928902,32955867.0,565487.3548465051,51102544.0,452037.23381999816
3066494500001100286,205626884.0,1578994.862499476,70851400.0,768391.865075303,43906445.0,612231.2634319585,68786392.0,807391.8072644435
3066494500001100287,75833916.0,503302.5381554275,26310159.0,206443.48477756564,16959433.0,205939.46843616868,25795465.0,218366.5628574989
3066494500001100292,247965546.0,1672190.7571655558,86362904.0,697113.2072994115,57182411.0,687574.6673238385,84283648.0,732934.3571689035
3066494500001100301,57428330.0,435710.48238894105,19951159.0,217690.2373211348,12699285.0,180860.3733725205,19232665.0,230708.60085191892
3066494500001100304,498465457.0,4082930.343207289,177346827.0,1454810.3942601935,107997906.0,1584856.5913865655,167197129.0,1505309.3167079105
3066494500001100308,177984227.0,1259727.5686343568,61719568.0,592437.2636820306,39266931.0,512527.92578505,59885812.0,621184.8289289305
3066494500001100315,144633885.0,1096277.7647712047,50523577.0,378402.274920134,30717632.0,425160.34096654,48054264.0,396552.2957110449
3066494500001100318,113331895.0,828291.7599293554,40226499.0,290508.72186943947,23890394.0,343936.9611212997,38504499.0,304645.97140108305
3066494500001100321,104484371.0,716388.7347471616,35390434.0,309702.1902912094,22730803.0,282543.8702257634,34848189.0,323303.3337563281
3066494500001100334,1530258079.0,15353593.616157316,491975740.0,6091841.5449142475,313233748.0,5706895.047869124,466448162.0,6367083.131614525
3066494500001100341,827046185.0,8102954.713657936,272373083.0,2641238.0302871577,161585377.0,2734184.2145893574,267350657.0,2736473.6589121083
3066494500001100350,62789991.0,627262.4886643797,20174458.0,255803.8200027371,12476572.0,226034.64276826946,20034973.0,271499.64698449196
3066494500001100363,145867044.0,1423697.2344000782,47026146.0,590861.7810415545,26842690.0,491549.04489273945,46078923.0,611923.806488109
3066494500001100365,149391007.0,1422823.9044994635,49798531.0,605065.2857099597,25640457.0,453574.01462217723,47728838.0,635018.2260625453
3066494500001100369,120857267.0,1165165.9092031508,39832146.0,480835.0769452279,22537953.0,411629.3462493341,38289053.0,512226.01023313287
3066494500001100372,229689532.0,2249131.7869627113,73515649.0,929549.6631767146,45419208.0,822932.9485944763,72899543.0,967970.561290382
3066494500001100377,75641699.0,985253.0268096508,25759370.0,269019.73998174083,13545640.0,324157.9423463902,25169507.0,283913.70332286117
3066494500001100378,88395760.0,905725.8648360599,28007076.0,341108.87175734073,15896989.0,289924.89617858484,26723658.0,355808.87392396573
3066494500001100389,57882887.0,549116.2151092632,18284880.0,223270.69270855436,10125082.0,184320.47064317507,18074442.0,238792.97267807904
3066494500001100394,138942632.0,1302855.809408389,44460681.0,542661.4942532239,25472285.0,456848.6837195626,43923568.0,571638.2539259186
3066494500001100395,49790930.0,476034.4031380506,15583888.0,190175.5062013524,8803173.0,159724.3262569456,15423458.0,204367.89333207987
3066494500001100399,17057685.0,164418.515722004,5517634.0,66092.76048325082,3437758.0,61417.16230685442,5250326.0,70753.5434776321
3066494500001100405,61174174.0,573744.7647035121,19444173.0,231448.55334226563,10668160.0,186789.8252010003,19145612.0,249966.98526027694
3066494500001100411,467717222.0,4408020.634546324,153333024.0,1442085.4408112238,99182274.0,1640748.0966725422,149870143.0,1509026.844929592
3066494500001100412,314885222.0,3028965.0035592886,103975182.0,1252941.974707594,61811360.0,1098731.0386703305,98706812.0,1301348.547113233
3066494500001100414,341898462.0,3457686.1361650405,109855983.0,1336270.0046580192,74295905.0,1343971.771538463,103777357.0,1402089.5131765269
3066494500001100435,617523985.0,6085639.922565082,203406869.0,2443488.230169189,131243549.0,2401785.5981412227,192762092.0,2570919.1821121033
3066494500001100437,103874534.0,958709.0460082414,34234308.0,409523.10037989717,20229704.0,357047.8474406872,32826392.0,423533.7768731758
3066494500001100440,326969095.0,3115273.2723164707,106399062.0,997427.9618220631,72228303.0,1203427.4663966864,103857068.0,1035440.157666853
3066494500001100443,177485594.0,2215914.0349803935,57912782.0,587514.0110200505,40690019.0,948107.4652950432,56759340.0,614360.247801792
3066494500001100446,260948571.0,2940069.121708074,77273704.0,924951.6706246181,53706869.0,956824.9002205761,75709062.0,963220.062239565
3066494500001100450,98371571.0,1209207.025469834,32738501.0,328832.8544730131,18232912.0,424648.3752301625,32160658.0,344278.0800967767
3066494500001100453,391153423.0,3505649.9869387676,127741512.0,1185884.6780935922,85092392.0,1370610.2807345074,124325844.0,1229160.8680175894
3066494500001100454,77761297.0,927767.764317342,25785475.0,259091.23098782997,14692237.0,337380.3515550075,25379295.0,271056.54364886676
3066494500001100456,332158445.0,3221738.9811122282,111248676.0,1331505.8303886293,71122072.0,1300599.974944297,105655196.0,1393437.8993735223
3066494500001100479,96869097.0,1169689.6123654228,32289155.0,322384.59921344754,21189058.0,486344.8020522357,31306424.0,333920.706671653
3066494500001100480,18188412.0,217022.79715428545,6222082.0,62655.24568080375,3210517.0,74713.82923913041,5999200.0,63683.118580223076
3066494500001100486,73777745.0,685079.8195291674,25374746.0,302119.72427926393,15137552.0,263112.3475242589,24336152.0,319957.1723616838
3066494500001100490,15758651.0,145728.22105925536,5400636.0,62615.94826341284,3302258.0,59494.20614730672,5215218.0,67281.36396716342
3066494500001100491,234739309.0,2663425.085169839,76843866.0,737099.3130608298,49728848.0,993035.6545322167,76613562.0,756600.5144687868
3066494500001100494,47926494.0,569547.4304924153,15972884.0,158199.94185775405,10522923.0,243980.2370097192,15559955.0,164883.38256707383
3066494500001100496,164719152.0,1392715.8427138187,54686286.0,639597.6589728168,31399808.0,533217.0633894635,51984979.0,634566.3948613806
3066494500001100502,100753624.0,1263540.7230931963,32994624.0,342227.2998403732,21072745.0,485514.8079750138,32895624.0,358880.1733956608
3066494500001100503,61418128.0,743834.0384270727,20830409.0,206457.90322801753,13390506.0,310352.2001973268,20034497.0,211978.48086053823
3066494500001100504,117944476.0,995891.3202147426,40485285.0,522294.8244076229,23559154.0,405594.3978721946,36752359.0,452093.67342121725
3066494500001100507,52698079.0,462235.200119714,18185873.0,210502.51918852527,8586783.0,149442.48302795942,17455900.0,216125.0891515614
3066494500001100516,19179126.0,161940.78771162912,6321662.0,73894.18759076313,4112847.0,68269.38415243801,6024298.0,73899.65830582131
3066494500001200029,496159963.0,4902866.999136579,166637126.0,1452172.834269875,100103947.0,1822009.724293621,159389916.0,1513124.8071593423
3066494500001200031,126240137.0,1047950.2170144166,41726126.0,507750.13203754794,26153393.0,395743.8388228143,41649857.0,527482.5124827116
3066494500001200038,108592724.0,1038950.5154780187,36630290.0,319083.23466741765,20004261.0,360769.726154567,36606650.0,338208.13214440196
3066494500001200045,109529520.0,875965.3980876745,37025411.0,429907.21812776406,21930477.0,324178.76888811984,35569074.0,441358.8629181837
3066494500001200059,20469349.0,158705.25326233346,6907484.0,78923.91675445174,4121079.0,58461.43799087417,6667192.0,81548.21842338498
3066494500001200064,168079499.0,1666949.9755012637,55879066.0,474662.2646188176,34337679.0,609509.2748279214,53272757.0,494469.7618634277
3066494500001200075,262134406.0,2036753.423837251,87423521.0,968441.0164069909,49657528.0,712379.8266100232,84317743.0,1012884.4441898367
3066494500001200079,166143612.0,1627296.4563700315,55073781.0,471040.35763815604,32978195.0,587327.5899781192,54677641.0,487204.35472003894
3066494500001200095,18087817.0,144182.55335981352,6082301.0,69813.34763984018,3623199.0,53300.513299374434,5844153.0,71529.83884159106
3066494500001200096,47742844.0,369162.2092264802,15688192.0,176699.61910850322,9826227.0,137713.29277444363,15464420.0,187363.24812847978
3066494500001200100,21544012.0,148346.45486324016,7151546.0,60818.63276117542,4237048.0,51957.28824797529,7098558.0,67541.06523905385
3066494500001200115,557285960.0,4063929.6857151208,185210586.0,1552434.5955563965,117813205.0,1494861.675614811,181544651.0,1599161.7089819717
3066494500001200116,34669528.0,281042.4661001026,11460924.0,128882.8010093899,7854872.0,113123.38052949615,11239848.0,134581.65779794785
3066494500001200144,421417547.0,4124050.1846717517,143244324.0,1153758.382710814,91513991.0,1626600.4349295069,135861182.0,1216482.2872478093
3066494500001200145,86371382.0,648464.5301504257,28558680.0,303657.7083671378,16754804.0,234725.63302240623,27921623.0,323603.10550503177
3066494500001200147,83858994.0,781323.5688098739,27618452.0,221480.50039501948,16248414.0,284472.86309137364,27476512.0,236859.53028806596
3066494500001200149,385434671.0,2740848.397860758,129838662.0,1014838.619122338,88777038.0,1112122.8307946413,126302240.0,1059413.8929521171
3066494500001200170,54339095.0,444714.30709757307,17377589.0,192674.18767998726,12790290.0,178453.75737032248,17223872.0,203494.77756943804
3066494500001200174,324843056.0,2298238.396640517,110371273.0,853167.9438341489,75686169.0,940808.529350004,107668730.0,883924.4566505249
3066494500001200185,57500352.0,525253.3127454014,19134416.0,149207.28625889463,11976376.0,212211.42872833554,18680753.0,156568.39993475546
3066494500001200186,130979698.0,1295463.681494906,46604295.0,389638.1594231667,28157263.0,506859.9958815946,44065929.0,391651.0374741249
3066494500001200198,170476550.0,1562376.5377231385,60286704.0,477391.9984587406,35000302.0,609708.7027454394,58228176.0,505667.71420934016
3066494500001200206,35894583.0,258327.1287174653,12171394.0,130031.49799599343,7023934.0,97393.15593546248,11589474.0,132965.9606535539
3066494500001200209,103174209.0,726449.8506128739,34518041.0,371018.7230105462,21806171.0,295827.3446960178,33752162.0,381643.6081908602
3066494500001200218,21074193.0,187485.16353943743,7343054.0,59493.742339065735,3765452.0,64029.55917984545,7053631.0,60821.08412874867
3066494500001200220,158425442.0,1094088.1180021837,54090262.0,430491.1122395395,37288849.0,441495.10745148244,53078074.0,455710.7328985776
3066494500001200228,51897156.0,484599.0572447482,18478012.0,147121.05673679366,10778539.0,187839.1305876353,17887580.0,154976.50814298718
3066494500001200243,14762464.0,107600.07429779338,4866541.0,51617.269001019486,3686515.0,51437.154680572145,4745970.0,53044.25186210683
3066494500001200247,98246370.0,901385.1209304855,35282401.0,282206.29203311005,18617983.0,312908.21498315735,33912425.0,285856.7114037205
3066494500001200252,64643767.0,629918.3472631901,20958025.0,228233.4332801879,15436951.0,218805.487228444,20636017.0,238120.8824729675
3066494500001200253,357842498.0,2452832.628956992,124439577.0,968312.1643431438,83639930.0,1010863.813281213,121475402.0,1013217.2894351562
3066494500001200261,72478069.0,527559.444332981,24069735.0,257980.07312078998,18277926.0,246303.7664486583,23636896.0,266176.9488077357
3066494500001200275,109619999.0,936393.5067818122,37752261.0,298057.28556819615,20298915.0,342296.58833702264,35949260.0,294259.4530639977
3066494500001200281,43397928.0,375678.4658628786,14840357.0,116062.95135604792,9214396.0,155993.18598444108,14442111.0,118745.70556698326
3066494500001200283,97356498.0,906648.4460028207,35322537.0,278032.8991262305,19780038.0,337557.4492770316,33704123.0,287361.50060426944
3066494500001200285,175490923.0,1202770.3875143528,60461824.0,485199.7370798849,38643725.0,473385.0222268823,58748468.0,515037.1026506301
3066494500001200299,543497640.0,5246667.909419304,191369140.0,1527685.7508221944,106009461.0,1864324.2097328529,180157751.0,1572476.6174051506
3066494500001200303,45985192.0,324840.48938705836,15257930.0,164216.26170769383,10928043.0,142753.90081491214,14664097.0,162211.81256231456
3066494500001200307,16369647.0,145149.32439081842,5946633.0,47316.60532555935,3016132.0,51194.91653863476,5716051.0,48393.7757283553
3066494500001200311,115301446.0,1053300.1897558914,41702950.0,327395.44586919487,20579358.0,349287.72166174464,39928277.0,344070.3823544762
3066494500001200313,48680669.0,315071.6187528283,17242444.0,123576.73307329991,10371893.0,113170.68238608538,16634887.0,126245.08526122452
3066494500001200338,58797392.0,560426.9484490019,20960581.0,163775.1855450562,10384234.0,175709.4945768614,20076027.0,173866.37542919168
3066494500001200347,12631013.0,119750.19714562187,4562709.0,35985.32337295737,2295368.0,38367.410166054564,4334548.0,37114.68947465683
3066494500001200348,18021343.0,175900.12462694565,6464173.0,51851.83524801361,3270717.0,54121.21611814828,6121332.0,54479.214610390794
3066494500001200356,561673946.0,5417834.825824979,198394240.0,1597059.5286799155,107426066.0,1862802.1390042736,187685285.0,1672194.5669494467
3066494500001200363,335081173.0,2309482.4401369863,117130714.0,926467.5669434934,71966033.0,871800.3679027217,112475366.0,961574.9120409349
3066494500001200381,70802591.0,560859.5972204488,23140955.0,258854.6070163133,16916836.0,240485.01753550099,22935964.0,273498.7937319495
3066494500001200382,183837251.0,1723818.9223840523,66675232.0,529549.8323403122,37293424.0,643763.756252427,63602250.0,555000.6463906679
3066494500001200392,224472724.0,2082781.5362634838,81760345.0,650965.6896371501,48060592.0,819875.947771533,78088046.0,688538.6283929241
3066494500001200401,47348205.0,444725.07633652235,17523662.0,145332.8453841132,9857341.0,170150.60851378145,16580129.0,148217.28303137037
3066494500001200415,106267632.0,1008113.1640187448,39801677.0,329095.7324654658,23385034.0,408157.14655789663,37545918.0,342527.96748196124
3066494500001200416,127943614.0,965242.240191282,44175670.0,481746.10174404946,28570966.0,387847.64758680767,42752447.0,505365.17779361905
3066494500001200421,76132937.0,709502.4585087777,26711717.0,220286.569288966,12821860.0,226209.41252242797,26502172.0,234372.72687326965
3066494500001200423,1207753841.0,10318022.4906472,434295114.0,3659764.516846182,269734325.0,4133057.0965879085,408750925.0,3779568.4794193376
3066494500001200424,66374629.0,609581.2909268236,24791311.0,201943.877548417,15159562.0,261789.85889662744,23361061.0,209545.49749830365
3066494500001200435,895839819.0,5813285.797541177,310374860.0,2357807.674623151,201586841.0,2326399.356771045,299273263.0,2434453.7680608663
3066494500001200437,127172960.0,1044782.0216467094,46207752.0,352039.57155494014,26411770.0,428284.48053374235,44677616.0,370270.5866328103
3066494500001200441,90819468.0,636177.9752347097,31433461.0,304186.2438875931,20541294.0,264370.5474472349,30435150.0,317500.1474883249
3066494500001200444,42594231.0,313533.91090573894,14161287.0,146009.11593500385,9100905.0,113519.54781182199,13954365.0,155151.81416790246
3066494500001200456,119160061.0,820540.0285619979,41611236.0,324142.16249265324,22940879.0,299485.7398461659,40141323.0,340734.102382442
3066494500001200464,19774974.0,171699.13455126717,6602429.0,86400.36832266717,3692257.0,59507.90725577366,6360577.0,87682.42410205877
3066494500001200469,37477599.0,476050.24305354065,13227984.0,137790.94320641673,6881677.0,165365.33415867772,12716664.0,143828.47895672015
3066494500001200470,67326886.0,647440.5564384743,21470651.0,274832.3509289027,12989646.0,232294.6986627591,21439271.0,287300.3714781411
3066494500001200472,52762002.0,691408.9340801929,18733999.0,199843.54950072907,10012100.0,243930.30689634423,18039630.0,209851.77742024435
3066494500001200474,115577187.0,1516107.126832423,39531877.0,434796.936133772,24362419.0,587878.5781455972,38900286.0,444796.1314646579
3066494500001200480,44741822.0,436727.14732237195,14412271.0,182605.57878509758,7117187.0,125909.90008517673,14100235.0,189891.19310278416
3066494500001200511,114931536.0,1479365.9711802832,41200068.0,426354.17789000954,20902403.0,497714.8053728948,39205865.0,442064.2459055407
3066494500001200515,75276466.0,714126.0295962245,24202158.0,296999.22373076936,12606287.0,228225.9787194906,23732859.0,315532.3892045672
3066494500001200525,34457101.0,470179.1045169157,11444331.0,124273.58451389927,7572796.0,186100.30520370314,11407549.0,134184.7831927893
3066494500001200528,33332871.0,427051.2169300701,11333187.0,120236.71965389354,7119015.0,169807.672772272,11157515.0,125989.31865928532
3066494500001200545,15608638.0,215209.0506810327,5197259.0,55554.7047277623,3174745.0,78090.71186317923,5257510.0,60973.99963622145
3066494500001200561,37585488.0,364192.8011394393,12176485.0,146280.28760017012,7071879.0,128297.00006743005,11655409.0,155782.73301594422
3066494500001200585,148060260.0,1360188.678340231,47081304.0,560045.6102842176,26187853.0,468321.83747595537,46466483.0,597311.4531782375
3066494500001200607,28974560.0,361210.5418726301,9931338.0,98622.79324862677,5184973.0,121953.74607103606,9675578.0,105786.55331373094
3066494500001200611,21283258.0,232889.7965578382,6912748.0,60891.13587093752,4652242.0,88144.0561818117,6861507.0,67314.62282503459
3066494500001200640,113334364.0,1017690.7743995751,37433033.0,436282.8443608141,19510769.0,346303.9624576592,36010371.0,455714.4000364831
3066494500001200645,22267809.0,197810.04554917867,7110421.0,84679.07479924404,4302008.0,74101.10513856608,7000668.0,87767.78399550865
3066494500001200649,322715612.0,3116345.371796006,108867373.0,1292598.915953264,68375434.0,1242514.7230065316,103961336.0,1359296.6878516334
3066494500001200650,131156414.0,1223002.4702729816,44886840.0,531118.026688948,27054325.0,480519.0579867581,42673657.0,553964.0949540958
3066494500001200653,71414803.0,728563.4150829373,23152478.0,197756.8411801768,15260021.0,269975.3353048179,22919387.0,208028.32574174897
3066494500001200659,35441364.0,453493.94495610934,11348416.0,115550.36200627804,7564850.0,176502.62097355857,11329342.0,124477.7770502774
3066494500001200662,15185284.0,134463.51075067988,4786330.0,56448.701041145534,3106058.0,53366.36101983963,4669173.0,57964.32379944627
3066494500001200663,133239297.0,1165112.2244131393,41663892.0,490367.03129685303,28234043.0,484299.8768789489,40504900.0,506206.0109418527
3066494500001200666,285368596.0,2477834.1324715456,95164721.0,901792.047709051,60718915.0,949449.8449680364,92494455.0,930197.4906687711
